backend,executor,solver_p,preconditioner,resolution,processes,run_time,success,number_of_iterations
OF,reference,CG,none,10,1,0.2014,1,1278
OF,reference,CG,none,10,1,0.141519,1,1278
OF,reference,CG,none,10,1,0.138014,1,1278
OF,reference,CG,none,10,1,0.145411,1,1278
OF,reference,CG,none,10,1,0.151647,1,1278
OF,reference,CG,none,10,1,0.137776,1,1278
OF,reference,CG,none,10,1,0.137753,1,1278
OF,reference,CG,none,10,1,0.136007,1,1278
OF,reference,CG,none,10,1,0.140955,1,1278
OF,reference,CG,none,10,1,0.144507,1,1278
OF,reference,CG,none,10,1,0.139824,1,1278
OF,reference,CG,none,10,1,0.137703,1,1278
OF,reference,CG,none,10,1,0.137596,1,1278
OF,reference,CG,none,10,1,0.144038,1,1278
OF,reference,CG,none,10,1,0.142721,1,1278
OF,reference,CG,none,10,1,0.144523,1,1278
OF,reference,CG,none,10,1,0.139016,1,1278
OF,reference,CG,none,10,1,0.13773,1,1278
OF,reference,CG,none,10,1,0.136211,1,1278
OF,reference,CG,none,10,1,0.136409,1,1278
OF,reference,CG,none,10,1,0.138444,1,1278
OF,reference,CG,none,10,1,0.135619,1,1278
OF,reference,CG,none,10,1,0.139933,1,1278
OF,reference,CG,none,10,1,0.141378,1,1278
OF,reference,CG,none,10,1,0.147371,1,1278
OF,reference,CG,none,10,1,0.140126,1,1278
OF,reference,CG,none,10,1,0.137761,1,1278
OF,reference,CG,none,10,1,0.135755,1,1278
OF,reference,CG,none,10,1,0.135077,1,1278
OF,reference,CG,none,10,1,0.135983,1,1278
OF,reference,CG,none,10,1,0.139781,1,1278
OF,reference,CG,none,10,1,0.135237,1,1278
OF,reference,CG,none,10,1,0.134938,1,1278
OF,reference,CG,none,10,1,0.134585,1,1278
OF,reference,CG,none,10,1,0.135683,1,1278
OF,reference,CG,none,10,1,0.14499,1,1278
OF,reference,CG,none,10,1,0.143095,1,1278
OF,reference,CG,none,10,1,0.13767,1,1278
OF,reference,CG,none,10,1,0.137052,1,1278
OF,reference,CG,none,10,1,0.136371,1,1278
OF,reference,CG,none,10,1,0.137384,1,1278
OF,reference,CG,none,10,1,0.145041,1,1278
OF,reference,CG,none,10,1,0.141333,1,1278
OF,reference,CG,none,10,1,0.140352,1,1278
OF,reference,CG,none,10,1,0.14194,1,1278
OF,reference,CG,none,10,1,0.136978,1,1278
OF,reference,CG,none,10,1,0.137558,1,1278
OF,reference,CG,none,10,1,0.134273,1,1278
OF,reference,CG,none,10,1,0.135828,1,1278
OF,reference,CG,none,10,1,0.136015,1,1278
OF,reference,CG,none,10,1,0.136217,1,1278
OF,reference,CG,none,10,1,0.135769,1,1278
OF,reference,CG,none,10,1,0.141522,1,1278
OF,reference,CG,none,10,1,0.141848,1,1278
OF,reference,CG,none,10,1,0.142694,1,1278
OF,reference,CG,none,10,1,0.13529,1,1278
OF,reference,CG,none,10,1,0.136395,1,1278
OF,reference,CG,none,10,1,0.136995,1,1278
OF,reference,CG,none,10,1,0.134203,1,1278
OF,reference,CG,none,10,1,0.137812,1,1278
OF,reference,CG,none,10,1,0.134457,1,1278
OF,reference,CG,none,10,1,0.135112,1,1278
