backend,executor,solver_p,solver_U,preconditioner,resolution,processes,setup_timerun_time,number_of_iterations
#{'OBR_VERSION': '0.0.0'}
GKO,omp,CG,BiCGStab,BJ,0,1,0.261155,2.460103,1528
GKO,omp,CG,BiCGStab,BJ,0,1,0.261155,2.433378,1528
GKO,omp,CG,BiCGStab,BJ,0,1,0.261155,2.406069,1528
GKO,omp,CG,BiCGStab,BJ,0,1,0.261155,2.393098,1528
GKO,omp,CG,BiCGStab,BJ,0,1,0.261155,2.388151,1528
GKO,omp,CG,BiCGStab,BJ,0,1,0.261155,2.401411,1528
GKO,omp,CG,BiCGStab,BJ,0,1,0.261155,2.395612,1528
GKO,omp,CG,BiCGStab,BJ,0,1,0.261155,2.407005,1528
GKO,omp,CG,BiCGStab,BJ,0,1,0.261155,2.404852,1528
GKO,omp,CG,BiCGStab,BJ,0,1,0.261155,2.400121,1528
GKO,omp,CG,BiCGStab,BJ,0,1,0.261155,2.412927,1528
GKO,omp,CG,BiCGStab,BJ,0,1,0.261155,2.390129,1528
GKO,omp,CG,BiCGStab,BJ,0,1,0.261155,2.394632,1528
GKO,omp,CG,BiCGStab,BJ,0,1,0.261155,2.397844,1528
GKO,omp,CG,BiCGStab,BJ,0,1,0.261155,2.397363,1528
GKO,omp,CG,BiCGStab,BJ,0,1,0.261155,2.398254,1528
GKO,omp,CG,BiCGStab,BJ,0,1,0.261155,2.390798,1528
GKO,omp,CG,BiCGStab,BJ,0,1,0.261155,2.3943,1528
GKO,omp,CG,BiCGStab,BJ,0,1,0.261155,2.399056,1528
GKO,omp,CG,BiCGStab,BJ,0,1,0.261155,2.395837,1528
GKO,omp,CG,BiCGStab,BJ,0,1,0.261155,2.400668,1528
GKO,omp,CG,BiCGStab,BJ,0,1,0.261155,2.402478,1528
GKO,omp,CG,BiCGStab,BJ,0,1,0.261155,2.405887,1528
GKO,omp,CG,BiCGStab,BJ,0,1,0.261155,2.410555,1528
GKO,omp,CG,BiCGStab,BJ,0,1,0.261155,2.384176,1528
GKO,omp,CG,BiCGStab,BJ,0,2,0.229885,1.64558,1528
GKO,omp,CG,BiCGStab,BJ,0,2,0.229885,1.681497,1528
GKO,omp,CG,BiCGStab,BJ,0,2,0.229885,1.690862,1528
GKO,omp,CG,BiCGStab,BJ,0,2,0.229885,1.686987,1528
GKO,omp,CG,BiCGStab,BJ,0,2,0.229885,1.670668,1528
GKO,omp,CG,BiCGStab,BJ,0,2,0.229885,1.662328,1528
GKO,omp,CG,BiCGStab,BJ,0,2,0.229885,1.59622,1528
GKO,omp,CG,BiCGStab,BJ,0,2,0.229885,1.566263,1528
GKO,omp,CG,BiCGStab,BJ,0,2,0.229885,1.705534,1528
GKO,omp,CG,BiCGStab,BJ,0,2,0.229885,1.686769,1528
GKO,omp,CG,BiCGStab,BJ,0,2,0.229885,1.660116,1528
GKO,omp,CG,BiCGStab,BJ,0,2,0.229885,1.660647,1528
GKO,omp,CG,BiCGStab,BJ,0,2,0.229885,1.666838,1528
GKO,omp,CG,BiCGStab,BJ,0,2,0.229885,1.685783,1528
GKO,omp,CG,BiCGStab,BJ,0,2,0.229885,1.678061,1528
GKO,omp,CG,BiCGStab,BJ,0,2,0.229885,1.667796,1528
GKO,omp,CG,BiCGStab,BJ,0,2,0.229885,1.67518,1528
GKO,omp,CG,BiCGStab,BJ,0,2,0.229885,1.650016,1528
GKO,omp,CG,BiCGStab,BJ,0,2,0.229885,1.647136,1528
GKO,omp,CG,BiCGStab,BJ,0,2,0.229885,1.670523,1528
GKO,omp,CG,BiCGStab,BJ,0,2,0.229885,1.681297,1528
GKO,omp,CG,BiCGStab,BJ,0,2,0.229885,1.682651,1528
GKO,omp,CG,BiCGStab,BJ,0,2,0.229885,1.683663,1528
GKO,omp,CG,BiCGStab,BJ,0,2,0.229885,1.665577,1528
GKO,omp,CG,BiCGStab,BJ,0,2,0.229885,1.54932,1528
GKO,omp,CG,BiCGStab,BJ,0,2,0.229885,1.652086,1528
GKO,omp,CG,BiCGStab,BJ,0,2,0.229885,1.656228,1528
GKO,omp,CG,BiCGStab,BJ,0,2,0.229885,1.666795,1528
GKO,omp,CG,BiCGStab,BJ,0,2,0.229885,1.657047,1528
GKO,omp,CG,BiCGStab,BJ,0,2,0.229885,1.660717,1528
GKO,omp,CG,BiCGStab,BJ,0,2,0.229885,1.660709,1528
GKO,omp,CG,BiCGStab,BJ,0,2,0.229885,1.6504,1528
GKO,omp,CG,BiCGStab,BJ,0,2,0.229885,1.686423,1528
GKO,omp,CG,BiCGStab,BJ,0,2,0.229885,1.695576,1528
GKO,omp,CG,BiCGStab,BJ,0,2,0.229885,1.687459,1528
GKO,omp,CG,BiCGStab,BJ,0,2,0.229885,1.668772,1528
GKO,omp,CG,BiCGStab,BJ,0,2,0.229885,1.669285,1528
GKO,omp,CG,BiCGStab,BJ,0,4,0.231994,1.166775,1528
GKO,omp,CG,BiCGStab,BJ,0,4,0.231994,1.172529,1528
GKO,omp,CG,BiCGStab,BJ,0,4,0.231994,1.17351,1528
GKO,omp,CG,BiCGStab,BJ,0,4,0.231994,1.181862,1528
GKO,omp,CG,BiCGStab,BJ,0,4,0.231994,1.194587,1528
GKO,omp,CG,BiCGStab,BJ,0,4,0.231994,1.203889,1528
GKO,omp,CG,BiCGStab,BJ,0,4,0.231994,1.18072,1528
GKO,omp,CG,BiCGStab,BJ,0,4,0.231994,1.180355,1528
GKO,omp,CG,BiCGStab,BJ,0,4,0.231994,1.194686,1528
GKO,omp,CG,BiCGStab,BJ,0,4,0.231994,1.18344,1528
GKO,omp,CG,BiCGStab,BJ,0,4,0.231994,1.185257,1528
GKO,omp,CG,BiCGStab,BJ,0,4,0.231994,1.15807,1528
GKO,omp,CG,BiCGStab,BJ,0,4,0.231994,1.18756,1528
GKO,omp,CG,BiCGStab,BJ,0,4,0.231994,1.18748,1528
GKO,omp,CG,BiCGStab,BJ,0,4,0.231994,1.183505,1528
GKO,omp,CG,BiCGStab,BJ,0,4,0.231994,1.184087,1528
