backend,executor,solver_p,preconditioner,resolution,processes,setup_timerun_time,number_of_iterations
#{'OBR_VERSION': '0.0.0'}
OF,reference,CG,DIC,0,1,0.236905,0.363576,367
OF,reference,CG,DIC,0,1,0.236905,0.365899,367
OF,reference,CG,DIC,0,1,0.236905,0.365132,367
OF,reference,CG,DIC,0,1,0.236905,0.380616,367
OF,reference,CG,DIC,0,1,0.236905,0.366692,367
OF,reference,CG,DIC,0,1,0.236905,0.360514,367
OF,reference,CG,DIC,0,1,0.236905,0.360037,367
OF,reference,CG,DIC,0,1,0.236905,0.358128,367
OF,reference,CG,DIC,0,1,0.236905,0.365795,367
OF,reference,CG,DIC,0,1,0.236905,0.379185,367
OF,reference,CG,DIC,0,1,0.236905,0.361385,367
OF,reference,CG,DIC,0,1,0.236905,0.355178,367
OF,reference,CG,DIC,0,1,0.236905,0.359243,367
OF,reference,CG,DIC,0,1,0.236905,0.359426,367
OF,reference,CG,DIC,0,1,0.236905,0.356307,367
OF,reference,CG,DIC,0,1,0.236905,0.358379,367
OF,reference,CG,DIC,0,1,0.236905,0.356768,367
OF,reference,CG,DIC,0,1,0.236905,0.35446,367
OF,reference,CG,DIC,0,1,0.236905,0.351459,367
OF,reference,CG,DIC,0,1,0.236905,0.35548,367
OF,reference,CG,DIC,0,1,0.236905,0.35598,367
OF,reference,CG,DIC,0,1,0.236905,0.353975,367
OF,reference,CG,DIC,0,1,0.236905,0.352913,367
OF,reference,CG,DIC,0,1,0.236905,0.358139,367
OF,reference,CG,DIC,0,1,0.236905,0.357025,367
OF,reference,CG,DIC,0,1,0.236905,0.357116,367
OF,reference,CG,DIC,0,1,0.236905,0.357236,367
OF,reference,CG,DIC,0,1,0.236905,0.358165,367
OF,reference,CG,DIC,0,1,0.236905,0.365455,367
OF,reference,CG,DIC,0,1,0.236905,0.359178,367
OF,reference,CG,DIC,0,1,0.236905,0.363598,367
OF,reference,CG,DIC,0,1,0.236905,0.361747,367
OF,reference,CG,DIC,0,1,0.236905,0.357934,367
OF,reference,CG,DIC,0,1,0.236905,0.356159,367
OF,reference,CG,DIC,0,1,0.236905,0.365781,367
OF,reference,CG,DIC,0,1,0.236905,0.362669,367
OF,reference,CG,DIC,0,1,0.236905,0.360495,367
OF,reference,CG,DIC,0,1,0.236905,0.35594,367
OF,reference,CG,DIC,0,1,0.236905,0.354787,367
OF,reference,CG,DIC,0,1,0.236905,0.366948,367
OF,reference,CG,DIC,0,1,0.236905,0.36583,367
OF,reference,CG,DIC,0,1,0.236905,0.359318,367
OF,reference,CG,DIC,0,1,0.236905,0.352437,367
OF,reference,CG,DIC,0,1,0.236905,0.358733,367
OF,reference,CG,DIC,0,1,0.236905,0.356943,367
OF,reference,CG,DIC,0,1,0.236905,0.355978,367
OF,reference,CG,DIC,0,1,0.236905,0.35606,367
OF,reference,CG,DIC,0,1,0.236905,0.354138,367
OF,reference,CG,DIC,0,1,0.236905,0.356619,367
OF,reference,CG,DIC,0,1,0.236905,0.356192,367
OF,reference,CG,DIC,0,1,0.236905,0.352846,367
OF,reference,CG,DIC,0,1,0.236905,0.351688,367
OF,reference,CG,DIC,0,1,0.236905,0.354798,367
OF,reference,CG,DIC,0,1,0.236905,0.355993,367
OF,reference,CG,DIC,0,1,0.236905,0.366921,367
OF,reference,CG,DIC,0,1,0.236905,0.35649,367
OF,reference,CG,DIC,0,1,0.236905,0.35489,367
OF,reference,CG,DIC,0,1,0.236905,0.356181,367
OF,reference,CG,DIC,0,1,0.236905,0.358501,367
OF,reference,CG,DIC,0,1,0.236905,0.36796,367
OF,reference,CG,DIC,0,1,0.236905,0.362602,367
OF,reference,CG,DIC,0,1,0.236905,0.357645,367
OF,reference,CG,DIC,0,1,0.236905,0.361536,367
OF,reference,CG,DIC,0,1,0.236905,0.355192,367
OF,reference,CG,DIC,0,1,0.236905,0.356944,367
OF,reference,CG,DIC,0,1,0.236905,0.358553,367
OF,reference,CG,DIC,0,1,0.236905,0.36881,367
OF,reference,CG,DIC,0,1,0.236905,0.360309,367
OF,reference,CG,DIC,0,1,0.236905,0.357297,367
OF,reference,CG,DIC,0,1,0.236905,0.355282,367
OF,reference,CG,DIC,0,1,0.236905,0.359615,367
OF,reference,CG,DIC,0,1,0.236905,0.366256,367
OF,reference,CG,DIC,0,1,0.236905,0.364763,367
OF,reference,CG,DIC,0,1,0.236905,0.354728,367
OF,reference,CG,DIC,0,1,0.236905,0.353543,367
OF,reference,CG,DIC,0,1,0.236905,0.35725,367
OF,reference,CG,DIC,0,1,0.236905,0.356413,367
OF,reference,CG,DIC,0,1,0.236905,0.357114,367
OF,reference,CG,DIC,0,1,0.236905,0.353376,367
OF,reference,CG,DIC,0,1,0.236905,0.357294,367
OF,reference,CG,DIC,0,1,0.236905,0.355689,367
OF,reference,CG,DIC,0,1,0.236905,0.354759,367
OF,reference,CG,DIC,0,1,0.236905,0.354243,367
OF,reference,CG,DIC,0,1,0.236905,0.353897,367
OF,reference,CG,DIC,0,1,0.236905,0.355675,367
OF,reference,CG,DIC,0,1,0.236905,0.351358,367
OF,reference,CG,DIC,0,1,0.236905,0.355497,367
OF,reference,CG,DIC,0,1,0.236905,0.355072,367
OF,reference,CG,DIC,0,1,0.236905,0.355016,367
OF,reference,CG,DIC,0,1,0.236905,0.35788,367
OF,reference,CG,DIC,0,1,0.236905,0.35666,367
OF,reference,CG,DIC,0,1,0.236905,0.362727,367
OF,reference,CG,DIC,0,1,0.236905,0.359893,367
OF,reference,CG,DIC,0,1,0.236905,0.3576,367
OF,reference,CG,DIC,0,1,0.236905,0.351257,367
