backend,executor,solver_p,solver_U,preconditioner,resolution,processes,setup_timerun_time,number_of_iterations
#{'OBR_VERSION': '0.0.0'}
GKO,omp,CG,BiCGStab,none,25,1,0.169499,1.873547,1931
GKO,omp,CG,BiCGStab,none,25,1,0.169499,1.879791,1931
GKO,omp,CG,BiCGStab,none,25,1,0.169499,1.874598,1931
GKO,omp,CG,BiCGStab,none,25,1,0.169499,1.867978,1931
GKO,omp,CG,BiCGStab,none,25,1,0.169499,1.877369,1931
GKO,omp,CG,BiCGStab,none,25,1,0.169499,1.868775,1931
GKO,omp,CG,BiCGStab,none,25,1,0.169499,1.859973,1931
GKO,omp,CG,BiCGStab,none,25,1,0.169499,1.867029,1931
GKO,omp,CG,BiCGStab,none,25,1,0.169499,1.875009,1931
GKO,omp,CG,BiCGStab,none,25,1,0.169499,1.8743,1931
GKO,omp,CG,BiCGStab,none,25,1,0.169499,1.86344,1931
GKO,omp,CG,BiCGStab,none,25,1,0.169499,1.873361,1931
GKO,omp,CG,BiCGStab,none,25,1,0.169499,1.869144,1931
GKO,omp,CG,BiCGStab,none,25,1,0.169499,1.862392,1931
GKO,omp,CG,BiCGStab,none,25,1,0.169499,1.879394,1931
GKO,omp,CG,BiCGStab,none,25,1,0.169499,1.867694,1931
GKO,omp,CG,BiCGStab,none,25,1,0.169499,1.865283,1931
GKO,omp,CG,BiCGStab,none,25,1,0.169499,1.86374,1931
GKO,omp,CG,BiCGStab,none,25,1,0.169499,1.884894,1931
GKO,omp,CG,BiCGStab,none,25,1,0.169499,1.863946,1931
GKO,omp,CG,BiCGStab,none,25,1,0.169499,1.874635,1931
GKO,omp,CG,BiCGStab,none,25,1,0.169499,1.869783,1931
GKO,omp,CG,BiCGStab,none,25,1,0.169499,1.880771,1931
GKO,omp,CG,BiCGStab,none,25,1,0.169499,1.872266,1931
GKO,omp,CG,BiCGStab,none,25,1,0.169499,1.869983,1931
GKO,omp,CG,BiCGStab,none,25,1,0.169499,1.882181,1931
GKO,omp,CG,BiCGStab,none,25,1,0.169499,1.86357,1931
