backend,executor,solver_p,preconditioner,resolution,processes,setup_timerun_time,number_of_iterations
#{'OBR_VERSION': '0.0.0'}
GKO,omp,CG,none,25,1,0.175112,1.382225,1668
GKO,omp,CG,none,25,1,0.175112,1.404309,1668
GKO,omp,CG,none,25,1,0.175112,1.399574,1668
GKO,omp,CG,none,25,1,0.175112,1.395288,1668
GKO,omp,CG,none,25,1,0.175112,1.392221,1668
GKO,omp,CG,none,25,1,0.175112,1.389708,1668
GKO,omp,CG,none,25,1,0.175112,1.387114,1668
GKO,omp,CG,none,25,1,0.175112,1.381166,1668
GKO,omp,CG,none,25,1,0.175112,1.390936,1668
GKO,omp,CG,none,25,1,0.175112,1.392286,1668
GKO,omp,CG,none,25,1,0.175112,1.393279,1668
GKO,omp,CG,none,25,1,0.175112,1.38729,1668
GKO,omp,CG,none,25,1,0.175112,1.398243,1668
GKO,omp,CG,none,25,1,0.175112,1.395467,1668
GKO,omp,CG,none,25,1,0.175112,1.410577,1668
GKO,omp,CG,none,25,1,0.175112,1.397333,1668
GKO,omp,CG,none,25,1,0.175112,1.392477,1668
GKO,omp,CG,none,25,1,0.175112,1.408614,1668
GKO,omp,CG,none,25,1,0.175112,1.395449,1668
GKO,omp,CG,none,25,1,0.175112,1.395725,1668
GKO,omp,CG,none,25,1,0.175112,1.395891,1668
GKO,omp,CG,none,25,1,0.175112,1.402795,1668
GKO,omp,CG,none,25,1,0.175112,1.405154,1668
GKO,omp,CG,none,25,1,0.175112,1.391679,1668
GKO,omp,CG,none,25,1,0.175112,1.375852,1668
GKO,omp,CG,none,25,1,0.175112,1.393258,1668
GKO,omp,CG,none,25,1,0.175112,1.386818,1668
GKO,omp,CG,none,25,1,0.175112,1.392414,1668
GKO,omp,CG,none,25,1,0.175112,1.392577,1668
GKO,omp,CG,none,25,1,0.175112,1.389458,1668
GKO,omp,CG,none,25,1,0.175112,1.398553,1668
GKO,omp,CG,none,25,1,0.175112,1.401209,1668
GKO,omp,CG,none,25,1,0.175112,1.388488,1668
GKO,omp,CG,none,25,1,0.175112,1.381765,1668
GKO,omp,CG,none,25,1,0.175112,1.389555,1668
GKO,omp,CG,none,25,1,0.175112,1.397747,1668
GKO,omp,CG,none,25,1,0.175112,1.400078,1668
GKO,omp,CG,none,25,1,0.175112,1.410918,1668
GKO,omp,CG,none,25,1,0.175112,1.393215,1668
GKO,omp,CG,none,25,1,0.175112,1.397977,1668
GKO,omp,CG,none,25,1,0.175112,1.395034,1668
GKO,omp,CG,none,25,1,0.175112,1.389291,1668
GKO,omp,CG,none,25,1,0.175112,1.399615,1668
GKO,omp,CG,none,25,1,0.175112,1.381314,1668
GKO,omp,CG,none,25,2,0.171153,1.147885,1668
GKO,omp,CG,none,25,2,0.171153,1.157429,1668
