backend,executor,solver_p,solver_U,preconditioner,resolution,processes,log_id,setup_time,run_time,number_of_iterations
#{'OBR_VERSION': '0.0.2', 'case': {'renumbered': True}, 'node_data': {'host': 'uc2n525.localdomain\n', 'uptime': ' 02:08:36 up 257 days, 10:24,  0 users,  load average: 13.46, 42.72, 41.84\n'}}
OF,reference,BiCGStab,BiCGStab,none,25,1,dd9cc90097dfc0cbf227510be0b4acdc,0.298787,0.776897,1576
OF,reference,BiCGStab,BiCGStab,none,25,1,dd9cc90097dfc0cbf227510be0b4acdc,0.298787,0.763315,1576
OF,reference,BiCGStab,BiCGStab,none,25,1,dd9cc90097dfc0cbf227510be0b4acdc,0.298787,0.761658,1576
OF,reference,BiCGStab,BiCGStab,none,25,1,dd9cc90097dfc0cbf227510be0b4acdc,0.298787,0.767624,1576
OF,reference,BiCGStab,BiCGStab,none,25,1,dd9cc90097dfc0cbf227510be0b4acdc,0.298787,0.764493,1576
OF,reference,BiCGStab,BiCGStab,none,25,1,dd9cc90097dfc0cbf227510be0b4acdc,0.298787,0.760608,1576
OF,reference,BiCGStab,BiCGStab,none,25,1,dd9cc90097dfc0cbf227510be0b4acdc,0.298787,0.765669,1576
OF,reference,BiCGStab,BiCGStab,none,25,1,dd9cc90097dfc0cbf227510be0b4acdc,0.298787,0.772963,1576
OF,reference,BiCGStab,BiCGStab,none,25,1,dd9cc90097dfc0cbf227510be0b4acdc,0.298787,0.76296,1576
OF,reference,BiCGStab,BiCGStab,none,25,1,dd9cc90097dfc0cbf227510be0b4acdc,0.298787,0.761903,1576
OF,reference,BiCGStab,BiCGStab,none,25,1,dd9cc90097dfc0cbf227510be0b4acdc,0.298787,0.762002,1576
OF,reference,BiCGStab,BiCGStab,none,25,1,dd9cc90097dfc0cbf227510be0b4acdc,0.298787,0.764147,1576
OF,reference,BiCGStab,BiCGStab,none,25,1,dd9cc90097dfc0cbf227510be0b4acdc,0.298787,0.770532,1576
OF,reference,BiCGStab,BiCGStab,none,25,1,dd9cc90097dfc0cbf227510be0b4acdc,0.298787,0.772049,1576
OF,reference,BiCGStab,BiCGStab,none,25,1,dd9cc90097dfc0cbf227510be0b4acdc,0.298787,0.763873,1576
OF,reference,BiCGStab,BiCGStab,none,25,1,dd9cc90097dfc0cbf227510be0b4acdc,0.298787,0.759513,1576
OF,reference,BiCGStab,BiCGStab,none,25,1,dd9cc90097dfc0cbf227510be0b4acdc,0.298787,0.762353,1576
OF,reference,BiCGStab,BiCGStab,none,25,1,dd9cc90097dfc0cbf227510be0b4acdc,0.298787,0.765303,1576
OF,reference,BiCGStab,BiCGStab,none,25,1,dd9cc90097dfc0cbf227510be0b4acdc,0.298787,0.772072,1576
OF,reference,BiCGStab,BiCGStab,none,25,1,dd9cc90097dfc0cbf227510be0b4acdc,0.298787,0.761599,1576
OF,reference,BiCGStab,BiCGStab,none,25,1,dd9cc90097dfc0cbf227510be0b4acdc,0.298787,0.761305,1576
OF,reference,BiCGStab,BiCGStab,none,25,1,dd9cc90097dfc0cbf227510be0b4acdc,0.298787,0.761536,1576
OF,reference,BiCGStab,BiCGStab,none,25,1,dd9cc90097dfc0cbf227510be0b4acdc,0.298787,0.762598,1576
OF,reference,BiCGStab,BiCGStab,none,25,1,dd9cc90097dfc0cbf227510be0b4acdc,0.298787,0.760231,1576
OF,reference,BiCGStab,BiCGStab,none,25,1,dd9cc90097dfc0cbf227510be0b4acdc,0.298787,0.759949,1576
OF,reference,BiCGStab,BiCGStab,none,25,1,dd9cc90097dfc0cbf227510be0b4acdc,0.298787,0.760597,1576
OF,reference,BiCGStab,BiCGStab,none,25,1,dd9cc90097dfc0cbf227510be0b4acdc,0.298787,0.771265,1576
OF,reference,BiCGStab,BiCGStab,none,25,1,dd9cc90097dfc0cbf227510be0b4acdc,0.298787,0.762237,1576
OF,reference,BiCGStab,BiCGStab,none,25,1,dd9cc90097dfc0cbf227510be0b4acdc,0.298787,0.760407,1576
OF,reference,BiCGStab,BiCGStab,none,25,1,dd9cc90097dfc0cbf227510be0b4acdc,0.298787,0.763032,1576
OF,reference,BiCGStab,BiCGStab,none,25,1,dd9cc90097dfc0cbf227510be0b4acdc,0.298787,0.762807,1576
OF,reference,BiCGStab,BiCGStab,none,25,1,dd9cc90097dfc0cbf227510be0b4acdc,0.298787,0.761982,1576
OF,reference,BiCGStab,BiCGStab,none,25,1,dd9cc90097dfc0cbf227510be0b4acdc,0.298787,0.763283,1576
OF,reference,BiCGStab,BiCGStab,none,25,1,dd9cc90097dfc0cbf227510be0b4acdc,0.298787,0.760276,1576
OF,reference,BiCGStab,BiCGStab,none,25,1,dd9cc90097dfc0cbf227510be0b4acdc,0.298787,0.759988,1576
OF,reference,BiCGStab,BiCGStab,none,25,1,dd9cc90097dfc0cbf227510be0b4acdc,0.298787,0.760877,1576
OF,reference,BiCGStab,BiCGStab,none,25,1,dd9cc90097dfc0cbf227510be0b4acdc,0.298787,0.761227,1576
OF,reference,BiCGStab,BiCGStab,none,25,1,dd9cc90097dfc0cbf227510be0b4acdc,0.298787,0.761978,1576
OF,reference,BiCGStab,BiCGStab,none,25,1,dd9cc90097dfc0cbf227510be0b4acdc,0.298787,0.770171,1576
OF,reference,BiCGStab,BiCGStab,none,25,1,dd9cc90097dfc0cbf227510be0b4acdc,0.298787,0.763493,1576
OF,reference,BiCGStab,BiCGStab,none,25,1,dd9cc90097dfc0cbf227510be0b4acdc,0.298787,0.761563,1576
OF,reference,BiCGStab,BiCGStab,none,25,1,dd9cc90097dfc0cbf227510be0b4acdc,0.298787,0.761172,1576
OF,reference,BiCGStab,BiCGStab,none,25,1,dd9cc90097dfc0cbf227510be0b4acdc,0.298787,0.762311,1576
OF,reference,BiCGStab,BiCGStab,none,25,1,dd9cc90097dfc0cbf227510be0b4acdc,0.298787,0.776775,1576
