backend,executor,solver_p,solver_U,preconditioner,resolution,processes,log_id,setup_time,run_time,number_of_iterations
#{'OBR_VERSION': '0.0.2', 'case': {'renumbered': True}, 'node_data': {'host': 'uc2n553.localdomain\n', 'uptime': ' 00:17:41 up 257 days, 10:56,  0 users,  load average: 1.04, 1.50, 1.59\n'}}
GKO,omp,CG,BiCGStab,none,25,1,dc351d4d81e90f5635ea8b18090de3f8,0.578623,1.887115,1931
GKO,omp,CG,BiCGStab,none,25,1,dc351d4d81e90f5635ea8b18090de3f8,0.578623,1.883919,1931
GKO,omp,CG,BiCGStab,none,25,1,dc351d4d81e90f5635ea8b18090de3f8,0.578623,1.881579,1931
GKO,omp,CG,BiCGStab,none,25,1,dc351d4d81e90f5635ea8b18090de3f8,0.578623,1.889111,1931
GKO,omp,CG,BiCGStab,none,25,1,dc351d4d81e90f5635ea8b18090de3f8,0.578623,1.894355,1931
GKO,omp,CG,BiCGStab,none,25,1,dc351d4d81e90f5635ea8b18090de3f8,0.578623,1.874295,1931
GKO,omp,CG,BiCGStab,none,25,1,dc351d4d81e90f5635ea8b18090de3f8,0.578623,1.876478,1931
GKO,omp,CG,BiCGStab,none,25,1,dc351d4d81e90f5635ea8b18090de3f8,0.578623,1.889004,1931
GKO,omp,CG,BiCGStab,none,25,1,dc351d4d81e90f5635ea8b18090de3f8,0.578623,1.873994,1931
GKO,omp,CG,BiCGStab,none,25,1,dc351d4d81e90f5635ea8b18090de3f8,0.578623,1.881614,1931
GKO,omp,CG,BiCGStab,none,25,1,dc351d4d81e90f5635ea8b18090de3f8,0.578623,1.884846,1931
GKO,omp,CG,BiCGStab,none,25,1,dc351d4d81e90f5635ea8b18090de3f8,0.578623,1.875882,1931
GKO,omp,CG,BiCGStab,none,25,1,dc351d4d81e90f5635ea8b18090de3f8,0.578623,1.896133,1931
GKO,omp,CG,BiCGStab,none,25,1,dc351d4d81e90f5635ea8b18090de3f8,0.578623,1.876891,1931
GKO,omp,CG,BiCGStab,none,25,1,dc351d4d81e90f5635ea8b18090de3f8,0.578623,1.872765,1931
GKO,omp,CG,BiCGStab,none,25,1,dc351d4d81e90f5635ea8b18090de3f8,0.578623,1.881298,1931
GKO,omp,CG,BiCGStab,none,25,1,dc351d4d81e90f5635ea8b18090de3f8,0.578623,1.877101,1931
GKO,omp,CG,BiCGStab,none,25,1,dc351d4d81e90f5635ea8b18090de3f8,0.578623,1.871274,1931
GKO,omp,CG,BiCGStab,none,25,1,dc351d4d81e90f5635ea8b18090de3f8,0.578623,1.898665,1931
GKO,omp,CG,BiCGStab,none,25,1,dc351d4d81e90f5635ea8b18090de3f8,0.578623,1.901598,1931
GKO,omp,CG,BiCGStab,none,25,1,dc351d4d81e90f5635ea8b18090de3f8,0.578623,1.884863,1931
GKO,omp,CG,BiCGStab,none,25,1,dc351d4d81e90f5635ea8b18090de3f8,0.578623,1.882071,1931
GKO,omp,CG,BiCGStab,none,25,1,dc351d4d81e90f5635ea8b18090de3f8,0.578623,1.881133,1931
GKO,omp,CG,BiCGStab,none,25,1,dc351d4d81e90f5635ea8b18090de3f8,0.578623,1.905614,1931
GKO,omp,CG,BiCGStab,none,25,1,dc351d4d81e90f5635ea8b18090de3f8,0.578623,1.886222,1931
GKO,omp,CG,BiCGStab,none,25,1,dc351d4d81e90f5635ea8b18090de3f8,0.578623,1.884057,1931
GKO,omp,CG,BiCGStab,none,25,1,dc351d4d81e90f5635ea8b18090de3f8,0.578623,1.870046,1931
GKO,omp,CG,BiCGStab,none,25,1,dc351d4d81e90f5635ea8b18090de3f8,0.578623,1.901958,1931
GKO,omp,CG,BiCGStab,none,25,1,dc351d4d81e90f5635ea8b18090de3f8,0.578623,1.877615,1931
GKO,omp,CG,BiCGStab,none,25,1,dc351d4d81e90f5635ea8b18090de3f8,0.578623,1.872043,1931
GKO,omp,CG,BiCGStab,none,25,1,dc351d4d81e90f5635ea8b18090de3f8,0.578623,1.881713,1931
GKO,omp,CG,BiCGStab,none,25,1,dc351d4d81e90f5635ea8b18090de3f8,0.578623,1.882966,1931
GKO,omp,CG,BiCGStab,none,25,2,b31039b0348f20dc7681864fb4578e32,0.496469,1.405154,1931
GKO,omp,CG,BiCGStab,none,25,2,b31039b0348f20dc7681864fb4578e32,0.496469,1.421918,1931
GKO,omp,CG,BiCGStab,none,25,2,b31039b0348f20dc7681864fb4578e32,0.496469,1.533826,1931
GKO,omp,CG,BiCGStab,none,25,2,b31039b0348f20dc7681864fb4578e32,0.496469,1.595546,1931
GKO,omp,CG,BiCGStab,none,25,2,b31039b0348f20dc7681864fb4578e32,0.496469,1.551702,1931
GKO,omp,CG,BiCGStab,none,25,2,b31039b0348f20dc7681864fb4578e32,0.496469,1.412696,1931
GKO,omp,CG,BiCGStab,none,25,2,b31039b0348f20dc7681864fb4578e32,0.496469,1.610102,1931
GKO,omp,CG,BiCGStab,none,25,2,b31039b0348f20dc7681864fb4578e32,0.496469,1.575687,1931
GKO,omp,CG,BiCGStab,none,25,2,b31039b0348f20dc7681864fb4578e32,0.496469,1.536903,1931
GKO,omp,CG,BiCGStab,none,25,2,b31039b0348f20dc7681864fb4578e32,0.496469,1.60412,1931
GKO,omp,CG,BiCGStab,none,25,2,b31039b0348f20dc7681864fb4578e32,0.496469,1.595285,1931
GKO,omp,CG,BiCGStab,none,25,2,b31039b0348f20dc7681864fb4578e32,0.496469,1.591655,1931
GKO,omp,CG,BiCGStab,none,25,2,b31039b0348f20dc7681864fb4578e32,0.496469,1.531495,1931
GKO,omp,CG,BiCGStab,none,25,2,b31039b0348f20dc7681864fb4578e32,0.496469,1.426072,1931
GKO,omp,CG,BiCGStab,none,25,2,b31039b0348f20dc7681864fb4578e32,0.496469,1.425125,1931
GKO,omp,CG,BiCGStab,none,25,2,b31039b0348f20dc7681864fb4578e32,0.496469,1.55019,1931
GKO,omp,CG,BiCGStab,none,25,2,b31039b0348f20dc7681864fb4578e32,0.496469,1.590846,1931
GKO,omp,CG,BiCGStab,none,25,2,b31039b0348f20dc7681864fb4578e32,0.496469,1.488211,1931
GKO,omp,CG,BiCGStab,none,25,2,b31039b0348f20dc7681864fb4578e32,0.496469,1.420409,1931
GKO,omp,CG,BiCGStab,none,25,2,b31039b0348f20dc7681864fb4578e32,0.496469,1.554155,1931
GKO,omp,CG,BiCGStab,none,25,2,b31039b0348f20dc7681864fb4578e32,0.496469,1.560241,1931
GKO,omp,CG,BiCGStab,none,25,2,b31039b0348f20dc7681864fb4578e32,0.496469,1.600975,1931
GKO,omp,CG,BiCGStab,none,25,2,b31039b0348f20dc7681864fb4578e32,0.496469,1.600245,1931
GKO,omp,CG,BiCGStab,none,25,2,b31039b0348f20dc7681864fb4578e32,0.496469,1.458007,1931
