backend,executor,solver_p,preconditioner,resolution,processes,log_id,setup_time,run_time,number_of_iterations,linear_solve_p,linear_solve_u
#{'OBR_VERSION': '0.0.3', 'case': {'renumbered': False}, 'node_data': {'host': 'nla-gpu2.ianm.kit.edu\n', 'uptime': ' 17:53:46 up 12 days, 23:03,  2 users,  load average: 0.00, 0.00, 0.24\n'}}
OF,reference,BiCGStab,none,25,1,0c4be18f270830fe36c9a37e8a7ce6db,0.305058,0.762391,1348,48.0,10.0
OF,reference,BiCGStab,none,25,1,0c4be18f270830fe36c9a37e8a7ce6db,0.305058,0.764258,1348,48.0,10.0
OF,reference,BiCGStab,none,25,1,0c4be18f270830fe36c9a37e8a7ce6db,0.305058,0.762421,1348,48.0,10.0
OF,reference,BiCGStab,none,25,1,0c4be18f270830fe36c9a37e8a7ce6db,0.305058,0.768811,1348,48.0,10.0
OF,reference,BiCGStab,none,25,1,0c4be18f270830fe36c9a37e8a7ce6db,0.305058,0.762839,1348,48.0,10.0
OF,reference,BiCGStab,none,25,1,0c4be18f270830fe36c9a37e8a7ce6db,0.305058,0.764599,1348,48.0,10.0
OF,reference,BiCGStab,none,25,1,0c4be18f270830fe36c9a37e8a7ce6db,0.305058,0.763993,1348,48.0,10.0
OF,reference,BiCGStab,none,25,1,0c4be18f270830fe36c9a37e8a7ce6db,0.305058,0.765733,1348,48.0,10.0
OF,reference,BiCGStab,none,25,1,0c4be18f270830fe36c9a37e8a7ce6db,0.305058,0.769063,1348,48.0,10.0
OF,reference,BiCGStab,none,25,1,0c4be18f270830fe36c9a37e8a7ce6db,0.305058,0.965652,1348,48.0,10.0
OF,reference,BiCGStab,none,25,1,0c4be18f270830fe36c9a37e8a7ce6db,0.305058,0.914819,1348,48.0,10.0
OF,reference,BiCGStab,none,25,1,0c4be18f270830fe36c9a37e8a7ce6db,0.305058,0.764127,1348,48.0,10.0
OF,reference,BiCGStab,none,25,1,0c4be18f270830fe36c9a37e8a7ce6db,0.305058,0.76863,1348,48.0,10.0
OF,reference,BiCGStab,none,25,1,0c4be18f270830fe36c9a37e8a7ce6db,0.305058,0.766963,1348,48.0,10.0
OF,reference,BiCGStab,none,25,1,0c4be18f270830fe36c9a37e8a7ce6db,0.305058,0.768545,1348,48.0,10.0
OF,reference,BiCGStab,none,25,1,0c4be18f270830fe36c9a37e8a7ce6db,0.305058,0.765268,1348,48.0,10.0
OF,reference,BiCGStab,none,25,1,0c4be18f270830fe36c9a37e8a7ce6db,0.305058,0.763682,1348,48.0,10.0
OF,reference,BiCGStab,none,25,1,0c4be18f270830fe36c9a37e8a7ce6db,0.305058,0.764973,1348,48.0,10.0
OF,reference,BiCGStab,none,25,1,0c4be18f270830fe36c9a37e8a7ce6db,0.305058,0.765312,1348,48.0,10.0
OF,reference,BiCGStab,none,25,1,0c4be18f270830fe36c9a37e8a7ce6db,0.305058,0.757729,1348,48.0,10.0
OF,reference,BiCGStab,none,25,1,0c4be18f270830fe36c9a37e8a7ce6db,0.305058,0.761308,1348,48.0,10.0
OF,reference,BiCGStab,none,25,1,0c4be18f270830fe36c9a37e8a7ce6db,0.305058,0.763773,1348,48.0,10.0
OF,reference,BiCGStab,none,25,1,0c4be18f270830fe36c9a37e8a7ce6db,0.305058,0.766606,1348,48.0,10.0
OF,reference,BiCGStab,none,25,1,0c4be18f270830fe36c9a37e8a7ce6db,0.305058,0.771375,1348,48.0,10.0
OF,reference,BiCGStab,none,25,1,0c4be18f270830fe36c9a37e8a7ce6db,0.305058,0.762361,1348,48.0,10.0
OF,reference,BiCGStab,none,25,1,0c4be18f270830fe36c9a37e8a7ce6db,0.305058,0.762405,1348,48.0,10.0
OF,reference,BiCGStab,none,25,1,0c4be18f270830fe36c9a37e8a7ce6db,0.305058,0.763444,1348,48.0,10.0
OF,reference,BiCGStab,none,25,1,0c4be18f270830fe36c9a37e8a7ce6db,0.305058,0.765264,1348,48.0,10.0
OF,reference,BiCGStab,none,25,1,0c4be18f270830fe36c9a37e8a7ce6db,0.305058,0.761969,1348,48.0,10.0
OF,reference,BiCGStab,none,25,1,0c4be18f270830fe36c9a37e8a7ce6db,0.305058,0.761583,1348,48.0,10.0
OF,reference,BiCGStab,none,25,1,0c4be18f270830fe36c9a37e8a7ce6db,0.305058,0.775116,1348,48.0,10.0
OF,reference,BiCGStab,none,25,1,0c4be18f270830fe36c9a37e8a7ce6db,0.305058,0.761134,1348,48.0,10.0
OF,reference,BiCGStab,none,25,1,0c4be18f270830fe36c9a37e8a7ce6db,0.305058,0.771153,1348,48.0,10.0
OF,reference,BiCGStab,none,25,1,0c4be18f270830fe36c9a37e8a7ce6db,0.305058,0.765601,1348,48.0,10.0
OF,reference,BiCGStab,none,25,1,0c4be18f270830fe36c9a37e8a7ce6db,0.305058,0.763544,1348,48.0,10.0
OF,reference,BiCGStab,none,25,1,0c4be18f270830fe36c9a37e8a7ce6db,0.305058,0.762471,1348,48.0,10.0
OF,reference,BiCGStab,none,25,1,0c4be18f270830fe36c9a37e8a7ce6db,0.305058,0.764421,1348,48.0,10.0
OF,reference,BiCGStab,none,25,1,0c4be18f270830fe36c9a37e8a7ce6db,0.305058,0.768873,1348,48.0,10.0
OF,reference,CG,none,50,1,cdca7d973b205385ed718f3e395a2947,1.832882,6.77341,3442,545.0,91.0
OF,reference,CG,none,50,1,cdca7d973b205385ed718f3e395a2947,1.832882,6.66722,3442,545.0,91.0
OF,reference,CG,none,50,1,cdca7d973b205385ed718f3e395a2947,1.832882,6.713296,3442,545.0,91.0
OF,reference,CG,none,50,1,cdca7d973b205385ed718f3e395a2947,1.832882,6.676895,3442,545.0,91.0
OF,reference,CG,none,50,1,cdca7d973b205385ed718f3e395a2947,1.832882,6.663793,3442,545.0,91.0
OF,reference,CG,none,50,1,cdca7d973b205385ed718f3e395a2947,1.832882,6.723601,3442,545.0,91.0
OF,reference,CG,none,50,1,cdca7d973b205385ed718f3e395a2947,1.832882,7.089844,3442,545.0,91.0
OF,reference,CG,none,50,1,cdca7d973b205385ed718f3e395a2947,1.832882,6.663855,3442,545.0,91.0
OF,reference,CG,none,50,1,cdca7d973b205385ed718f3e395a2947,1.832882,6.663399,3442,545.0,91.0
OF,reference,BiCGStab,none,50,1,2b9ed4e513ff83cf7dd9a7ecd4924e3e,2.57364,10.223625,2819,874.0,92.0
OF,reference,BiCGStab,none,50,1,2b9ed4e513ff83cf7dd9a7ecd4924e3e,2.57364,10.414782,2819,874.0,92.0
OF,reference,BiCGStab,none,50,1,2b9ed4e513ff83cf7dd9a7ecd4924e3e,2.57364,10.258439,2819,874.0,92.0
OF,reference,BiCGStab,none,50,1,2b9ed4e513ff83cf7dd9a7ecd4924e3e,2.57364,10.322695,2819,874.0,92.0
OF,reference,BiCGStab,none,50,1,2b9ed4e513ff83cf7dd9a7ecd4924e3e,2.57364,10.218462,2819,874.0,92.0
OF,reference,BiCGStab,none,50,1,2b9ed4e513ff83cf7dd9a7ecd4924e3e,2.57364,10.506361,2819,874.0,92.0
OF,reference,CG,none,75,1,421282818089ea4367a61f3f2a802877,8.387089,34.287958,5245,2987.0,327.0
