executor_p,solver_p,preconditioner_p,resolution,omp_threads,mpi_ranks,node,innerReductionFactor,processes,maxBlockSize,log_id,setup_time,run_time,number_iterations_p,number_iterations_U,init_linear_solve_p,linear_solve_p,init_linear_solve_U,linear_solve_U
OMP,IR,NoPrecond,5,40,0,uc2n453.localdomain,0.1,1,0,f3f5627e6a74fc034a666e4f20ee5baf,0.17968,0.347733,64.0,135.0,189.0,1484.0,156475.0,252897.0
OMP,IR,NoPrecond,5,40,0,uc2n453.localdomain,0.01,1,0,fa08db20824d4d7af3bf9c371d6be394,0.23723,0.38784,36.0,135.0,179.0,1471.0,221853.0,295690.0
OMP,IR,NoPrecond,5,40,0,uc2n453.localdomain,0.05,1,0,2ef65382b429fb644554401ff102e06c,0.216714,0.247464,51.0,135.0,172.0,1467.0,78837.0,161427.0
OMP,IR,NoPrecond,5,40,0,uc2n453.localdomain,0.001,1,0,a86ecb50973a4c91d871707b50401a4c,0.165989,0.273324,26.0,135.0,200.0,1508.0,100579.0,176522.0
OMP,CG,ILU,15,40,0,uc2n453.localdomain,0,1,0,44283f79e1101ae0891d55c1ce0d30aa,0.274302,0.476054,592.0,135.0,2360.0,29579.0,143171.0,301197.0
OMP,BiCGStab,ILU,15,40,0,uc2n453.localdomain,0,1,0,7c191d57ba833f3f85e5b74d560d06e5,0.24969,0.544064,431.0,135.0,2290.0,29501.0,153351.0,369036.0
OMP,CG,NoPrecond,15,40,0,uc2n453.localdomain,0,1,0,7b5cf1db83e6725c58e55b9bcb0ced15,0.252981,0.601667,1882.0,135.0,2299.0,29546.0,155048.0,412738.0
OMP,CG,BJ,15,40,0,uc2n453.localdomain,0,1,16,254f35d376856810ccb5e1776448f960,0.32309,0.539875,1590.0,135.0,2289.0,29351.0,130107.0,357396.0
OMP,CG,BJ,15,40,0,uc2n453.localdomain,0,1,8,678494924c658b06e24373339e421c98,0.256673,0.491925,1599.0,135.0,2286.0,29367.0,105479.0,313657.0
OMP,CG,BJ,15,40,0,uc2n453.localdomain,0,1,2,8c58ecc6e2e176404be031da7b79e87d,0.244188,0.593077,1606.0,135.0,2353.0,29484.0,212793.0,413706.0
OMP,CG,BJ,15,40,0,uc2n453.localdomain,0,1,4,0e6dc34d2ea481ea5992195e0252ab7f,0.211194,0.577205,1593.0,135.0,2295.0,29346.0,192235.0,396577.0
OMP,CG,BJ,15,40,0,uc2n453.localdomain,0,1,1,5d77b09b458caaf0567798767decaa9c,0.205387,0.515954,1732.0,135.0,2324.0,29416.0,118614.0,333966.0
OMP,BiCGStab,NoPrecond,15,40,0,uc2n453.localdomain,0,1,0,40c3d8d96c81b95d95f74bb9753270b2,0.353079,0.677098,1361.0,135.0,2281.0,29412.0,161380.0,501317.0
OMP,BiCGStab,BJ,15,40,0,uc2n453.localdomain,0,1,0,67f64af0ba7b43e9e84a2be83d797f03,0.367352,0.669304,1068.0,135.0,2353.0,29331.0,194189.0,496318.0
OMP,IR,NoPrecond,15,40,0,uc2n453.localdomain,0.1,1,0,f8cb40356dfba052bb051de5a9d1f54d,0.234025,0.893925,82.0,135.0,2281.0,29440.0,387555.0,703378.0
OMP,IR,NoPrecond,15,40,0,uc2n453.localdomain,0.01,1,0,9ef890cc55146a20949fd1814b03b36f,0.254366,0.628142,43.0,135.0,2286.0,29382.0,153539.0,435815.0
OMP,IR,NoPrecond,15,40,0,uc2n453.localdomain,0.05,1,0,7f5c166919938e490177cdfd07eb4617,0.283653,0.611109,64.0,135.0,2236.0,29407.0,128162.0,418797.0
OMP,IR,NoPrecond,15,40,0,uc2n453.localdomain,0.05,1,0,2287440292377c5b6636311e3f4a9fb2,0.266399,0.634649,64.0,135.0,2362.0,29406.0,152241.0,444838.0
OMP,IR,NoPrecond,15,40,0,uc2n453.localdomain,0.001,1,0,e11d9981ada4e97d33bd1ddafe8714e3,0.34767,0.678403,35.0,135.0,2278.0,29366.0,174921.0,490268.0
OMP,CG,ILU,90,40,0,uc2n453.localdomain,0,1,0,a9b539f57b7bad2c887a2eb944dd730a,27.068451,159.34185,4245.0,135.0,758269.0,6184722.0,21615060.0,130132028.0
OMP,BiCGStab,ILU,90,40,0,uc2n453.localdomain,0,1,0,cc98b029238d6f2bb1e7160c118426f0,33.986837,197.463727,2991.0,135.0,753955.0,6218340.0,27267254.0,173305223.0
OMP,CG,NoPrecond,90,40,0,uc2n453.localdomain,0,1,0,ed0d8f8a73a1652371f28c5707695c2f,25.58926,139.027527,13372.0,135.0,737918.0,6188761.0,20248679.0,112743883.0
OMP,CG,BJ,90,40,0,uc2n453.localdomain,0,1,16,fc0afa3cbccff9e07631c369bfe3d556,25.838944,150.084319,11043.0,135.0,749917.0,6176640.0,21495043.0,123078013.0
OMP,CG,BJ,90,40,0,uc2n453.localdomain,0,1,8,64842662560a29755051e5657398d36f,24.093863,135.08346,11092.0,135.0,735550.0,6143571.0,19327839.0,109790364.0
OMP,CG,BJ,90,40,0,uc2n453.localdomain,0,1,2,519d866b92d78aea52187043743cbc81,23.921342,132.158024,12051.0,135.0,741443.0,6161098.0,18965476.0,106599752.0
OMP,CG,BJ,90,40,0,uc2n453.localdomain,0,1,4,f3f352a6de6df0d9b4ab74e1d99dea97,24.611971,126.938581,11264.0,135.0,730543.0,6122887.0,18569003.0,102099369.0
