executor_p,solver_p,preconditioner_p,resolution,omp_threads,mpi_ranks,node,processes,log_id,setup_time,run_time,number_iterations_p,number_iterations_U,init_linear_solve_p,linear_solve_p,init_linear_solve_U,linear_solve_U
#{'node_data': {'host': 'uc2n451.localdomain\n', 'top': ['top - 17:29:43 up 48 days,  3:38,  0 users,  load average: 13.39, 12.73, 12.96', 'Tasks: 1012 total,   2 running, 1010 sleeping,   0 stopped,   0 zombie', '%Cpu(s):  1.3 us,  0.1 sy,  0.0 ni, 98.5 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st', 'MiB Mem :  96318.7 total,  77106.4 free,  15943.9 used,   3268.3 buff/cache', 'MiB Swap:      0.0 total,      0.0 free,      0.0 used.  79491.9 avail Mem ', '', '    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND', ' 831110 rx9600    20   0   14.9g  10.8g  10784 R 100.0  11.5  56496:25 python3', '1252538 nq7776    20   0   56636   5284   3556 R   6.2   0.0   0:00.02 top', '      1 root      20   0  253340   7744   4344 S   0.0   0.0   2:29.68 systemd', '      2 root      20   0       0      0      0 S   0.0   0.0   0:36.00 kthreadd', '      3 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_gp', '      4 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_par+', '      6 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+', '     10 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 mm_perc+'], 'uptime': ' 17:29:43 up 48 days,  3:38,  0 users,  load average: 13.39, 12.73, 12.96\n', 'libOGL.so': '50b691a38f547d5c18d95f8ff7dbe61f  /home/kit/scc/nq7776/OpenFOAM/nq7776-8/platforms/linux64GccDPInt32Opt/lib/libOGL.so\n'}, 'OBR_REPORT_VERSION': '0.3.0', 'OBR_VERSION': '0.2.1'}
OMP,CG,ILU,5,2,0,uc2n451.localdomain,1,5c9e0bdbd8c1627205efc8c41d400127,0.106001,0.158323,156.0,135.0,315.0,1670.0,9275.0,27142.0
OMP,BiCGStab,ILU,5,2,0,uc2n451.localdomain,1,95d0475d3451dda206049908f2e151a9,0.109199,0.108914,88.0,135.0,190.0,991.0,6248.0,19701.0
