executor_p,solver_p,preconditioner_p,resolution,omp_threads,mpi_ranks,node,processes,maxBlockSize,innerReductionFactor,log_id,setup_time,run_time,number_iterations_p,number_iterations_U,init_linear_solve_p,linear_solve_p,init_linear_solve_U,linear_solve_U
#{'node_data': {'host': 'nla-gpu2.ianm.kit.edu\n', 'top': ['top - 05:37:39 up 71 days, 10:47,  1 user,  load average: 0.00, 0.00, 0.00', 'Tasks: 945 total,   1 running, 944 sleeping,   0 stopped,   0 zombie', '%Cpu(s):  0.1 us,  0.2 sy,  0.0 ni, 99.7 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st', 'MiB Mem : 515589.7 total, 137019.7 free,   3127.6 used, 375442.4 buff/cache', 'MiB Swap:   4096.0 total,   4075.0 free,     21.0 used. 509379.5 avail Mem ', '', '    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND', '   2726 root      rt   0  703476 223728  93052 S   5.9   0.0 522:41.11 corosync', '2221845 greole    20   0   66240   5912   4264 R   5.9   0.0   0:00.02 top', '      1 root      20   0  251644  13772   7072 S   0.0   0.0   0:28.10 systemd', '      2 root      20   0       0      0      0 S   0.0   0.0   0:02.59 kthreadd', '      3 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_gp', '      4 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_par_gp', '      9 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 mm_percpu_wq', '     10 root      20   0       0      0      0 S   0.0   0.0   0:01.04 ksoftirqd/0'], 'uptime': ' 05:37:39 up 71 days, 10:47,  1 user,  load average: 0.00, 0.00, 0.00\n', 'libOGL.so': '2f3a0d09a31fbe08a30f8bf83295cb7e  /home/greole/OpenFOAM/greole-8/platforms/linux64GccDPInt32Opt/lib/libOGL.so\n'}, 'OBR_REPORT_VERSION': '0.3.0', 'OBR_VERSION': '0.2.1'}
HIP,CG,BJ,40,None,0,nla-gpu2.ianm.kit.edu,1,1,None,2bfe027beb9ba643983e0a2cc658a512,1.673988,1.863128,632.0,15.0,48158.0,48158.0,1133092.0,1133092.0
HIP,CG,BJ,40,None,0,nla-gpu2.ianm.kit.edu,1,4,None,7033d0adb47764a7273480cf2183a080,1.767021,1.896864,549.0,15.0,51585.0,51585.0,1177947.0,1177947.0
HIP,CG,BJ,40,None,0,nla-gpu2.ianm.kit.edu,1,8,None,ef1a2890299c11806444961c7894a460,1.735309,1.957594,532.0,15.0,52643.0,52643.0,1236374.0,1236374.0
HIP,IR,NoPrecond,40,None,0,nla-gpu2.ianm.kit.edu,1,None,0.05,a4580735188e8abf9121a14abc8c938f,1.714842,1.892217,10.0,15.0,50585.0,50585.0,1147603.0,1147603.0
HIP,IR,NoPrecond,40,None,0,nla-gpu2.ianm.kit.edu,1,None,0.01,2439658b594bb33535f659be4253340e,1.69295,1.947015,7.0,15.0,48374.0,48374.0,1207202.0,1207202.0
HIP,IR,NoPrecond,40,None,0,nla-gpu2.ianm.kit.edu,1,None,0.1,03786f8ea5cb2078a41a25842eba65f7,1.727902,1.898214,13.0,15.0,50365.0,50365.0,1146306.0,1146306.0
HIP,IR,NoPrecond,40,None,0,nla-gpu2.ianm.kit.edu,1,None,0.001,5d2ffbce12dcd0a347d965ffd78b80e4,1.696117,1.910337,5.0,15.0,51279.0,51279.0,1175552.0,1175552.0
HIP,BiCGStab,BJ,40,None,0,nla-gpu2.ianm.kit.edu,1,None,None,d5533bde6d3d1c9bcf9c7259d2be2a04,1.833061,2.019929,418.0,15.0,50741.0,50741.0,1255600.0,1255600.0
HIP,BiCGStab,NoPrecond,40,None,0,nla-gpu2.ianm.kit.edu,1,None,None,cd171259df7de9ad74688fecf6f0470b,1.734842,2.014175,517.0,15.0,49199.0,49199.0,1213098.0,1213098.0
HIP,CG,ILU,40,None,0,nla-gpu2.ianm.kit.edu,1,None,None,77670e3b4a76132384090d82328b47a1,1.743108,1.961133,208.0,15.0,50344.0,50344.0,1201410.0,1201410.0
HIP,CG,NoPrecond,40,None,0,nla-gpu2.ianm.kit.edu,1,None,None,2912f44cdff62d8ed326713891cb4daa,1.68298,1.873382,652.0,15.0,48472.0,48472.0,1142287.0,1142287.0
HIP,BiCGStab,ILU,40,None,0,nla-gpu2.ianm.kit.edu,1,None,None,1d1895d654b90849c43b5acd84246518,1.824092,2.096538,152.0,15.0,50437.0,50437.0,1266421.0,1266421.0
HIP,CG,BJ,35,None,0,nla-gpu2.ianm.kit.edu,1,2,None,595e09cfd9340e5a028e741902051963,1.427091,1.576222,509.0,15.0,33376.0,33376.0,1016618.0,1016618.0
HIP,CG,BJ,35,None,0,nla-gpu2.ianm.kit.edu,1,16,None,e88924d0084d089d861d092bdb60b2ca,1.423742,1.518459,491.0,15.0,31210.0,31210.0,974367.0,974367.0
HIP,CG,BJ,35,None,0,nla-gpu2.ianm.kit.edu,1,1,None,72b41cfe236d6901754e534aa0b33e5d,1.386825,1.503683,551.0,15.0,32518.0,32518.0,947843.0,947843.0
HIP,CG,BJ,35,None,0,nla-gpu2.ianm.kit.edu,1,4,None,53900bc261a7019a7edb75b76ef3ab4f,1.431221,1.550124,494.0,15.0,31457.0,31457.0,999991.0,999991.0
HIP,CG,BJ,35,None,0,nla-gpu2.ianm.kit.edu,1,8,None,5a5d9f906ed9a851c1b00cfe310129a2,1.430377,1.554682,492.0,15.0,31882.0,31882.0,1006340.0,1006340.0
HIP,IR,NoPrecond,35,None,0,nla-gpu2.ianm.kit.edu,1,None,0.05,c7cefe567d1b44b09308563d7bd07b7a,1.357996,1.528832,10.0,15.0,31326.0,31326.0,949579.0,949579.0
HIP,IR,NoPrecond,35,None,0,nla-gpu2.ianm.kit.edu,1,None,0.01,9c875e76d10463b9076bc86fd36de0fb,1.346666,1.455087,7.0,15.0,31889.0,31889.0,902511.0,902511.0
HIP,IR,NoPrecond,35,None,0,nla-gpu2.ianm.kit.edu,1,None,0.1,98512aa86eff28e6d366881581044cb7,1.356042,1.516696,13.0,15.0,31720.0,31720.0,945781.0,945781.0
HIP,IR,NoPrecond,35,None,0,nla-gpu2.ianm.kit.edu,1,None,0.001,4d8b55811bf00e886fc0ab95efd7e711,1.371151,1.49873,5.0,15.0,32219.0,32219.0,940518.0,940518.0
HIP,BiCGStab,BJ,35,None,0,nla-gpu2.ianm.kit.edu,1,None,None,becdfdace953260d1b67403857c7728f,1.464924,1.635911,360.0,15.0,33126.0,33126.0,1044010.0,1044010.0
HIP,BiCGStab,NoPrecond,35,None,0,nla-gpu2.ianm.kit.edu,1,None,None,17fcf6c526d70fe1b6b236f0c896011b,1.414556,1.628088,469.0,15.0,33732.0,33732.0,1002940.0,1002940.0
HIP,CG,ILU,35,None,0,nla-gpu2.ianm.kit.edu,1,None,None,1f333506469f9a217dc9e030fe5d5980,1.422169,1.586736,180.0,15.0,31191.0,31191.0,1007703.0,1007703.0
HIP,CG,NoPrecond,35,None,0,nla-gpu2.ianm.kit.edu,1,None,None,375396ff57d67716b2b9c9d42c60f9e3,1.343962,1.489117,572.0,15.0,31571.0,31571.0,927231.0,927231.0
HIP,BiCGStab,ILU,35,None,0,nla-gpu2.ianm.kit.edu,1,None,None,664b64f0e13a0935b8fecb99f7d1b165,1.460154,1.679237,133.0,15.0,32720.0,32720.0,1028469.0,1028469.0
HIP,CG,BJ,60,None,0,nla-gpu2.ianm.kit.edu,1,2,None,70ce864559ac9cc92726c87d94e88dd7,4.529011,4.963001,879.0,15.0,182277.0,182277.0,2931975.0,2931975.0
HIP,CG,BJ,60,None,0,nla-gpu2.ianm.kit.edu,1,16,None,6e865e625655569e87314c8018ec07af,4.549756,4.976909,816.0,15.0,181041.0,181041.0,2919396.0,2919396.0
HIP,CG,BJ,60,None,0,nla-gpu2.ianm.kit.edu,1,1,None,bedecdae29ee494dca52f8a84aae2ac6,4.218047,4.856006,962.0,15.0,178255.0,178255.0,2787666.0,2787666.0
HIP,CG,BJ,60,None,0,nla-gpu2.ianm.kit.edu,1,4,None,458e15f86a1900f61612723743ca3672,4.504035,4.878258,833.0,15.0,181770.0,181770.0,2793153.0,2793153.0
HIP,CG,BJ,60,None,0,nla-gpu2.ianm.kit.edu,1,8,None,6454f0e84ab939c7bd6596550d47a094,4.46923,4.979653,821.0,15.0,180232.0,180232.0,2915959.0,2915959.0
HIP,IR,NoPrecond,60,None,0,nla-gpu2.ianm.kit.edu,1,None,0.05,1d88c27ab9d080fd99893408c34a9e1e,4.419859,4.718018,11.0,15.0,182666.0,182666.0,2626746.0,2626746.0
HIP,IR,NoPrecond,60,None,0,nla-gpu2.ianm.kit.edu,1,None,0.01,ba62fc681f39238e9b8e79b3a8192d7b,4.465119,4.973643,8.0,15.0,181092.0,181092.0,2856220.0,2856220.0
HIP,IR,NoPrecond,60,None,0,nla-gpu2.ianm.kit.edu,1,None,0.1,2cc715b07915b468fd710970496bd8b7,4.313689,4.969043,14.0,15.0,182122.0,182122.0,2844207.0,2844207.0
HIP,IR,NoPrecond,60,None,0,nla-gpu2.ianm.kit.edu,1,None,0.001,e313f022adfa920afd6decaf0681b30b,4.407483,4.830828,6.0,15.0,181488.0,181488.0,2780978.0,2780978.0
HIP,BiCGStab,BJ,60,None,0,nla-gpu2.ianm.kit.edu,1,None,None,aeb637bec35063241360c491a5edabbf,4.609373,5.194643,561.0,15.0,184543.0,184543.0,3076458.0,3076458.0
HIP,BiCGStab,NoPrecond,60,None,0,nla-gpu2.ianm.kit.edu,1,None,None,9e3acaf9367a96cc98cc6447f279414a,4.444718,5.096384,785.0,15.0,181622.0,181622.0,2886642.0,2886642.0
HIP,CG,ILU,60,None,0,nla-gpu2.ianm.kit.edu,1,None,None,8d09c78736fce03a17dd40f80e60ed89,4.407465,5.097397,314.0,15.0,180565.0,180565.0,2913281.0,2913281.0
HIP,CG,NoPrecond,60,None,0,nla-gpu2.ianm.kit.edu,1,None,None,0a9b589be0a11397abf9a4b7a77a46e4,4.35151,4.834918,987.0,15.0,183010.0,183010.0,2781604.0,2781604.0
HIP,BiCGStab,ILU,60,None,0,nla-gpu2.ianm.kit.edu,1,None,None,15d5f2a3b4fb87881f17402b96a78b86,4.686837,5.41304,224.0,15.0,182300.0,182300.0,2954215.0,2954215.0
HIP,CG,BJ,70,None,0,nla-gpu2.ianm.kit.edu,1,2,None,92e7b75bca595d4d039627aada3180a0,7.184491,7.71446,1027.0,15.0,293381.0,293381.0,4360577.0,4360577.0
HIP,CG,BJ,70,None,0,nla-gpu2.ianm.kit.edu,1,16,None,7b2076d92953f394b7f6e68e8abb0254,6.915331,7.758093,968.0,15.0,294802.0,294802.0,4364859.0,4364859.0
HIP,CG,BJ,70,None,0,nla-gpu2.ianm.kit.edu,1,1,None,e329d7851a153bf67b609304ca79dcb8,6.614471,7.745592,1126.0,15.0,297067.0,297067.0,4382937.0,4382937.0
HIP,CG,BJ,70,None,0,nla-gpu2.ianm.kit.edu,1,4,None,e467e6de377789502c7140316b089ab9,7.020306,7.747658,979.0,15.0,289537.0,289537.0,4383085.0,4383085.0
HIP,CG,BJ,70,None,0,nla-gpu2.ianm.kit.edu,1,8,None,f92d2030ab4c2c0865e3a4171b500e62,7.012977,8.00136,968.0,15.0,294021.0,294021.0,4739344.0,4739344.0
HIP,IR,NoPrecond,70,None,0,nla-gpu2.ianm.kit.edu,1,None,0.05,86a40b37ba7ea52d9aa922783b88f4f7,6.777415,7.577337,10.0,15.0,290480.0,290480.0,4252706.0,4252706.0
HIP,IR,NoPrecond,70,None,0,nla-gpu2.ianm.kit.edu,1,None,0.01,8d1a1fa5f327d859a8445f2f8bd24970,6.894536,7.369429,8.0,15.0,293645.0,293645.0,4103583.0,4103583.0
HIP,IR,NoPrecond,70,None,0,nla-gpu2.ianm.kit.edu,1,None,0.1,33539fdba374e91166fa1833cf9be1a3,6.852323,7.556494,14.0,15.0,287972.0,287972.0,4251867.0,4251867.0
HIP,IR,NoPrecond,70,None,0,nla-gpu2.ianm.kit.edu,1,None,0.001,5f9cdd3512938e368bdac2912c6c84cf,6.846673,7.433163,6.0,15.0,286122.0,286122.0,4191767.0,4191767.0
HIP,BiCGStab,BJ,70,None,0,nla-gpu2.ianm.kit.edu,1,None,None,01230ae6adec11d475576c7c8f99b14a,7.265445,8.125395,663.0,15.0,289557.0,289557.0,4686590.0,4686590.0
HIP,BiCGStab,NoPrecond,70,None,0,nla-gpu2.ianm.kit.edu,1,None,None,d7f575f9774c862e30af00683ddbf429,7.076808,7.813836,889.0,15.0,286799.0,286799.0,4404979.0,4404979.0
HIP,CG,ILU,70,None,0,nla-gpu2.ianm.kit.edu,1,None,None,5d1647f2cc71c9871ef4181a775ca34a,7.062061,8.123011,365.0,15.0,291228.0,291228.0,4564317.0,4564317.0
HIP,CG,NoPrecond,70,None,0,nla-gpu2.ianm.kit.edu,1,None,None,84a0ae532dcd43b17fc8d2aa15db73f5,6.776575,7.518495,1151.0,15.0,287471.0,287471.0,4252572.0,4252572.0
HIP,BiCGStab,ILU,70,None,0,nla-gpu2.ianm.kit.edu,1,None,None,d5e0c339ad6d47f6c42cebe938a43d54,7.575663,8.690025,272.0,15.0,289672.0,289672.0,4691646.0,4691646.0
HIP,CG,BJ,25,None,0,nla-gpu2.ianm.kit.edu,1,2,None,f7a57b1016a621c15588cf3474c1a194,0.920892,1.023409,387.0,15.0,11364.0,11364.0,707291.0,707291.0
HIP,CG,BJ,25,None,0,nla-gpu2.ianm.kit.edu,1,16,None,f92ca41175a03c1768d9bcfd1a04fe64,0.926139,0.979407,372.0,15.0,11829.0,11829.0,679822.0,679822.0
HIP,CG,BJ,25,None,0,nla-gpu2.ianm.kit.edu,1,1,None,96faec283c61e5509c73b9c47cbd8983,0.882868,0.957725,396.0,15.0,11996.0,11996.0,657400.0,657400.0
HIP,CG,BJ,25,None,0,nla-gpu2.ianm.kit.edu,1,4,None,a7409eb78572cd2e533ed3d777bae1e5,0.926955,1.007599,376.0,15.0,11471.0,11471.0,694898.0,694898.0
HIP,CG,BJ,25,None,0,nla-gpu2.ianm.kit.edu,1,8,None,b7dc18ab0f710fbe12463aef05468c3d,0.928993,1.001574,375.0,15.0,11504.0,11504.0,688906.0,688906.0
HIP,IR,NoPrecond,25,None,0,nla-gpu2.ianm.kit.edu,1,None,0.05,1b93d63a06b1c15a732dc7de27291f70,0.862068,0.956733,10.0,15.0,11515.0,11515.0,637119.0,637119.0
HIP,IR,NoPrecond,25,None,0,nla-gpu2.ianm.kit.edu,1,None,0.01,badb52ae906ce3c04d6d559103a20663,0.861695,0.948726,7.0,15.0,11263.0,11263.0,635171.0,635171.0
HIP,IR,NoPrecond,25,None,0,nla-gpu2.ianm.kit.edu,1,None,0.1,f4ea8e21ddf97bba58555d0d27521bd9,0.868814,0.968654,13.0,15.0,11912.0,11912.0,643884.0,643884.0
HIP,IR,NoPrecond,25,None,0,nla-gpu2.ianm.kit.edu,1,None,0.001,c32abee3612f8909569ab2ada9ecfe38,0.877124,0.944223,5.0,15.0,11295.0,11295.0,634939.0,634939.0
HIP,BiCGStab,BJ,25,None,0,nla-gpu2.ianm.kit.edu,1,None,None,256d178408adcc45ced22244f140d4e8,0.952238,1.052613,265.0,15.0,11292.0,11292.0,720111.0,720111.0
HIP,BiCGStab,NoPrecond,25,None,0,nla-gpu2.ianm.kit.edu,1,None,None,f25e92af4bd97c713d89355252bc216b,0.914036,1.038448,356.0,15.0,11338.0,11338.0,679791.0,679791.0
HIP,CG,ILU,25,None,0,nla-gpu2.ianm.kit.edu,1,None,None,c9c53f13c53fadd86eecd215ec07aafe,0.892309,0.974716,130.0,15.0,11261.0,11261.0,659759.0,659759.0
HIP,CG,NoPrecond,25,None,0,nla-gpu2.ianm.kit.edu,1,None,None,b3560835413973f398a5cea641b7c813,0.865976,0.951543,415.0,15.0,11888.0,11888.0,635873.0,635873.0
HIP,BiCGStab,ILU,25,None,0,nla-gpu2.ianm.kit.edu,1,None,None,f4b65c6b19363890a5d7d1c381fa9de7,0.923925,1.032637,95.0,15.0,11311.0,11311.0,686286.0,686286.0
