executor_p,solver_p,preconditioner_p,resolution,omp_threads,mpi_ranks,node,innerReductionFactor,maxBlockSize,processes,log_id,setup_time,run_time,number_iterations_p,number_iterations_U,init_linear_solve_p,linear_solve_p,init_linear_solve_U,linear_solve_U
#{'node_data': {'host': 'uc2n396.localdomain\n', 'top': ['top - 17:28:27 up 47 days, 25 min,  0 users,  load average: 7.22, 7.25, 8.93', 'Tasks: 1188 total,   9 running, 1179 sleeping,   0 stopped,   0 zombie', '%Cpu(s):  8.9 us,  0.1 sy,  0.0 ni, 90.6 id,  0.0 wa,  0.3 hi,  0.1 si,  0.0 st', 'MiB Mem :  96318.7 total,  37615.4 free,  42964.9 used,  15738.3 buff/cache', 'MiB Swap:      0.0 total,      0.0 free,      0.0 used.  52159.7 avail Mem ', '', '    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND', '3428550 df4021    20   0 1369568 845540  17980 R 100.0   0.9 210:47.44 pldndc', '3428564 df4021    20   0 1381992 863136  18128 R 100.0   0.9 298:07.17 pldndc', '3428565 df4021    20   0 1380812 842476  18220 R 100.0   0.9 185:32.81 pldndc', '3428570 df4021    20   0 1365752 840360  18312 R 100.0   0.9 203:40.03 pldndc', '3428561 df4021    20   0 1398644 846648  18056 R  94.1   0.9 205:30.23 pldndc', '3428573 df4021    20   0 1387840 839236  18152 R  94.1   0.9 178:09.54 pldndc', '3428579 df4021    20   0 1382032 845948  18292 R  94.1   0.9 209:10.96 pldndc', '  83869 nq7776    20   0   56908   5508   3524 R   5.9   0.0   0:00.02 top'], 'uptime': ' 17:28:27 up 47 days, 25 min,  0 users,  load average: 7.22, 7.25, 8.93\n', 'libOGL.so': '50b691a38f547d5c18d95f8ff7dbe61f  /home/kit/scc/nq7776/OpenFOAM/nq7776-8/platforms/linux64GccDPInt32Opt/lib/libOGL.so\n'}, 'OBR_REPORT_VERSION': '0.3.0', 'OBR_VERSION': '0.2.1'}
OMP,CG,ILU,5,1,0,uc2n396.localdomain,None,None,1,d31e4225439f03565ab86d1b47c8cc83,0.090259,0.104994,156.0,135.0,189.0,1005.0,5604.0,16855.0
OMP,BiCGStab,ILU,5,1,0,uc2n396.localdomain,None,None,1,8126a85350eba7b36915ab5d8e438c83,0.087968,0.107936,87.0,135.0,190.0,1040.0,6007.0,18851.0
OMP,CG,NoPrecond,5,1,0,uc2n396.localdomain,None,None,1,da93bd6c84a3726cb414365c74a8ee12,0.088152,0.111812,441.0,135.0,191.0,991.0,5968.0,23519.0
OMP,CG,BJ,5,1,0,uc2n396.localdomain,None,16,1,272fe5ad0480c97755a51ba0755a35b1,0.088155,0.10849,315.0,135.0,223.0,1031.0,5609.0,20188.0
OMP,CG,BJ,5,1,0,uc2n396.localdomain,None,8,1,9c49641ead28eb662124d06ce9effb62,0.089332,0.10855,361.0,135.0,189.0,976.0,5841.0,21058.0
OMP,CG,BJ,5,1,0,uc2n396.localdomain,None,2,1,2c939c6ca06511da1309238180b20619,0.089239,0.109184,386.0,135.0,190.0,993.0,6188.0,21818.0
OMP,CG,BJ,5,1,0,uc2n396.localdomain,None,4,1,745088edd778017361c0911855fad42b,0.08932,0.108675,384.0,135.0,192.0,979.0,5803.0,21235.0
OMP,CG,BJ,5,1,0,uc2n396.localdomain,None,1,1,6abce67a9ad1c0a1ef0367456bbf5f57,0.089513,0.110057,404.0,135.0,193.0,1014.0,6037.0,21776.0
OMP,BiCGStab,NoPrecond,5,1,0,uc2n396.localdomain,None,None,1,a9deb46b6d5c3e4b5e5de863a9d12c70,0.091195,0.115978,294.0,135.0,189.0,981.0,7748.0,29154.0
