executor_p,solver_p,preconditioner_p,resolution,omp_threads,mpi_ranks,node,innerReductionFactor,maxBlockSize,processes,log_id,setup_time,run_time,number_iterations_p,number_iterations_U,init_linear_solve_p,linear_solve_p,init_linear_solve_U,linear_solve_U
OMP,BiCGStab,BJ,5,1,0,uc2n396.localdomain,None,None,1,1b4fa2a28d851d10afbe7b4d84d62780,0.090536,0.110534,192.0,135.0,187.0,989.0,6933.0,23876.0
OMP,IR,NoPrecond,5,1,0,uc2n396.localdomain,0.1,None,1,3f2d22ac0bb9c77300ff784112af660f,0.092179,0.119004,64.0,135.0,199.0,985.0,8106.0,31941.0
OMP,IR,NoPrecond,5,1,0,uc2n396.localdomain,0.01,None,1,1a5e957444169aeecd9abc83066687bd,0.090755,0.113888,36.0,135.0,186.0,983.0,6817.0,26318.0
OMP,IR,NoPrecond,5,1,0,uc2n396.localdomain,0.05,None,1,c7b7afb6b9e648260cfac865444f2e99,0.090791,0.11993,51.0,135.0,202.0,1003.0,7865.0,29624.0
OMP,IR,NoPrecond,5,1,0,uc2n396.localdomain,0.001,None,1,2b2b8c49f0a4d0b795e92c79e2e36234,0.089087,0.11883,26.0,135.0,187.0,993.0,6492.0,27599.0
OMP,CG,ILU,15,1,0,uc2n396.localdomain,None,None,1,0c7f1f1f9fe643d3e3064358256b8333,0.145923,0.296727,592.0,135.0,2358.0,17696.0,44722.0,151293.0
OMP,BiCGStab,ILU,15,1,0,uc2n396.localdomain,None,None,1,74cf8589616dafb845b04b273559c3db,0.152322,0.348617,431.0,135.0,2369.0,17755.0,50329.0,202991.0
OMP,CG,NoPrecond,15,1,0,uc2n396.localdomain,None,None,1,4e188d36453aed523619ad173400a920,0.158084,0.41357,1882.0,135.0,2379.0,17742.0,56819.0,258474.0
OMP,CG,BJ,15,1,0,uc2n396.localdomain,None,16,1,e9bad6b54af646f845c68c9f8bf62a4e,0.189555,0.642896,1590.0,135.0,2384.0,17992.0,87341.0,467155.0
OMP,CG,BJ,15,1,0,uc2n396.localdomain,None,8,1,d4cbb326f2e18223618f2e6a79c2485f,0.171668,0.519802,1599.0,135.0,2425.0,17791.0,70202.0,354721.0
OMP,CG,BJ,15,1,0,uc2n396.localdomain,None,2,1,5b2cacf9e51bfb97eb0bc3030bcd1f6e,0.163589,0.434593,1606.0,135.0,2371.0,17830.0,61208.0,276240.0
OMP,CG,BJ,15,1,0,uc2n396.localdomain,None,4,1,0eecb96d636a8241ec785cb0aa6729ac,0.166831,0.455502,1593.0,135.0,2368.0,17699.0,65146.0,296492.0
OMP,CG,BJ,15,1,0,uc2n396.localdomain,None,1,1,41f07b5dd60ea30267e5604557b82235,0.158309,0.391656,1732.0,135.0,2623.0,17944.0,54881.0,237180.0
OMP,BiCGStab,NoPrecond,15,1,0,uc2n396.localdomain,None,None,1,cc3d8b3a79d4721b974e70dd703500c6,0.180619,0.50054,1331.0,135.0,2510.0,17948.0,77923.0,351041.0
OMP,BiCGStab,BJ,15,1,0,uc2n396.localdomain,None,None,1,8cc464c39bbafc8a896fbcfd0a4a6318,0.229594,0.744102,1043.0,135.0,2759.0,18277.0,110399.0,583676.0
OMP,IR,NoPrecond,15,1,0,uc2n396.localdomain,0.1,None,1,0f19549ec1df7756a87a4cec1a82807c,0.176879,0.490305,82.0,135.0,2506.0,17911.0,73825.0,330022.0
OMP,IR,NoPrecond,15,1,0,uc2n396.localdomain,0.01,None,1,f61bb74b3eb6f7cfe63a7a21d7f39ee0,0.162358,0.452756,43.0,135.0,2367.0,17815.0,61496.0,292793.0
OMP,IR,NoPrecond,15,1,0,uc2n396.localdomain,0.05,None,1,7dd94268e49ce0476690551b60a026da,0.168201,0.468961,64.0,135.0,2360.0,17761.0,66765.0,307891.0
OMP,IR,NoPrecond,15,1,0,uc2n396.localdomain,0.001,None,1,f4c3d223093fc9bb38d7c0294bd3a1d8,0.167094,0.468044,35.0,135.0,2382.0,17877.0,64240.0,312157.0
OMP,CG,ILU,90,1,0,uc2n396.localdomain,None,None,1,dfc960811b7bd5e60b2f21106887a8c9,29.835745,194.482419,4244.0,135.0,759642.0,6295640.0,25213185.0,162971984.0
OMP,BiCGStab,ILU,90,1,0,uc2n396.localdomain,None,None,1,f87e101b68aafa1dbbaceaea9287635a,38.766125,265.558434,3181.0,135.0,750866.0,6266976.0,34204053.0,239789247.0
OMP,CG,NoPrecond,90,1,0,uc2n396.localdomain,None,None,1,514016e1f7fbbc5c517d1361a9c86131,45.027809,343.609778,13372.0,135.0,740075.0,6223177.0,40468624.0,298129242.0
OMP,CG,BJ,90,1,0,uc2n396.localdomain,None,16,1,9b5e516571f0ff15c769a1fa831c9ea3,78.242638,671.297635,11043.0,135.0,743902.0,6208192.0,73292158.0,594227760.0
OMP,CG,BJ,90,1,0,uc2n396.localdomain,None,8,1,9397baa2215c8fbae5a82c62fb7cefc4,61.586153,505.927314,11092.0,135.0,751720.0,6219926.0,56971745.0,444662257.0
OMP,CG,BJ,90,1,0,uc2n396.localdomain,None,2,1,56c0b656d4141e2d407d1d928a1013af,51.278922,396.887693,12051.0,135.0,728727.0,6115577.0,45728356.0,346115804.0
OMP,CG,BJ,90,1,0,uc2n396.localdomain,None,4,1,6515a41b984d09ede48b79b5c1f63fd0,52.28913,416.588366,11264.0,135.0,756892.0,6265085.0,47781683.0,363938590.0
OMP,CG,BJ,90,1,0,uc2n396.localdomain,None,1,1,ab856989fa188398114d6058341909f5,44.658546,337.955322,13195.0,135.0,749402.0,6205868.0,40059285.0,292674287.0
OMP,CG,BJ,90,1,0,uc2n396.localdomain,None,1,1,1f607030ec8cda3c2ac795b03b8de69f,44.848637,342.084406,13195.0,135.0,741194.0,6250160.0,40174137.0,296648674.0
OMP,BiCGStab,NoPrecond,90,1,0,uc2n396.localdomain,None,None,1,71aed4f78c44ca32091c6f85b440a46b,69.597352,535.194815,10703.0,135.0,736328.0,6215055.0,65082470.0,469370911.0
OMP,BiCGStab,BJ,90,1,0,uc2n396.localdomain,None,None,1,None,None,None,None,None,None,None,None,None
OMP,IR,NoPrecond,90,1,0,uc2n396.localdomain,0.1,None,1,226591231553a087fd8380f4ce490a2e,53.915064,424.20355,111.0,135.0,755956.0,6260689.0,49326145.0,368364152.0
