executor_p,solver_p,preconditioner_p,resolution,omp_threads,mpi_ranks,node,processes,log_id,setup_time,run_time,number_iterations_p,number_iterations_U,init_linear_solve_p,linear_solve_p,init_linear_solve_U,linear_solve_U
#{'node_data': {'host': 'uc2n438.localdomain\n', 'top': ['top - 13:07:25 up 46 days, 15:35,  0 users,  load average: 21.68, 21.96, 23.94', 'Tasks: 1069 total,   5 running, 1064 sleeping,   0 stopped,   0 zombie', '%Cpu(s): 25.1 us,  1.3 sy,  0.0 ni, 73.5 id,  0.0 wa,  0.1 hi,  0.0 si,  0.0 st', 'MiB Mem :  96318.7 total,  48289.3 free,  30752.3 used,  17277.1 buff/cache', 'MiB Swap:      0.0 total,      0.0 free,      0.0 used.  64679.6 avail Mem ', '', '    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND', '3029990 st_ac10+  20   0 1047564  58352   3440 R  1159   0.1  36678:27 gmx', '3226262 fr_rf116  20   0 2681248   2.1g  14300 R 388.2   2.3   4889:43 hqme_ti+', '3229381 fr_rf116  20   0 2681248   2.1g  13780 R 388.2   2.3   4885:19 hqme_ti+', '3212718 ul_fbg16  20   0   22.4g  18.2g   3620 R  94.1  19.3   1338:13 python3', '3538789 nq7776    20   0   56636   5340   3620 R   5.9   0.0   0:00.03 top', '      1 root      20   0  253340   7720   4312 S   0.0   0.0   6:37.67 systemd', '      2 root      20   0       0      0      0 S   0.0   0.0   0:06.32 kthreadd', '      3 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_gp'], 'uptime': ' 13:07:25 up 46 days, 15:35,  0 users,  load average: 21.68, 21.96, 23.94\n', 'libOGL.so': 'fe504a78962a49cab92e9b4c549389b3  /home/kit/scc/nq7776/OpenFOAM/nq7776-8/platforms/linux64GccDPInt32Opt/lib/libOGL.so\n'}, 'OBR_REPORT_VERSION': '0.3.0', 'OBR_VERSION': '0.2.1'}
Serial,BiCGStab,DIC,35,1,0,uc2n438.localdomain,1,be10633545329d89e1a58b8b211ea330,0.554982,2.800048,1135.0,135.0,34443.0,278569.0,211231.0,1810584.0
Serial,BiCGStab,NoPrecond,35,1,0,uc2n438.localdomain,1,563a32eb7bebbb5d8115b7aebdba6926,0.771906,3.732834,3197.0,135.0,33844.0,274408.0,406893.0,2783172.0
Serial,CG,NoPrecond,35,1,0,uc2n438.localdomain,1,dcef0622b42df9d9863123fe1068f350,0.576969,2.969519,4747.0,135.0,34057.0,276906.0,237013.0,1957015.0
Serial,CG,DIC,20,1,0,uc2n438.localdomain,1,dc01f212c92af86fa56c78f76e0564b3,0.145828,0.325632,803.0,135.0,6266.0,46128.0,14066.0,105080.0
Serial,BiCGStab,DIC,20,1,0,uc2n438.localdomain,1,4153269c5771741fa4200988c2376248,0.152144,0.377062,609.0,135.0,6485.0,45763.0,20593.0,155348.0
Serial,BiCGStab,NoPrecond,20,1,0,uc2n438.localdomain,1,bbbedf06c9076fca8877f0ef22f6525c,0.168724,0.484333,1845.0,135.0,5887.0,45908.0,39740.0,263561.0
Serial,CG,NoPrecond,20,1,0,uc2n438.localdomain,1,b4004669e802266fde6e18edffb74081,0.151386,0.402546,2527.0,135.0,6203.0,45676.0,23350.0,178213.0
Serial,CG,DIC,60,1,0,uc2n438.localdomain,1,64896395aab38ecf1ea4bd86f3f090a7,2.94316,18.459401,2679.0,135.0,210559.0,1747509.0,1517725.0,12904251.0
Serial,BiCGStab,DIC,60,1,0,uc2n438.localdomain,1,cee909a85c4fb09d615966b99e59d9db,3.705437,23.929236,1775.0,135.0,212917.0,1786641.0,2286644.0,18091985.0
Serial,BiCGStab,NoPrecond,60,1,0,uc2n438.localdomain,1,df0e9477903b52cfda686f5e440de167,5.763246,44.701528,6581.0,135.0,219999.0,1763585.0,4348681.0,36584880.0
Serial,CG,NoPrecond,60,1,0,uc2n438.localdomain,1,7102d1563a1a00ad182a4b723d03a768,3.907606,27.397476,8424.0,135.0,207959.0,1718676.0,2474446.0,21060440.0
Serial,CG,DIC,45,1,0,uc2n438.localdomain,1,9e7d4591657f9f455316664e92c2caec,1.092642,5.563176,1969.0,135.0,80946.0,653059.0,413874.0,3502212.0
Serial,BiCGStab,DIC,45,1,0,uc2n438.localdomain,1,93bb6e87a66221f876446e9832f0723a,1.292905,6.997096,1359.0,135.0,81665.0,660574.0,659448.0,4987020.0
Serial,BiCGStab,NoPrecond,45,1,0,uc2n438.localdomain,1,22d19189cfa4c987432b9bcd7abef80e,1.881252,10.168639,3874.0,135.0,80937.0,654596.0,1238144.0,7991858.0
Serial,CG,NoPrecond,45,1,0,uc2n438.localdomain,1,1f93e9b2238ab912322e592b08f448d8,1.3801,8.570575,6262.0,135.0,81196.0,656764.0,729709.0,6215007.0
