executor_p,solver_p,preconditioner_p,resolution,omp_threads,mpi_ranks,node,innerReductionFactor,processes,maxBlockSize,log_id,setup_time,run_time,number_iterations_p,number_iterations_U,init_linear_solve_p,linear_solve_p,init_linear_solve_U,linear_solve_U
#{'node_data': {'host': 'nla-gpu1.ianm.kit.edu\n', 'top': ['top - 05:40:47 up 73 days, 18:19,  1 user,  load average: 0.13, 1.40, 1.22', 'Tasks: 980 total,   2 running, 978 sleeping,   0 stopped,   0 zombie', '%Cpu(s):  0.1 us,  0.2 sy,  0.0 ni, 99.7 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st', 'MiB Mem : 515589.7 total, 408387.8 free,   5520.9 used, 101681.0 buff/cache', 'MiB Swap:   4096.0 total,   4083.0 free,     13.0 used. 506942.1 avail Mem ', '', '    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND', '2291149 greole    20   0   66396   5832   4176 R   5.9   0.0   0:00.04 top', '      1 root      20   0  249812  14532   9040 S   0.0   0.0   0:36.29 systemd', '      2 root      20   0       0      0      0 S   0.0   0.0   0:03.42 kthreadd', '      3 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_gp', '      4 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_par_gp', '      9 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 mm_percpu_wq', '     10 root      20   0       0      0      0 S   0.0   0.0   0:00.99 ksoftirqd/0', '     11 root      20   0       0      0      0 I   0.0   0.0   7:26.78 rcu_sched'], 'uptime': ' 05:40:47 up 73 days, 18:19,  1 user,  load average: 0.13, 1.40, 1.22\n', 'libOGL.so': 'c9ed229bc500e7ff7ba879936f2a6c6b  /home/greole/OpenFOAM/greole-8/platforms/linux64GccDPInt32Opt/lib/libOGL.so\n'}, 'OBR_REPORT_VERSION': '0.3.0', 'OBR_VERSION': '0.2.1'}
HIP,CG,BJ,40,None,0,nla-gpu1.ianm.kit.edu,None,1,16,4cc73d190b2af7a2452aec61c3a81ca5,1.88393,3.388759,4503.0,135.0,48119.0,404914.0,1306817.0,2103704.0
HIP,CG,BJ,40,None,0,nla-gpu1.ianm.kit.edu,None,1,1,2a60b62fc1e877713578f1f8b5b33ce3,1.808301,3.554881,5305.0,135.0,48742.0,411084.0,1253031.0,2227861.0
HIP,CG,BJ,40,None,0,nla-gpu1.ianm.kit.edu,None,1,4,ef620f3eefd49de8b48a70c8267fed5f,1.88868,3.382189,4613.0,135.0,49595.0,401683.0,1300890.0,2092283.0
HIP,CG,BJ,40,None,0,nla-gpu1.ianm.kit.edu,None,1,8,509dc820a812ce9026e5259f75d7e587,1.854831,3.516413,4477.0,135.0,49798.0,409684.0,1294654.0,2119487.0
HIP,IR,NoPrecond,40,None,0,nla-gpu1.ianm.kit.edu,0.05,1,None,d88be3653f1dd1b639a119528524f63d,1.804209,3.668704,72.0,135.0,50448.0,408852.0,1241948.0,2350131.0
HIP,IR,NoPrecond,40,None,0,nla-gpu1.ianm.kit.edu,0.01,1,None,a34dee106e26ba06ab0dbf8e7de0dc55,1.782892,3.565285,50.0,135.0,48804.0,404831.0,1232958.0,2263714.0
HIP,IR,NoPrecond,40,None,0,nla-gpu1.ianm.kit.edu,0.1,1,None,216773f699ec6f72fa8963d36a74c0c4,1.849988,3.677864,91.0,135.0,49284.0,404259.0,1272051.0,2362775.0
HIP,IR,NoPrecond,40,None,0,nla-gpu1.ianm.kit.edu,0.001,1,None,2a55013a01ae3bec98234b7d2a5a3233,1.794168,3.688044,37.0,135.0,48770.0,411560.0,1225722.0,2327735.0
HIP,BiCGStab,BJ,40,None,0,nla-gpu1.ianm.kit.edu,None,1,None,35d5c63691eef5054d03f35e92360e31,1.923243,3.829118,3362.0,135.0,48923.0,397785.0,1347154.0,2500116.0
HIP,BiCGStab,NoPrecond,40,None,0,nla-gpu1.ianm.kit.edu,None,1,None,744c76a3bf4ed1b040cfd9b2299ba27e,1.843041,4.053147,4317.0,135.0,49533.0,401292.0,1277530.0,2680028.0
HIP,CG,ILU,40,None,0,nla-gpu1.ianm.kit.edu,None,1,None,cd7f94e6de0b737ee7a656bdf332710b,1.837988,3.747343,1739.0,135.0,50008.0,400844.0,1268578.0,2408181.0
HIP,CG,NoPrecond,40,None,0,nla-gpu1.ianm.kit.edu,None,1,None,274c1c5a7b1e4605a533407786c907d8,1.76309,3.559442,5440.0,135.0,51008.0,412751.0,1199875.0,2173663.0
HIP,BiCGStab,ILU,40,None,0,nla-gpu1.ianm.kit.edu,None,1,None,51ed8434eef09744eb26770736d67bc2,1.917698,4.28914,1279.0,135.0,48959.0,412812.0,1315282.0,2877050.0
HIP,CG,BJ,35,None,0,nla-gpu1.ianm.kit.edu,None,1,2,7ceccefb3cee97834e7cde6abdc3abe6,1.535522,2.654321,4108.0,135.0,33247.0,262010.0,1070171.0,1718914.0
HIP,CG,BJ,35,None,0,nla-gpu1.ianm.kit.edu,None,1,16,938b6ead5593c285f4fe2194a0c634c0,1.521259,2.647057,3981.0,135.0,31417.0,265188.0,1059950.0,1709797.0
HIP,CG,BJ,35,None,0,nla-gpu1.ianm.kit.edu,None,1,1,fee603e732b8343eb4ab586de7f931c0,1.464706,2.66981,4609.0,135.0,33997.0,268135.0,1009330.0,1721105.0
HIP,CG,BJ,35,None,0,nla-gpu1.ianm.kit.edu,None,1,4,e523c44fef014b49265942e8be7f6cdc,1.518084,2.624552,4012.0,135.0,32387.0,258485.0,1056625.0,1694190.0
HIP,CG,BJ,35,None,0,nla-gpu1.ianm.kit.edu,None,1,8,77cdb5c1a3790c88801121b3f10fa4b3,1.513101,2.641701,3990.0,135.0,32848.0,262387.0,1065791.0,1706939.0
HIP,IR,NoPrecond,35,None,0,nla-gpu1.ianm.kit.edu,0.05,1,None,b02c92b4de372bd183a58646b52d43c4,1.457181,2.836969,71.0,135.0,33658.0,273099.0,1006725.0,1867704.0
HIP,IR,NoPrecond,35,None,0,nla-gpu1.ianm.kit.edu,0.01,1,None,f5fd0687ee5dd74574646b96f7f259ab,1.446234,2.783601,49.0,135.0,31776.0,261628.0,1010712.0,1834497.0
HIP,IR,NoPrecond,35,None,0,nla-gpu1.ianm.kit.edu,0.1,1,None,61092ebcb2ba4a291c548d9657a82437,1.452776,2.836027,89.0,135.0,31791.0,261467.0,1006417.0,1881019.0
HIP,IR,NoPrecond,35,None,0,nla-gpu1.ianm.kit.edu,0.001,1,None,cc1ed02102c339a4592b7127f6b6cba8,1.449901,2.826354,37.0,135.0,31841.0,259916.0,998273.0,1858658.0
HIP,BiCGStab,BJ,35,None,0,nla-gpu1.ianm.kit.edu,None,1,None,1e085f1b0ca58a1e87c15f6980ee5f32,1.552921,3.031566,2997.0,135.0,31382.0,259736.0,1098635.0,2060818.0
HIP,BiCGStab,NoPrecond,35,None,0,nla-gpu1.ianm.kit.edu,None,1,None,264b326ed4cfc0fd4352c60bfb2c753b,1.486826,3.108976,3592.0,135.0,33353.0,261460.0,1043130.0,2111008.0
HIP,CG,ILU,35,None,0,nla-gpu1.ianm.kit.edu,None,1,None,78924e777f86079608f8f94177589184,1.477007,2.867746,1506.0,135.0,32968.0,272591.0,1020774.0,1890942.0
HIP,CG,NoPrecond,35,None,0,nla-gpu1.ianm.kit.edu,None,1,None,fcb80c3ae305a39d390aaef3f5994c2e,1.43235,2.677861,4751.0,135.0,32119.0,259116.0,976845.0,1729188.0
HIP,BiCGStab,ILU,35,None,0,nla-gpu1.ianm.kit.edu,None,1,None,56df293f19d594a2bcb993fc96f0a04f,1.536919,3.506535,1180.0,135.0,31421.0,264938.0,1089059.0,2453821.0
HIP,CG,BJ,60,None,0,nla-gpu1.ianm.kit.edu,None,1,2,64598a31a1935ba4f071af1a5674f9ea,4.685905,8.818007,7533.0,135.0,179216.0,1474580.0,3114840.0,4673983.0
HIP,CG,BJ,60,None,0,nla-gpu1.ianm.kit.edu,None,1,16,a3179abe5fd98bbbb3691ad905643cdd,4.748767,9.063262,6930.0,135.0,182870.0,1515150.0,3141882.0,4740371.0
HIP,CG,BJ,60,None,0,nla-gpu1.ianm.kit.edu,None,1,1,cda01da2817c55d45385a33961f94e47,4.654023,8.809484,8241.0,135.0,187110.0,1519973.0,2948418.0,4604006.0
HIP,CG,BJ,60,None,0,nla-gpu1.ianm.kit.edu,None,1,4,dc9d663b3758bcff8c56b016bafeffb3,4.755092,8.99891,7142.0,135.0,183157.0,1512894.0,3067914.0,4718041.0
HIP,CG,BJ,60,None,0,nla-gpu1.ianm.kit.edu,None,1,8,e5aa3d648e465a3678b0dc9da0a41e0e,4.769998,8.911832,6987.0,135.0,184213.0,1494501.0,3147793.0,4672713.0
HIP,IR,NoPrecond,60,None,0,nla-gpu1.ianm.kit.edu,0.05,1,None,e9f2aff8c2edbe1b69e18a92a2da993c,4.603213,9.24563,78.0,135.0,182750.0,1507362.0,2991634.0,4968250.0
HIP,IR,NoPrecond,60,None,0,nla-gpu1.ianm.kit.edu,0.01,1,None,3c84910d7c8488dfb9e8cb4a6bed1c8d,4.570041,8.862499,56.0,135.0,184854.0,1523256.0,2967733.0,4644743.0
HIP,IR,NoPrecond,60,None,0,nla-gpu1.ianm.kit.edu,0.1,1,None,564a11ec60a0da580cb79efa5cc03167,4.5811,9.246562,99.0,135.0,179902.0,1505137.0,3004260.0,5016595.0
HIP,IR,NoPrecond,60,None,0,nla-gpu1.ianm.kit.edu,0.001,1,None,2e9e82291dd2c947dd6d47c263d05128,4.591134,9.082841,38.0,135.0,180694.0,1488810.0,3016737.0,4908331.0
HIP,BiCGStab,BJ,60,None,0,nla-gpu1.ianm.kit.edu,None,1,None,76589d8c40d0b78143720d4887ca131b,4.793475,9.325518,4413.0,135.0,180441.0,1511342.0,3162080.0,5066644.0
HIP,BiCGStab,NoPrecond,60,None,0,nla-gpu1.ianm.kit.edu,None,1,None,71fd303aaac9ccc620410cb29513575f,4.727,9.44701,6126.0,135.0,182117.0,1529241.0,3041874.0,5143942.0
HIP,CG,ILU,60,None,0,nla-gpu1.ianm.kit.edu,None,1,None,b42f770663d7c988a5f80d2aef7dfea2,4.716499,10.360745,2682.0,135.0,183723.0,1515131.0,3161318.0,6007911.0
HIP,CG,NoPrecond,60,None,0,nla-gpu1.ianm.kit.edu,None,1,None,bf6df84c810f66bd9682f9ea2d66579c,4.540276,8.756021,8427.0,135.0,186354.0,1501458.0,2917245.0,4588634.0
HIP,BiCGStab,ILU,60,None,0,nla-gpu1.ianm.kit.edu,None,1,None,a042345d71f4a7782609b0ba5e5e629b,4.836036,11.488444,1992.0,135.0,181775.0,1486027.0,3204290.0,7238047.0
HIP,CG,BJ,70,None,0,nla-gpu1.ianm.kit.edu,None,1,2,48b91ecd123d92a187c3a3f6aee2e3b1,7.064105,13.933632,8975.0,135.0,293710.0,2432670.0,4781776.0,7275848.0
HIP,CG,BJ,70,None,0,nla-gpu1.ianm.kit.edu,None,1,16,8282b3713441ffcfc2a68d1d2b6bed09,7.32562,14.019458,8337.0,135.0,285738.0,2410528.0,4764358.0,7376214.0
HIP,CG,BJ,70,None,0,nla-gpu1.ianm.kit.edu,None,1,1,0202cae59d89c6c06eda2537e7cd28b9,6.898134,13.868268,9824.0,135.0,291656.0,2421980.0,4539795.0,7223554.0
HIP,CG,BJ,70,None,0,nla-gpu1.ianm.kit.edu,None,1,4,ad35d65f6d6acdd686e570606a27b5a7,7.238413,13.934072,8541.0,135.0,294064.0,2440885.0,4787087.0,7258114.0
HIP,CG,BJ,70,None,0,nla-gpu1.ianm.kit.edu,None,1,8,906880716bdde9a85a9c35a124435d9f,7.271056,13.899226,8374.0,135.0,292903.0,2442977.0,4745220.0,7222499.0
HIP,IR,NoPrecond,70,None,0,nla-gpu1.ianm.kit.edu,0.05,1,None,3fa135d34f4b12f0c7d2004c6a619157,7.03824,14.239478,79.0,135.0,294014.0,2415995.0,4426971.0,7554795.0
HIP,IR,NoPrecond,70,None,0,nla-gpu1.ianm.kit.edu,0.01,1,None,a201215138c5ecb6b8d775382fafe685,7.163809,14.618831,56.0,135.0,292967.0,2402895.0,4764571.0,7914062.0
HIP,IR,NoPrecond,70,None,0,nla-gpu1.ianm.kit.edu,0.1,1,None,e7a7cd17a869b32a67b67dfa47b4c9f2,7.117755,14.514028,101.0,135.0,288138.0,2440221.0,4508166.0,7650175.0
HIP,IR,NoPrecond,70,None,0,nla-gpu1.ianm.kit.edu,0.001,1,None,1a76b8741052be6a540e2c413293c3f0,7.053838,14.286941,38.0,135.0,289577.0,2455273.0,4592578.0,7525409.0
HIP,BiCGStab,BJ,70,None,0,nla-gpu1.ianm.kit.edu,None,1,None,a022b228fa70e791acfaa868aba9bb25,7.344849,14.992601,5888.0,135.0,291612.0,2434634.0,4833251.0,8379834.0
HIP,BiCGStab,NoPrecond,70,None,0,nla-gpu1.ianm.kit.edu,None,1,None,7990feaaebad191d56f0f8f1a9010535,7.130751,15.155305,7867.0,135.0,287352.0,2427830.0,4586890.0,8294356.0
HIP,CG,ILU,70,None,0,nla-gpu1.ianm.kit.edu,None,1,None,aaa22c84eec4d7ac3e38926c3810a02e,7.293887,16.524875,3174.0,135.0,287958.0,2434443.0,4768205.0,9533136.0
HIP,CG,NoPrecond,70,None,0,nla-gpu1.ianm.kit.edu,None,1,None,d1412e3cc020f29e0a2223dfe8588c54,6.781152,13.74115,10009.0,135.0,289887.0,2396838.0,4496286.0,7125002.0
HIP,BiCGStab,ILU,70,None,0,nla-gpu1.ianm.kit.edu,None,1,None,b68ec644c800eb6c963693241425de8d,7.636891,18.699716,2147.0,135.0,290044.0,2426848.0,5127013.0,11693860.0
HIP,CG,BJ,25,None,0,nla-gpu1.ianm.kit.edu,None,1,2,11b014bbbd22e46e8a6892d6812dfffc,0.9637,1.540305,2839.0,135.0,11506.0,92836.0,719816.0,1110157.0
HIP,CG,BJ,25,None,0,nla-gpu1.ianm.kit.edu,None,1,16,b3fa9b00d199e726c4e83a141c5136b3,0.970369,1.553516,2820.0,135.0,11301.0,92973.0,720361.0,1122293.0
HIP,CG,BJ,25,None,0,nla-gpu1.ianm.kit.edu,None,1,1,b447659d0bf77811971b6915a25e423f,0.934156,1.56502,3120.0,135.0,11391.0,93456.0,692455.0,1131289.0
HIP,CG,BJ,25,None,0,nla-gpu1.ianm.kit.edu,None,1,4,4999bceb78f92ab9a27e5dde22c0aa82,0.970401,1.53556,2799.0,135.0,11318.0,91991.0,720447.0,1103695.0
HIP,CG,BJ,25,None,0,nla-gpu1.ianm.kit.edu,None,1,8,2ff49451a8a5dcaf64b8f8f84e7a5930,0.970914,1.534492,2823.0,135.0,11359.0,92559.0,715429.0,1103013.0
HIP,IR,NoPrecond,25,None,0,nla-gpu1.ianm.kit.edu,0.05,1,None,aafea4bcc4f4b392ec6421f545ec1ba3,0.906092,1.583073,67.0,135.0,11326.0,92440.0,668963.0,1142229.0
HIP,IR,NoPrecond,25,None,0,nla-gpu1.ianm.kit.edu,0.01,1,None,3b3f0bbcaacc3dee9d9bfdb8b8af9bb8,0.895759,1.580276,46.0,135.0,11449.0,92719.0,667839.0,1141249.0
HIP,IR,NoPrecond,25,None,0,nla-gpu1.ianm.kit.edu,0.1,1,None,99db3f03754e119c205de2f6b8e5dea3,0.915012,1.611111,85.0,135.0,11304.0,94763.0,670469.0,1167979.0
HIP,IR,NoPrecond,25,None,0,nla-gpu1.ianm.kit.edu,0.001,1,None,601fe49c3fe0e0538b74a1f4dd27242e,0.909766,1.60337,37.0,135.0,11285.0,92242.0,662895.0,1158718.0
HIP,BiCGStab,BJ,25,None,0,nla-gpu1.ianm.kit.edu,None,1,None,d0e725c78ca3cb7d6b1086744d983b42,0.993125,1.756106,1978.0,135.0,11399.0,92847.0,758084.0,1318493.0
HIP,BiCGStab,NoPrecond,25,None,0,nla-gpu1.ianm.kit.edu,None,1,None,448d6f05e33a2cc715965cf4878429a5,0.940021,1.789141,2429.0,135.0,11471.0,93642.0,691251.0,1359144.0
HIP,CG,ILU,25,None,0,nla-gpu1.ianm.kit.edu,None,1,None,3687968441e7ca47243e7599caeed1f4,0.93001,1.599926,1032.0,135.0,11591.0,94454.0,676403.0,1157048.0
HIP,CG,NoPrecond,25,None,0,nla-gpu1.ianm.kit.edu,None,1,None,f41f659a6698bc81ccf86242e24c2143,0.903984,1.568702,3249.0,135.0,11252.0,93611.0,640632.0,1128608.0
HIP,BiCGStab,ILU,25,None,0,nla-gpu1.ianm.kit.edu,None,1,None,45171ca0158216fb8149c3380506c7c5,0.954883,1.877016,751.0,135.0,11365.0,92589.0,718391.0,1403736.0
