executor_p,solver_p,preconditioner_p,resolution,omp_threads,mpi_ranks,node,maxBlockSize,processes,innerReductionFactor,log_id,setup_time,run_time,number_iterations_p,number_iterations_U,init_linear_solve_p,linear_solve_p,init_linear_solve_U,linear_solve_U
#{'node_data': {'host': 'uc2n481.localdomain\n', 'top': ['top - 09:02:45 up 49 days, 13:09,  0 users,  load average: 0.23, 0.08, 0.12', 'Tasks: 1207 total,   1 running, 1206 sleeping,   0 stopped,   0 zombie', '%Cpu(s):  0.1 us,  0.1 sy,  0.0 ni, 99.8 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st', 'MiB Mem : 386622.4 total, 361115.4 free,  20785.8 used,   4721.2 buff/cache', 'MiB Swap:      0.0 total,      0.0 free,      0.0 used. 363728.3 avail Mem ', '', '    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND', '2915153 nq7776    20   0   56924   5528   3552 R  17.6   0.0   0:00.04 top', '      1 root      20   0  319108   8384   4740 S   0.0   0.0   0:25.31 systemd', '      2 root      20   0       0      0      0 S   0.0   0.0   0:13.70 kthreadd', '      3 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_gp', '      4 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_par+', '      6 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+', '     10 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 mm_perc+', '     11 root      20   0       0      0      0 S   0.0   0.0   0:42.11 ksoftir+'], 'uptime': ' 09:02:45 up 49 days, 13:09,  0 users,  load average: 0.23, 0.08, 0.12\n', 'libOGL.so': 'f62bcec1d853280ae0d8bc728d666a3a  /home/kit/scc/nq7776/OpenFOAM/nq7776-8/platforms/linux64GccDPInt32Opt/lib/libOGL.so\n'}, 'OBR_REPORT_VERSION': '0.3.0', 'OBR_VERSION': '0.2.1'}
CUDA,CG,BJ,55,1,0,uc2n481.localdomain,4,1,None,493e8c1f69fa2a7935dcd39d08989c55,3.597628,6.937528,6532.0,135.0,160742.0,1329622.0,2413837.0,3464905.0
CUDA,CG,BJ,55,1,0,uc2n481.localdomain,1,1,None,e2b2fdae8e5b2b88adffc5a35744d066,3.601931,7.02912,7597.0,135.0,161435.0,1334435.0,2399270.0,3542785.0
CUDA,BiCGStab,ILU,55,1,0,uc2n481.localdomain,None,1,None,6cbc1a21615a6718f5c7a6d84b64ac58,4.122572,11.136481,1732.0,135.0,160569.0,1337642.0,2908686.0,7231498.0
CUDA,BiCGStab,NoPrecond,55,1,0,uc2n481.localdomain,None,1,None,38de93835cde1d5cd879b69eadf6ae39,3.710149,7.860841,5915.0,135.0,160324.0,1333450.0,2499795.0,4267269.0
CUDA,CG,NoPrecond,55,1,0,uc2n481.localdomain,None,1,None,0968530a5fa4801c19f46ceee3c8b416,3.62783,7.103713,7780.0,135.0,164009.0,1363722.0,2415692.0,3564191.0
CUDA,IR,NoPrecond,55,1,0,uc2n481.localdomain,None,1,0.1,d65fd4399a22c94a5691e6a62486d4a5,3.684902,7.490393,101.0,135.0,162752.0,1348929.0,2463953.0,3938722.0
CUDA,IR,NoPrecond,55,1,0,uc2n481.localdomain,None,1,0.01,6a73ee8cc8130596e01164cc41e03bee,3.667807,7.392491,56.0,135.0,159368.0,1340644.0,2442288.0,3869671.0
CUDA,IR,NoPrecond,55,1,0,uc2n481.localdomain,None,1,0.05,8a4d05d9db8132fbf4aa44db60ed47be,3.637838,7.499012,81.0,135.0,162020.0,1337209.0,2470557.0,3948526.0
CUDA,IR,NoPrecond,55,1,0,uc2n481.localdomain,None,1,0.001,ff7944ccfc994e32acab92ca520f12a1,3.659621,7.329781,38.0,135.0,159784.0,1330469.0,2474103.0,3805552.0
CUDA,CG,ILU,55,1,0,uc2n481.localdomain,None,1,None,947226d1bd7f29d68bdfe7d74d961f8e,3.941249,9.575604,2465.0,135.0,161988.0,1349343.0,2722823.0,5829259.0
CUDA,BiCGStab,BJ,55,1,0,uc2n481.localdomain,None,1,None,bb6cd60a2ba4d83749e45304074076ce,3.671896,7.646437,4430.0,135.0,161542.0,1346651.0,2494793.0,4073425.0
CUDA,CG,BJ,35,1,0,uc2n481.localdomain,16,1,None,a58435b742e39c39ba59085a5d5bb28f,1.599875,2.611413,3981.0,135.0,33520.0,270005.0,1194474.0,1670759.0
CUDA,CG,BJ,35,1,0,uc2n481.localdomain,8,1,None,0fea77bdb69f38b80763a7f9ac07f62d,1.60387,2.575713,3990.0,135.0,32688.0,265574.0,1173517.0,1639309.0
CUDA,CG,BJ,35,1,0,uc2n481.localdomain,2,1,None,e2975b61a9951826a6b63dab11e6ca3b,1.59626,2.614191,4108.0,135.0,33687.0,271165.0,1184684.0,1666928.0
CUDA,CG,BJ,35,1,0,uc2n481.localdomain,4,1,None,847c3a3fd9839b01081f3bfc28089beb,1.632085,2.574843,4012.0,135.0,32698.0,266869.0,1177064.0,1641928.0
CUDA,CG,BJ,35,1,0,uc2n481.localdomain,1,1,None,06f86d46362dfc275f014c51375ee78c,1.606378,2.658499,4609.0,135.0,33333.0,266845.0,1184411.0,1715758.0
CUDA,BiCGStab,ILU,35,1,0,uc2n481.localdomain,None,1,None,bbc0b99d016055b35f9ed2555b3c1025,1.706419,3.507689,1124.0,135.0,33111.0,269000.0,1291261.0,2484563.0
CUDA,BiCGStab,NoPrecond,35,1,0,uc2n481.localdomain,None,1,None,ee4477ea26368a693fed0b6b95aa413c,1.658389,2.948769,3402.0,135.0,32894.0,268193.0,1243881.0,2009778.0
CUDA,BiCGStab,NoPrecond,35,1,0,uc2n481.localdomain,None,1,None,0bb7554e8ba5cf03472644a779f88ad6,1.65857,2.935864,3402.0,135.0,33284.0,268967.0,1238413.0,2003319.0
CUDA,CG,NoPrecond,35,1,0,uc2n481.localdomain,None,1,None,fbfd82900f9dca8a51eaa125c8ba546a,1.606587,2.728464,4751.0,135.0,33065.0,268919.0,1194133.0,1768074.0
CUDA,IR,NoPrecond,35,1,0,uc2n481.localdomain,None,1,0.1,3184c5e780b9db2f19467fce7b749c25,1.611504,2.815181,89.0,135.0,32173.0,268328.0,1200287.0,1862961.0
CUDA,IR,NoPrecond,35,1,0,uc2n481.localdomain,None,1,0.01,15480d8fd380c178eca5bc77e56aef49,1.613062,2.775792,49.0,135.0,32781.0,266699.0,1198315.0,1824271.0
CUDA,IR,NoPrecond,35,1,0,uc2n481.localdomain,None,1,0.05,be40a1a660c5156bd7f81fe2214587ac,1.638422,2.824422,71.0,135.0,33187.0,270282.0,1210504.0,1866195.0
CUDA,IR,NoPrecond,35,1,0,uc2n481.localdomain,None,1,0.001,a3ab8be5985e6198ebfdce67bba14db0,1.629004,2.794564,37.0,135.0,33793.0,266099.0,1198212.0,1832458.0
CUDA,CG,ILU,35,1,0,uc2n481.localdomain,None,1,None,1fa8c354634e7dedca24f8082bf23c58,1.660771,3.008712,1506.0,135.0,33477.0,263465.0,1234287.0,2038231.0
CUDA,BiCGStab,BJ,35,1,0,uc2n481.localdomain,None,1,None,2f961445b283a9f79d3861c3582a6af5,1.622655,2.811085,2864.0,135.0,33214.0,277516.0,1209492.0,1861880.0
CUDA,CG,BJ,20,1,0,uc2n481.localdomain,16,1,None,d41becd56d95089288ab29885c64a93d,1.075365,1.405575,2223.0,135.0,5798.0,43810.0,848998.0,1093760.0
CUDA,CG,BJ,20,1,0,uc2n481.localdomain,8,1,None,f93dd117ce85786faecb0c8e88771093,1.069081,1.404316,2152.0,135.0,6007.0,43751.0,853811.0,1091917.0
CUDA,CG,BJ,20,1,0,uc2n481.localdomain,2,1,None,0e215071b97a985c5618c339fd1cf32a,1.055499,1.3947,2225.0,135.0,5829.0,43106.0,843415.0,1086302.0
CUDA,CG,BJ,20,1,0,uc2n481.localdomain,4,1,None,3b0c59017dafff14ba26aaaf36d68585,1.058338,1.379522,2107.0,135.0,6034.0,43712.0,839333.0,1070175.0
CUDA,CG,BJ,20,1,0,uc2n481.localdomain,1,1,None,398fae0675a619a7e21d694aef36e924,1.062767,1.417768,2400.0,135.0,5863.0,43047.0,849126.0,1107927.0
CUDA,BiCGStab,ILU,20,1,0,uc2n481.localdomain,None,1,None,a27b7950c3fb33ea7aa1ab97325203dd,1.07749,1.505538,589.0,135.0,5897.0,43181.0,860644.0,1184589.0
CUDA,BiCGStab,NoPrecond,20,1,0,uc2n481.localdomain,None,1,None,129a87cbf1b65dd8c07ba6eab4ffbbaa,1.103273,1.588946,1873.0,135.0,5884.0,43673.0,875395.0,1277197.0
CUDA,CG,NoPrecond,20,1,0,uc2n481.localdomain,None,1,None,cecc6826a0dc6febbfe03e55400c15a0,1.0557,1.477815,2530.0,135.0,5822.0,43173.0,869297.0,1154632.0
CUDA,IR,NoPrecond,20,1,0,uc2n481.localdomain,None,1,0.1,eebdd592a3af3a3e2c9c96e59cba9b41,1.087144,1.553217,84.0,135.0,5927.0,43666.0,868117.0,1227590.0
CUDA,IR,NoPrecond,20,1,0,uc2n481.localdomain,None,1,0.01,a70d46bf01a870a49e2b3e32473073a1,1.080685,1.516616,45.0,135.0,6143.0,44313.0,868184.0,1189399.0
CUDA,IR,NoPrecond,20,1,0,uc2n481.localdomain,None,1,0.05,e11bdd330fbcd964a6b847a42ef0d2f4,1.081207,1.535884,66.0,135.0,6049.0,44449.0,873174.0,1213310.0
CUDA,IR,NoPrecond,20,1,0,uc2n481.localdomain,None,1,0.001,be95889a628db16ec18238c275275bb8,1.077636,1.546901,37.0,135.0,5886.0,47581.0,867950.0,1214882.0
CUDA,CG,ILU,20,1,0,uc2n481.localdomain,None,1,None,c3002fb38bcbb8d42a2f18b1b43b9deb,1.065344,1.400021,803.0,135.0,5895.0,44005.0,857573.0,1090811.0
CUDA,BiCGStab,BJ,20,1,0,uc2n481.localdomain,None,1,None,3a129ef3f45e52071240682f4f67197d,1.070864,1.443146,1349.0,135.0,5826.0,43541.0,851671.0,1136783.0
CUDA,CG,BJ,60,1,0,uc2n481.localdomain,16,1,None,c128fdd12338cf6b3c8862bb9cda490f,4.455623,8.918106,6930.0,135.0,214193.0,1782938.0,2927789.0,4382621.0
CUDA,CG,BJ,60,1,0,uc2n481.localdomain,8,1,None,152f2b6dc92f692cb39b69da13362a21,4.423391,8.796382,6987.0,135.0,214059.0,1777194.0,2939616.0,4278242.0
CUDA,CG,BJ,60,1,0,uc2n481.localdomain,2,1,None,8427e17faf3ef1a43017e9ad306f2256,4.470363,8.699461,7533.0,135.0,212771.0,1766680.0,2903587.0,4214831.0
CUDA,CG,BJ,60,1,0,uc2n481.localdomain,4,1,None,6c5fd8575a7b60f19c45a7dc664818cf,4.413817,8.795364,7142.0,135.0,218541.0,1808621.0,2914572.0,4219691.0
CUDA,CG,BJ,60,1,0,uc2n481.localdomain,1,1,None,7461847d353d433cc1c2724a87f44932,4.418233,8.786903,8241.0,135.0,215129.0,1780916.0,2889534.0,4270291.0
CUDA,BiCGStab,ILU,60,1,0,uc2n481.localdomain,None,1,None,3927b63be4c94e545bde1a406b13878c,5.05718,13.007866,1456.0,135.0,215671.0,1789541.0,3570169.0,7926883.0
