executor_p,solver_p,preconditioner_p,resolution,omp_threads,mpi_ranks,node,processes,log_id,setup_time,run_time,number_iterations_p,number_iterations_U,init_linear_solve_p,linear_solve_p,init_linear_solve_U,linear_solve_U
#{'node_data': {'host': 'uc2n367.localdomain\n', 'top': ['top - 11:11:09 up 63 days,  9:21,  0 users,  load average: 4.09, 5.25, 6.46', 'Tasks: 1135 total,   7 running, 1128 sleeping,   0 stopped,   0 zombie', '%Cpu(s):  5.4 us,  0.2 sy,  0.0 ni, 94.4 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st', 'MiB Mem :  96318.7 total,  87386.4 free,   5691.3 used,   3241.0 buff/cache', 'MiB Swap:      0.0 total,      0.0 free,      0.0 used.  89745.3 avail Mem ', '', '    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND', '4150232 tp6461    20   0 2546852 245760   9912 S  64.7   0.2 227:32.09 python3', '4174348 tp6461    20   0 2523800 284952   4620 R  41.2   0.3   4:29.57 python3', '4174341 tp6461    20   0 2523800 284716   4384 R  35.3   0.3   4:43.93 python3', '4174342 tp6461    20   0 2523800 284960   4628 R  35.3   0.3   4:43.94 python3', '4174344 tp6461    20   0 2523800 284952   4620 R  35.3   0.3   4:14.48 python3', '4174346 tp6461    20   0 2523800 284948   4616 R  35.3   0.3   4:57.83 python3', '4174347 tp6461    20   0 2523800 284952   4620 R  35.3   0.3   4:55.97 python3', '4174338 tp6461    20   0 2523800 284732   4400 S  29.4   0.3   4:05.84 python3'], 'uptime': ' 11:11:09 up 63 days,  9:21,  0 users,  load average: 4.09, 5.25, 6.46\n', 'libOGL.so': '805391b6a1fddb6a5dd5ab9acf7d3c9b  /home/kit/scc/nq7776/OpenFOAM/nq7776-8/platforms/linux64GccDPInt32Opt/lib/libOGL.so\n'}, 'OBR_REPORT_VERSION': '0.3.0', 'OBR_VERSION': '0.2.1'}
Serial,BiCGStab,DIC,30,1,0,uc2n367.localdomain,1,5ac1dc78fa4aec271d2b3030768047f5,0.380528,1.560864,953.0,135.0,20508.0,168257.0,125504.0,945753.0
Serial,BiCGStab,NoPrecond,30,1,0,uc2n367.localdomain,1,e672542a601b18433363d0a83529176b,0.482397,2.748163,2860.0,135.0,23867.0,225433.0,249224.0,1976474.0
Serial,CG,NoPrecond,30,1,0,uc2n367.localdomain,1,6c9fd63f28416961404120e456c8d3c7,0.394931,1.712879,4069.0,135.0,20965.0,179860.0,129142.0,1054847.0
Serial,CG,DIC,70,1,0,uc2n367.localdomain,1,5dda324e9287edcc777710d5c6863f75,6.230126,36.917726,3172.0,135.0,363530.0,3086624.0,2962919.0,27031766.0
Serial,BiCGStab,DIC,70,1,0,uc2n367.localdomain,1,9793cf17464c3ffdb64b6e98d6f9b223,8.132592,41.367094,1764.0,135.0,371398.0,3074868.0,4569305.0,31036620.0
Serial,BiCGStab,NoPrecond,70,1,0,uc2n367.localdomain,1,7b9e31dd49702f428f8a74c55d6aeb17,10.784806,86.464952,7872.0,135.0,356853.0,2962439.0,8162023.0,72237780.0
Serial,CG,NoPrecond,70,1,0,uc2n367.localdomain,1,4dde2a8c2660871764018dd9d090040c,7.311569,53.571558,10007.0,135.0,356798.0,2957628.0,4876913.0,42275517.0
Serial,CG,DIC,100,1,0,uc2n367.localdomain,1,792dfe7c13db03d5843fe6fc57de22e0,20.11107,153.228914,4648.0,135.0,1111790.0,9250581.0,13836340.0,118981490.0
Serial,BiCGStab,DIC,100,1,0,uc2n367.localdomain,1,785dafc94a2ec9c43fc0c9469d2969e6,27.252034,208.693423,3376.0,135.0,1077854.0,8977745.0,20504429.0,170158620.0
Serial,BiCGStab,NoPrecond,100,1,0,uc2n367.localdomain,1,f1cfbdf2a940ac7537bd06477cc9795f,46.836891,396.730021,11837.0,135.0,1111498.0,9236608.0,40698574.0,340522421.0
Serial,CG,NoPrecond,100,1,0,uc2n367.localdomain,1,05b61367e3e678d691cd8a9b24e52e45,30.407426,245.97187,14597.0,135.0,1108601.0,9133225.0,22465559.0,202617416.0
Serial,CG,DIC,80,1,0,uc2n367.localdomain,1,02bbd0d7b833126176b026179287c139,8.703132,59.895234,3678.0,135.0,522128.0,4434335.0,5442833.0,47027355.0
Serial,BiCGStab,DIC,80,1,0,uc2n367.localdomain,1,ddcdbfd1febb01010717c5b53824eb66,10.491087,75.141123,2419.0,135.0,526701.0,4409208.0,7435506.0,61546443.0
Serial,BiCGStab,NoPrecond,80,1,0,uc2n367.localdomain,1,f56f4bfa787a36b2cfaf40857a1c891e,18.650227,155.562574,9072.0,135.0,521210.0,4476008.0,14763185.0,131056159.0
