executor_p,solver_p,preconditioner_p,resolution,omp_threads,mpi_ranks,node,innerReductionFactor,maxBlockSize,processes,log_id,setup_time,run_time,number_iterations_p,number_iterations_U,init_linear_solve_p,linear_solve_p,init_linear_solve_U,linear_solve_U
#{'node_data': {'host': 'uc2n481.localdomain\n', 'top': ['top - 19:55:45 up 66 days, 2 min,  0 users,  load average: 1.49, 1.19, 1.43', 'Tasks: 1292 total,   1 running, 1291 sleeping,   0 stopped,   0 zombie', '%Cpu(s):  1.3 us,  0.3 sy,  0.0 ni, 98.4 id,  0.0 wa,  0.0 hi,  0.1 si,  0.0 st', 'MiB Mem : 386622.4 total, 352301.6 free,  24530.5 used,   9790.4 buff/cache', 'MiB Swap:      0.0 total,      0.0 free,      0.0 used. 359355.3 avail Mem ', '', '    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND', ' 333995 nd4829    20   0   12.3g   2.9g 113168 S  94.4   0.8 280:38.51 python3', ' 374596 jz4551    20   0 1661152 166232  68088 S  11.1   0.0   0:01.79 python', ' 378140 nq7776    20   0   56900   5572   3592 R  11.1   0.0   0:00.03 top', '     12 root      20   0       0      0      0 I   5.6   0.0 122:05.64 rcu_sch+', '      1 root      20   0  319240   8648   4740 S   0.0   0.0   0:35.99 systemd', '      2 root      20   0       0      0      0 S   0.0   0.0   0:44.19 kthreadd', '      3 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_gp', '      4 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_par+'], 'uptime': ' 19:55:45 up 66 days, 2 min,  0 users,  load average: 1.49, 1.19, 1.43\n', 'libOGL.so': '570b5b30e474f1f37640b2f8f3c60cba  /home/kit/scc/nq7776/OpenFOAM/nq7776-8/platforms/linux64GccDPInt32Opt/lib/libOGL.so\n'}, 'OBR_REPORT_VERSION': '0.3.0', 'OBR_VERSION': '0.2.1'}
CUDA,BiCGStab,BJ,85,1,0,uc2n481.localdomain,None,None,1,b94854f198c599dd2e06975808d05ae5,11.652227,25.014422,6700.0,135.0,639450.0,5345904.0,7640312.0,12071301.0
CUDA,CG,BJ,10,1,0,uc2n481.localdomain,None,16,1,c35ff08332f591db06843980d87827e7,0.882855,0.947834,960.0,135.0,732.0,5184.0,723538.0,776430.0
CUDA,CG,BJ,10,1,0,uc2n481.localdomain,None,8,1,84d96620925a1989f3f29c6255d0beeb,0.881981,0.957284,1050.0,135.0,737.0,5121.0,725166.0,782365.0
CUDA,CG,BJ,10,1,0,uc2n481.localdomain,None,2,1,94f18c2b2aec38bd129409edb06c61c7,0.884742,0.957605,1100.0,135.0,735.0,5115.0,727281.0,786031.0
CUDA,CG,BJ,10,1,0,uc2n481.localdomain,None,4,1,ab0cdee11b920d9dff5b18bd48e867c4,0.877845,0.958163,1070.0,135.0,756.0,5199.0,727762.0,784611.0
CUDA,CG,BJ,10,1,0,uc2n481.localdomain,None,1,1,8f1430b7479ee68fb2e62621c3bbe3a8,0.880171,0.958799,1170.0,135.0,697.0,5130.0,726742.0,789205.0
CUDA,BiCGStab,ILU,10,1,0,uc2n481.localdomain,None,None,1,c2b663f3407f80d24bccef2176afed52,0.888185,0.989096,275.0,135.0,753.0,5126.0,735541.0,817319.0
CUDA,BiCGStab,NoPrecond,10,1,0,uc2n481.localdomain,None,None,1,2e52ef713e9f9f3a52e329ebee47981f,0.888929,0.988436,900.0,135.0,741.0,5199.0,732015.0,818819.0
CUDA,CG,NoPrecond,10,1,0,uc2n481.localdomain,None,None,1,cb6623cde80072cf3d4c6d9ad2ef0654,0.887695,0.967564,1270.0,135.0,762.0,5225.0,728305.0,797454.0
CUDA,IR,NoPrecond,10,1,0,uc2n481.localdomain,0.1,None,1,4a11e8685eba7b8a4a2e1aa77b9c7149,0.931335,1.466551,180.0,135.0,737.0,5163.0,774641.0,1234512.0
CUDA,IR,NoPrecond,10,1,0,uc2n481.localdomain,0.01,None,1,e0570ca7007e582ad458d75ca40345a5,0.968413,1.845785,180.0,135.0,737.0,5152.0,813985.0,1571992.0
CUDA,IR,NoPrecond,10,1,0,uc2n481.localdomain,0.05,None,1,3f23b9f7a3b9f9765863c4b07dc2e926,0.934254,1.586937,180.0,135.0,756.0,5131.0,781940.0,1345498.0
CUDA,IR,NoPrecond,10,1,0,uc2n481.localdomain,0.001,None,1,7e18b5c4976826bdcbb20d814a769d64,1.001793,2.169353,180.0,135.0,745.0,5118.0,848170.0,1874613.0
CUDA,CG,ILU,10,1,0,uc2n481.localdomain,None,None,1,a854e4163751a75c319ccf96479d25cd,0.881334,0.984852,450.0,135.0,758.0,5185.0,735374.0,799970.0
CUDA,BiCGStab,BJ,10,1,0,uc2n481.localdomain,None,None,1,aee6e11f0f8444ca48fae2d1286fefd1,0.880979,0.961427,665.0,135.0,734.0,5213.0,723167.0,789274.0
CUDA,CG,BJ,50,1,0,uc2n481.localdomain,None,16,1,52ad7a5fbfeeeb52b7a66620616cbe73,2.817949,5.100214,6220.0,135.0,117946.0,979932.0,1955374.0,2556004.0
CUDA,CG,BJ,50,1,0,uc2n481.localdomain,None,8,1,b9d0589f93c7ec0f671e5d8355529298,2.810971,4.949569,6260.0,135.0,114791.0,941932.0,1932557.0,2480371.0
CUDA,CG,BJ,50,1,0,uc2n481.localdomain,None,2,1,f97b2d1d658b12243dd7ad95bb76bc17,2.799235,4.952978,6430.0,135.0,117989.0,973865.0,1926763.0,2423094.0
CUDA,CG,BJ,50,1,0,uc2n481.localdomain,None,4,1,758d6bf75f6cee3a447bf40830733983,2.800321,4.927986,6300.0,135.0,116433.0,956439.0,1928221.0,2429451.0
CUDA,CG,BJ,50,1,0,uc2n481.localdomain,None,1,1,0a16d137f61f22da587ff11dabedd416,2.787501,4.968201,7040.0,135.0,116411.0,957371.0,1918959.0,2462430.0
CUDA,BiCGStab,ILU,50,1,0,uc2n481.localdomain,None,None,1,53ef3160361d1ed8965ca21ebe85f0ce,3.187889,8.323264,1730.0,135.0,117141.0,974927.0,2320093.0,5509312.0
CUDA,BiCGStab,NoPrecond,50,1,0,uc2n481.localdomain,None,None,1,2eece3c260a0ec0c3cea78f27be11121,2.835236,5.199905,5360.0,135.0,114218.0,945369.0,1959823.0,2703358.0
CUDA,CG,NoPrecond,50,1,0,uc2n481.localdomain,None,None,1,034b937385e7146dadfccd185c5f1913,2.78119,4.914213,7210.0,135.0,114925.0,947465.0,1912471.0,2429518.0
CUDA,IR,NoPrecond,50,1,0,uc2n481.localdomain,0.1,None,1,395e9ab726197ae6ecc2d5d61abf2c86,2.958626,7.130288,180.0,135.0,115146.0,954888.0,2109305.0,4419211.0
CUDA,IR,NoPrecond,50,1,0,uc2n481.localdomain,0.01,None,1,9b866ffad281d9a4efeb9d9be26e888c,3.172649,9.045638,180.0,135.0,116361.0,967246.0,2308314.0,6121343.0
CUDA,IR,NoPrecond,50,1,0,uc2n481.localdomain,0.05,None,1,0548639321ecd96b675fff07babf35a7,3.080083,7.948192,180.0,135.0,116708.0,961429.0,2193121.0,5132861.0
CUDA,IR,NoPrecond,50,1,0,uc2n481.localdomain,0.001,None,1,2bc5cce1c1da4eb0047af93c2eb6a2fb,3.408857,11.384765,180.0,135.0,116756.0,962782.0,2529428.0,8169961.0
CUDA,CG,ILU,50,1,0,uc2n481.localdomain,None,None,1,080aae4b99232c6c1bb1d2966ec99812,3.0556,7.087395,2340.0,135.0,116526.0,962375.0,2186439.0,4376763.0
CUDA,BiCGStab,BJ,50,1,0,uc2n481.localdomain,None,None,1,1cf5f099516bb57b3701c1cac0c33e78,2.836515,5.224466,4095.0,135.0,114121.0,943390.0,1964041.0,2721521.0
CUDA,CG,BJ,55,1,0,uc2n481.localdomain,None,16,1,414961dd6d9e5f0b9fa4d3346d3092e5,3.547816,6.579871,6560.0,135.0,159411.0,1318019.0,2388423.0,3189341.0
CUDA,CG,BJ,55,1,0,uc2n481.localdomain,None,8,1,4d406e303386d1a1915fdc14823aa35f,3.534214,6.503442,6590.0,135.0,160342.0,1333016.0,2383340.0,3113078.0
CUDA,CG,BJ,55,1,0,uc2n481.localdomain,None,2,1,9f4c0ead792b4a1f2261b9c01260f5ac,3.526642,6.369697,6810.0,135.0,159181.0,1322485.0,2369619.0,3005454.0
CUDA,CG,BJ,55,1,0,uc2n481.localdomain,None,4,1,91ad777387cf778ac3b741271e9294be,3.526209,6.404545,6610.0,135.0,160191.0,1330190.0,2366966.0,3017209.0
CUDA,CG,BJ,55,1,0,uc2n481.localdomain,None,1,1,4abdb9c43696d20da2534cea2e2034bb,3.527139,6.431011,7670.0,135.0,160785.0,1333070.0,2356897.0,3040836.0
CUDA,BiCGStab,ILU,55,1,0,uc2n481.localdomain,None,None,1,cca5aebd4c37bd4cdf87b3c04f4071fc,4.074098,10.96005,1810.0,135.0,160960.0,1340011.0,2895047.0,7122249.0
CUDA,BiCGStab,NoPrecond,55,1,0,uc2n481.localdomain,None,None,1,163135c52e23bd8503b65f4777287ead,3.566286,6.804713,5860.0,135.0,158675.0,1316188.0,2400762.0,3389358.0
CUDA,CG,NoPrecond,55,1,0,uc2n481.localdomain,None,None,1,d36ed51ff446b5f49821898b244b1ee0,3.504443,6.425032,7860.0,135.0,161173.0,1341808.0,2352502.0,3027768.0
CUDA,IR,NoPrecond,55,1,0,uc2n481.localdomain,0.1,None,1,0163f56f35fde3b4c6ba6cb762f747ed,3.746139,9.029349,180.0,135.0,159407.0,1319339.0,2587022.0,5385851.0
CUDA,IR,NoPrecond,55,1,0,uc2n481.localdomain,0.01,None,1,912b9722bd8a70f18ea79253dfcc64dd,3.96339,11.411626,180.0,135.0,158009.0,1305816.0,2806417.0,7519194.0
CUDA,IR,NoPrecond,55,1,0,uc2n481.localdomain,0.05,None,1,9bd9bd7116346882f4b1cbceaad6bf67,3.813153,9.935182,180.0,135.0,157888.0,1314301.0,2681517.0,6182411.0
CUDA,IR,NoPrecond,55,1,0,uc2n481.localdomain,0.001,None,1,4ddef9ed4e88af7ee1df6eb895d7a7c5,4.281914,14.296748,180.0,135.0,162864.0,1368967.0,3120317.0,9976895.0
CUDA,CG,ILU,55,1,0,uc2n481.localdomain,None,None,1,0ca4370c611b24d138b6089ec9987411,3.888068,9.384622,2550.0,135.0,158072.0,1315794.0,2723774.0,5745605.0
CUDA,BiCGStab,BJ,55,1,0,uc2n481.localdomain,None,None,1,42d71f80613ed88621fd66f7d4383997,3.595303,6.839777,4070.0,135.0,158254.0,1312313.0,2470364.0,3421294.0
CUDA,CG,BJ,35,1,0,uc2n481.localdomain,None,16,1,dca3e761d94df5ff025d2b5245d90835,1.537091,2.21922,4080.0,135.0,32225.0,265693.0,1125339.0,1347398.0
CUDA,CG,BJ,35,1,0,uc2n481.localdomain,None,8,1,600d714c8e782b59f4406b54c4c149fe,1.525173,2.189501,4080.0,135.0,32230.0,262697.0,1123222.0,1324791.0
CUDA,CG,BJ,35,1,0,uc2n481.localdomain,None,2,1,267b4d0fb3d032832fd84a5403dadbba,1.525514,2.182328,4210.0,135.0,32019.0,262307.0,1120798.0,1319111.0
CUDA,CG,BJ,35,1,0,uc2n481.localdomain,None,4,1,6e25f8034d48e5eacaa4041852d20e40,1.527539,2.192114,4080.0,135.0,32115.0,262677.0,1132045.0,1328238.0
CUDA,CG,BJ,35,1,0,uc2n481.localdomain,None,1,1,1d77aee66fa32837a9fb64a2043940f7,1.520969,2.227831,4700.0,135.0,32775.0,265515.0,1123252.0,1345982.0
CUDA,BiCGStab,ILU,35,1,0,uc2n481.localdomain,None,None,1,ac9acbe9bbdcf8f14f37b073790c687e,1.657534,3.294702,1190.0,135.0,31960.0,261868.0,1255904.0,2323277.0
CUDA,BiCGStab,NoPrecond,35,1,0,uc2n481.localdomain,None,None,1,bad3522e018d58d485800c33ff951ece,1.534963,2.32118,3450.0,135.0,32221.0,264952.0,1143932.0,1454351.0
CUDA,BiCGStab,NoPrecond,35,1,0,uc2n481.localdomain,None,None,1,9bf24e423ae5c8d9931c574bef78c8c1,1.54174,2.323167,3450.0,135.0,32150.0,264649.0,1140642.0,1456058.0
CUDA,CG,NoPrecond,35,1,0,uc2n481.localdomain,None,None,1,5ef24f119731edea56a6e0075c536ccc,1.526718,2.244047,4830.0,135.0,32377.0,260911.0,1128008.0,1369839.0
CUDA,IR,NoPrecond,35,1,0,uc2n481.localdomain,0.1,None,1,33847f03566e866a1b56b29966f8a739,1.641225,3.608436,180.0,135.0,32671.0,267780.0,1248749.0,2579640.0
CUDA,IR,NoPrecond,35,1,0,uc2n481.localdomain,0.01,None,1,57b53d16a9e3a0fe828a119b231bdd5b,1.750503,4.85069,180.0,135.0,32827.0,266952.0,1363342.0,3673772.0
CUDA,IR,NoPrecond,35,1,0,uc2n481.localdomain,0.05,None,1,8570d89eb24c772713412f39c489391e,1.677548,3.996465,180.0,135.0,33045.0,269021.0,1288549.0,2934187.0
CUDA,IR,NoPrecond,35,1,0,uc2n481.localdomain,0.001,None,1,e14a8c2e705cbf0c9e3ad7d3d2cce638,1.879629,6.181953,180.0,135.0,32894.0,270464.0,1490131.0,4895073.0
CUDA,CG,ILU,35,1,0,uc2n481.localdomain,None,None,1,dd8f610a0489ca3022dcc67c67eaefad,1.603727,2.851608,1560.0,135.0,32155.0,259567.0,1202407.0,1921361.0
CUDA,BiCGStab,BJ,35,1,0,uc2n481.localdomain,None,None,1,b73c337697c44cb6716fc069a2f829fc,1.551399,2.314658,2745.0,135.0,32363.0,265800.0,1144308.0,1444171.0
CUDA,CG,BJ,20,1,0,uc2n481.localdomain,None,16,1,d1cbf98ba13ee342cec86e84577e568d,0.988095,1.169886,2290.0,135.0,5606.0,42825.0,788330.0,896225.0
CUDA,CG,BJ,20,1,0,uc2n481.localdomain,None,8,1,34a55494f08ed26a449c9002834e8add,0.983901,1.174599,2250.0,135.0,5446.0,42535.0,792312.0,902136.0
CUDA,CG,BJ,20,1,0,uc2n481.localdomain,None,2,1,40dfc38c6a0cfa9ec6ab85ee772fbe86,0.987486,1.165808,2310.0,135.0,5601.0,43133.0,784676.0,893286.0
CUDA,CG,BJ,20,1,0,uc2n481.localdomain,None,4,1,d0f15635c068bee6dfbb8bafc98a4c3e,0.98309,1.159406,2200.0,135.0,5426.0,42124.0,785464.0,888862.0
CUDA,CG,BJ,20,1,0,uc2n481.localdomain,None,1,1,b06d4af5142d8a64e964efd6c75ba536,0.983573,1.169713,2480.0,135.0,5413.0,42496.0,783892.0,898624.0
CUDA,BiCGStab,ILU,20,1,0,uc2n481.localdomain,None,None,1,e7dea39b54079974d4294d7415ad4183,1.020281,1.386189,650.0,135.0,5485.0,42392.0,826923.0,1093459.0
CUDA,BiCGStab,NoPrecond,20,1,0,uc2n481.localdomain,None,None,1,22c0a9bc6c00439085e808c3a70893aa,0.99036,1.249138,1995.0,135.0,5417.0,42168.0,798242.0,977411.0
CUDA,CG,NoPrecond,20,1,0,uc2n481.localdomain,None,None,1,c55f5b13fce07a5993badbf8929de0de,0.974451,1.188891,2600.0,135.0,5474.0,42448.0,787085.0,912491.0
CUDA,IR,NoPrecond,20,1,0,uc2n481.localdomain,0.1,None,1,48824409b17ae0c1dc11dc0e05b791b8,1.065015,2.035085,180.0,135.0,5465.0,42592.0,870984.0,1665551.0
CUDA,IR,NoPrecond,20,1,0,uc2n481.localdomain,0.01,None,1,e55264028822efedd16c72db9a50321f,1.134839,2.732011,180.0,135.0,5442.0,42852.0,934798.0,2287862.0
CUDA,IR,NoPrecond,20,1,0,uc2n481.localdomain,0.05,None,1,627020afafa27b2942e33df88c85da7f,1.092446,2.267922,180.0,135.0,5427.0,42672.0,902546.0,1882834.0
CUDA,IR,NoPrecond,20,1,0,uc2n481.localdomain,0.001,None,1,45dd28008129b963d4c079214f082603,1.194108,3.49426,180.0,135.0,5468.0,42432.0,1001454.0,2974708.0
CUDA,CG,ILU,20,1,0,uc2n481.localdomain,None,None,1,1c722d4fbafb44a0dd79e65491954534,1.014773,1.324304,900.0,135.0,5557.0,42849.0,823239.0,1038999.0
CUDA,BiCGStab,BJ,20,1,0,uc2n481.localdomain,None,None,1,c4acc1fb98f9993a8232b437a88830e8,0.982696,1.192513,1505.0,135.0,5494.0,42786.0,789547.0,922543.0
CUDA,CG,BJ,60,1,0,uc2n481.localdomain,None,16,1,e8d08408237bcc24da064961bf48de79,4.342815,8.367888,7000.0,135.0,214392.0,1789967.0,2897890.0,3916537.0
CUDA,CG,BJ,60,1,0,uc2n481.localdomain,None,8,1,03af29b489f5e2f434019d66f6f3eaf6,4.328082,8.199138,7060.0,135.0,213220.0,1778197.0,2871143.0,3778069.0
CUDA,CG,BJ,60,1,0,uc2n481.localdomain,None,2,1,93ee98fbb278df5e380b1b0d727ea404,4.351565,8.135135,7620.0,135.0,214655.0,1781331.0,2872396.0,3719334.0
CUDA,CG,BJ,60,1,0,uc2n481.localdomain,None,4,1,6534aede6ea1a9ca0cb24ce7ef1d8b34,4.319002,8.135454,7200.0,135.0,214266.0,1784027.0,2862642.0,3713711.0
CUDA,CG,BJ,60,1,0,uc2n481.localdomain,None,1,1,6497a2af4ecc8d25522e8cf1f0710c43,4.303641,8.175877,8320.0,135.0,214308.0,1790359.0,2847168.0,3729735.0
CUDA,BiCGStab,ILU,60,1,0,uc2n481.localdomain,None,None,1,f9de91c67b0f31548d93d8f062f56f38,5.009179,13.132258,1710.0,135.0,211767.0,1765496.0,3537300.0,8465078.0
CUDA,BiCGStab,NoPrecond,60,1,0,uc2n481.localdomain,None,None,1,5a477eb282809e26e9dedda9066248a8,4.378893,8.602309,6045.0,135.0,215984.0,1790865.0,2915883.0,4106933.0
CUDA,CG,NoPrecond,60,1,0,uc2n481.localdomain,None,None,1,6567ffe2798632e7915625c626d71fe8,4.313965,8.184546,8510.0,135.0,214696.0,1788947.0,2844419.0,3736028.0
CUDA,IR,NoPrecond,60,1,0,uc2n481.localdomain,0.1,None,1,b8ef5d4c911cc129fdf9d502f569531c,4.57964,11.186209,180.0,135.0,212364.0,1776388.0,3128664.0,6459412.0
CUDA,IR,NoPrecond,60,1,0,uc2n481.localdomain,0.01,None,1,d05191c79990f460f3f73c3f8398881c,4.80849,14.160824,180.0,135.0,214330.0,1783429.0,3354991.0,9098084.0
CUDA,IR,NoPrecond,60,1,0,uc2n481.localdomain,0.05,None,1,74a9f5219137644ba181e7598183eb5c,4.623126,12.273224,180.0,135.0,214048.0,1777323.0,3170958.0,7408060.0
CUDA,IR,NoPrecond,60,1,0,uc2n481.localdomain,0.001,None,1,e61c9767e86f54ec53a70b384ef4eeff,5.214957,17.605225,180.0,135.0,213145.0,1774959.0,3770092.0,12247067.0
CUDA,CG,ILU,60,1,0,uc2n481.localdomain,None,None,1,a9a6826b8c49e7dd80ecd1b76d11267e,4.78647,12.280441,2770.0,135.0,214073.0,1792654.0,3334684.0,7440838.0
CUDA,BiCGStab,BJ,60,1,0,uc2n481.localdomain,None,None,1,10f677cc66ca7bdd9b598ca5651ecc3b,4.397817,8.591908,4415.0,135.0,215751.0,1781560.0,2957388.0,4175959.0
CUDA,CG,BJ,45,1,0,uc2n481.localdomain,None,16,1,7e9c201629944f4079ce90f1e4f0ccb2,2.296781,3.855346,5300.0,135.0,80001.0,653688.0,1606021.0,2033535.0
CUDA,CG,BJ,45,1,0,uc2n481.localdomain,None,8,1,b7ed884b2d436c595921cbbb336b502f,2.293488,3.813888,5290.0,135.0,77713.0,638757.0,1605753.0,2017005.0
CUDA,CG,BJ,45,1,0,uc2n481.localdomain,None,2,1,3f8ba6f0ee894c2745bd63e1eae06e8a,2.292215,3.784663,5440.0,135.0,78614.0,641947.0,1604144.0,1982184.0
CUDA,CG,BJ,45,1,0,uc2n481.localdomain,None,4,1,edf28d27515dfc5e712ffa4c2ae563a0,2.28837,3.78116,5310.0,135.0,78140.0,638417.0,1604639.0,1988743.0
CUDA,CG,BJ,45,1,0,uc2n481.localdomain,None,1,1,b38771dde52e92ec857571d80e45d9f4,2.278578,3.798064,6150.0,135.0,77826.0,633080.0,1595570.0,2000627.0
CUDA,BiCGStab,ILU,45,1,0,uc2n481.localdomain,None,None,1,5e03a5535bbd8d44206b15f97de2d06f,2.559052,6.045529,1560.0,135.0,77903.0,642302.0,1861659.0,4138031.0
CUDA,BiCGStab,NoPrecond,45,1,0,uc2n481.localdomain,None,None,1,d389921df66b21f3aa085a60a76030b3,2.307167,4.006719,4340.0,135.0,80719.0,658713.0,1629431.0,2134854.0
CUDA,CG,NoPrecond,45,1,0,uc2n481.localdomain,None,None,1,a259c0a26c7883e1a38c33bb53944eda,2.273158,3.768027,6340.0,135.0,78216.0,633671.0,1590093.0,1977382.0
CUDA,IR,NoPrecond,45,1,0,uc2n481.localdomain,0.1,None,1,37c1897f4910ee5b2b1e8895c9da78ad,2.452698,5.653948,180.0,135.0,79848.0,647257.0,1766096.0,3643216.0
CUDA,IR,NoPrecond,45,1,0,uc2n481.localdomain,0.01,None,1,1dfb4fa419f88b23177b0d4276e1b589,2.654419,7.498785,180.0,135.0,79608.0,651103.0,1968380.0,5237490.0
CUDA,IR,NoPrecond,45,1,0,uc2n481.localdomain,0.05,None,1,89ac3e0db85557b89375639719c7a90a,2.515707,6.172459,180.0,135.0,78218.0,642601.0,1834561.0,4122656.0
CUDA,IR,NoPrecond,45,1,0,uc2n481.localdomain,0.001,None,1,dc3126b1da469c96dc1f8e9b8cc4982c,2.754178,9.051671,180.0,135.0,78585.0,639054.0,2080293.0,6672201.0
CUDA,CG,ILU,45,1,0,uc2n481.localdomain,None,None,1,5fad8b96ded8755ec85e05c095abf3f1,2.456364,5.252801,2060.0,135.0,78366.0,639364.0,1774683.0,3304352.0
CUDA,BiCGStab,BJ,45,1,0,uc2n481.localdomain,None,None,1,10eedc3796d238942d9a004e9f8f56f7,2.322024,4.056588,3875.0,135.0,79339.0,652585.0,1632430.0,2224736.0
