executor_p,solver_p,preconditioner_p,executor_U,solver_U,preconditioner_U,resolution,omp_threads,mpi_ranks,node,log_id,setup_time,run_time,number_of_iterations_p,number_of_iterations_U,init_linear_solve_p,linear_solve_p,init_linear_solve_U,linear_solve_U
#{'node_data': {'host': 'uc2n531.localdomain\n', 'top': ['top - 21:39:49 up 12:04,  0 users,  load average: 18.12, 20.09, 21.32', 'Tasks: 1023 total,  17 running, 1006 sleeping,   0 stopped,   0 zombie', '%Cpu(s): 19.9 us,  1.2 sy,  0.0 ni, 78.6 id,  0.0 wa,  0.2 hi,  0.1 si,  0.0 st', 'MiB Mem : 193086.6 total, 172304.6 free,  11782.3 used,   8999.7 buff/cache', 'MiB Swap:      0.0 total,      0.0 free,      0.0 used. 180077.4 avail Mem ', '', '    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND', '1025713 ca9551    20   0 3892032 501380 108848 R 100.0   0.3  58:09.05 python3', '1025706 ca9551    20   0 3991048 601064 109000 R  94.1   0.3  58:08.10 python3', '1025707 ca9551    20   0 3889460 500056 109036 R  94.1   0.3  58:05.43 python3', '1025708 ca9551    20   0 3988996 599176 108784 R  94.1   0.3  58:10.45 python3', '1025709 ca9551    20   0 3991052 601080 109044 R  94.1   0.3  58:10.04 python3', '1025710 ca9551    20   0 3990984 600584 108756 R  94.1   0.3  58:08.76 python3', '1025711 ca9551    20   0 3991048 601084 109048 R  94.1   0.3  58:09.18 python3', '1025712 ca9551    20   0 3930168 540144 109008 R  94.1   0.3  58:10.10 python3'], 'uptime': ' 21:39:49 up 12:04,  0 users,  load average: 18.12, 20.09, 21.32\n', 'date': 'Sun Aug  1 21:39:49 CEST 2021\n', 'libOGL.so': '0b4a86185d759ebe2d90ced5681e4036  /home/kit/scc/nq7776/OpenFOAM/nq7776-8/platforms/linux64GccDPInt32Opt/lib/libOGL.so\n'}, 'OBR_REPORT_VERSION': '0.3.0', 'OBR_VERSION': '0.2.0'}
reference,PCG,DIC,Serial,PBiCGStab,DILU,5,1,10,uc2n531.localdomain,0,0.608939,0.607331,0,0,0,0,0,0
reference,PBiCGStab,DIC,Serial,PBiCGStab,DILU,5,1,10,uc2n531.localdomain,8361d8a4080631bed117087b995d14e2,0.620914,0.675458,132.0,125.0,889.0,2056.0,7771.0,8349.0
reference,PBiCGStab,none,Serial,PBiCGStab,DILU,5,1,10,uc2n531.localdomain,dfb2b3ed2e215493fc305faa0665aec7,0.63185,0.671199,204.0,125.0,850.0,3109.0,6513.0,10984.0
reference,PCG,none,Serial,PBiCGStab,DILU,5,1,10,uc2n531.localdomain,4efaf412ef83c8632873eb6536aa0852,0.612161,0.639451,286.0,125.0,903.0,2092.0,7283.0,8944.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,15,1,10,uc2n531.localdomain,8634c896a47ea9a455302b21f12aa521,0.665083,0.832297,534.0,125.0,1092.0,4311.0,9160.0,17167.0
reference,PBiCGStab,DIC,Serial,PBiCGStab,DILU,15,1,10,uc2n531.localdomain,524702ee900de1a93cc6207ef3bbbbbe,0.617179,0.736565,314.0,125.0,1003.0,5363.0,8799.0,19145.0
reference,PBiCGStab,none,Serial,PBiCGStab,DILU,15,1,10,uc2n531.localdomain,e6c22e8caeb630e22184b5777d913d96,0.642658,0.677975,821.0,125.0,1096.0,13453.0,7344.0,34028.0
reference,PCG,none,Serial,PBiCGStab,DILU,15,1,10,uc2n531.localdomain,41736cbf7595f865509a455ae147a363,0.819354,0.678266,1265.0,125.0,1047.0,8914.0,7664.0,28503.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,90,1,10,uc2n531.localdomain,20b9cf3e356fd7b4f2fbda64ead8d17a,2.571447,12.54229,3403.0,125.0,56992.0,1360529.0,898009.0,8472656.0
reference,PBiCGStab,DIC,Serial,PBiCGStab,DILU,90,1,10,uc2n531.localdomain,0887ff5d4883360cafab0681656c5b1e,3.233106,17.294175,2463.0,125.0,54615.0,2066901.0,910264.0,13172035.0
reference,PBiCGStab,none,Serial,PBiCGStab,DILU,90,1,10,uc2n531.localdomain,2dfdba3b1a352f8671cdca185c44593d,4.27306,29.880797,7773.0,125.0,57214.0,3106764.0,902692.0,24506142.0
reference,PCG,none,Serial,PBiCGStab,DILU,90,1,10,uc2n531.localdomain,5826190b2b01cb6ceb673e4ee90ee0af,2.898235,15.687891,8847.0,125.0,54907.0,1726303.0,918686.0,11934007.0
