executor_p,solver_p,preconditioner_p,executor_U,solver_U,preconditioner_U,resolution,omp_threads,mpi_ranks,node,log_id,setup_time,run_time,number_of_iterations_p,number_of_iterations_U,init_linear_solve_p,linear_solve_p,init_linear_solve_U,linear_solve_U
#{'node_data': {'host': 'uc2n412.localdomain\n', 'top': ['top - 09:03:42 up 2 days, 17:14,  0 users,  load average: 7.26, 8.05, 8.58', 'Tasks: 1067 total,   3 running, 1064 sleeping,   0 stopped,   0 zombie', '%Cpu(s):  2.6 us,  0.2 sy,  0.0 ni, 97.1 id,  0.0 wa,  0.1 hi,  0.0 si,  0.0 st', 'MiB Mem :  96318.7 total,  87173.4 free,   5678.5 used,   3466.8 buff/cache', 'MiB Swap:      0.0 total,      0.0 free,      0.0 used.  89842.8 avail Mem ', '', '    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND', ' 273319 xj1272    20   0  709464 104712  31068 R 147.1   0.1   3616:47 python3', ' 272683 xj1272    20   0  654808 157616  40640 R  47.1   0.2   1919:27 c_parba+', ' 272684 xj1272    20   0  387332  86684  39408 S   5.9   0.1   8:32.97 c_parba+', ' 272686 xj1272    20   0  387332  86692  39416 S   5.9   0.1   6:15.64 c_parba+', ' 272689 xj1272    20   0  378988  78500  39440 S   5.9   0.1   7:17.15 c_parba+', ' 272692 xj1272    20   0  370720  70036  39176 S   5.9   0.1   6:44.64 c_parba+', ' 272694 xj1272    20   0  370716  70168  39296 S   5.9   0.1   7:18.23 c_parba+', ' 272700 xj1272    20   0  370716  70160  39332 S   5.9   0.1   7:06.95 c_parba+'], 'uptime': ' 09:03:42 up 2 days, 17:14,  0 users,  load average: 7.26, 8.05, 8.58\n', 'date': 'Mon Aug  2 09:03:43 CEST 2021\n', 'libOGL.so': '0b4a86185d759ebe2d90ced5681e4036  /home/kit/scc/nq7776/OpenFOAM/nq7776-8/platforms/linux64GccDPInt32Opt/lib/libOGL.so\n'}, 'OBR_REPORT_VERSION': '0.3.0', 'OBR_VERSION': '0.2.0'}
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,10,0,uc2n412.localdomain,dcd20ccbe3fdf405d4034f7c4b67dd20,0.088207,0.109134,281.0,125.0,132.0,7467.0,1053.0,25803.0
omp,GKOCG,BJ,Serial,PBiCGStab,DILU,5,10,0,uc2n412.localdomain,00dcb23bad622f0f8faf65cb044b718d,0.086346,0.104146,205.0,125.0,131.0,6639.0,1081.0,21468.0
omp,GKOBiCGStab,none,Serial,PBiCGStab,DILU,5,10,0,uc2n412.localdomain,36eca1f1be8fcdabfaee2a2d12fcdf0c,0.091134,0.111006,156.0,125.0,126.0,8812.0,1069.0,27843.0
omp,GKOBiCGStab,BJ,Serial,PBiCGStab,DILU,5,10,0,uc2n412.localdomain,75cb094bd9673fd58539325d24504013,0.088221,0.104235,101.0,125.0,131.0,7615.0,1057.0,22535.0
omp,GKOIR,none,Serial,PBiCGStab,DILU,5,10,0,uc2n412.localdomain,67d7b03e75be9d25945355b54d3a7e29,0.089979,0.120959,25.0,125.0,131.0,10078.0,1061.0,36586.0
omp,GKOCG,none,Serial,PBiCGStab,DILU,15,10,0,uc2n412.localdomain,09a33cfe143026ea52ebcb69d97cdeff,0.143844,0.318549,1296.0,125.0,1225.0,46987.0,17956.0,178535.0
omp,GKOCG,BJ,Serial,PBiCGStab,DILU,15,10,0,uc2n412.localdomain,229fe1c2f1289c069a9827a026e312e6,0.146145,0.316531,1037.0,125.0,1216.0,48711.0,17971.0,178276.0
omp,GKOBiCGStab,none,Serial,PBiCGStab,DILU,15,10,0,uc2n412.localdomain,ab4decf2caec40d22e40b90950ab2541,0.153031,0.38294,1032.0,125.0,1231.0,58979.0,18097.0,239758.0
omp,GKOBiCGStab,BJ,Serial,PBiCGStab,DILU,15,10,0,uc2n412.localdomain,d8a3c16d2ec6e1bf0146bac42be35e42,0.156479,0.37253,797.0,125.0,1225.0,55394.0,18295.0,230609.0
omp,GKOIR,none,Serial,PBiCGStab,DILU,15,10,0,uc2n412.localdomain,778c7b8887232e08ec4f91ccf3c5ed65,0.146104,0.357858,33.0,125.0,1223.0,52941.0,17931.0,215722.0
omp,GKOCG,none,Serial,PBiCGStab,DILU,90,10,0,uc2n412.localdomain,591e78cc872545a090b62d2930fb4f70,21.131407,105.203062,9255.0,125.0,348194.0,17544104.0,5714012.0,80976251.0
omp,GKOCG,BJ,Serial,PBiCGStab,DILU,90,10,0,uc2n412.localdomain,48518adeb36d2c4de1371ca00350b40a,25.421251,143.775996,8428.0,125.0,354335.0,21399152.0,5760736.0,116043476.0
omp,GKOBiCGStab,none,Serial,PBiCGStab,DILU,90,10,0,uc2n412.localdomain,82a69ae4d6ed10305a64fe00d5e5ac90,26.830577,184.863674,9786.0,125.0,349589.0,23386556.0,5837633.0,154008285.0
omp,GKOBiCGStab,BJ,Serial,PBiCGStab,DILU,90,10,0,uc2n412.localdomain,9c312ddb415977cb48fe7b0d6b268e72,27.961822,217.158815,7076.0,125.0,347357.0,24052020.0,5772056.0,182449216.0
omp,GKOIR,none,Serial,PBiCGStab,DILU,90,10,0,uc2n412.localdomain,f3bf16a5c51f28f04cf04403959ccbbd,21.481476,127.808531,52.0,125.0,349602.0,17883733.0,5841553.0,103569181.0
omp,GKOCG,none,Serial,PBiCGStab,DILU,75,10,0,uc2n412.localdomain,afb689029e1123af9b7fd3105143a16b,11.087365,51.822852,8105.0,125.0,196252.0,8915596.0,3309788.0,41172594.0
omp,GKOCG,BJ,Serial,PBiCGStab,DILU,75,10,0,uc2n412.localdomain,166790cd6c5e9342e6ca470fe44a5180,13.072511,64.467607,6636.0,125.0,197267.0,10814218.0,3244715.0,53222171.0
omp,GKOBiCGStab,none,Serial,PBiCGStab,DILU,75,10,0,uc2n412.localdomain,701551765792c35e0d296e45b52c064e,14.089786,83.857645,7447.0,125.0,194412.0,11974135.0,3282480.0,68910662.0
omp,GKOBiCGStab,BJ,Serial,PBiCGStab,DILU,75,10,0,uc2n412.localdomain,8dcc7903ce533711345f49b863398904,16.855153,115.899527,6644.0,125.0,196168.0,14541290.0,3256727.0,98058696.0
omp,GKOIR,none,Serial,PBiCGStab,DILU,75,10,0,uc2n412.localdomain,f1db2e4f0f21dbc8fcff4661f83ec58c,11.166244,58.74785,47.0,125.0,194689.0,9063617.0,3234572.0,46538906.0
omp,GKOCG,none,Serial,PBiCGStab,DILU,40,10,0,uc2n412.localdomain,e7ee060b6e8018089195834f14ea7b37,1.285105,5.036288,4298.0,125.0,26628.0,925962.0,396931.0,3734949.0
omp,GKOCG,BJ,Serial,PBiCGStab,DILU,40,10,0,uc2n412.localdomain,fbc61528a685dbe4360fda03a1050fd3,1.415898,5.697362,2978.0,125.0,25551.0,1067968.0,400792.0,4294057.0
omp,GKOBiCGStab,none,Serial,PBiCGStab,DILU,40,10,0,uc2n412.localdomain,f568d298fa2a21b294e94c34ffbe4d7e,1.462483,6.912045,3658.0,125.0,25605.0,1091794.0,391966.0,5331391.0
omp,GKOBiCGStab,BJ,Serial,PBiCGStab,DILU,40,10,0,uc2n412.localdomain,25f2260c23fc2b5ff4be615515b81328,1.703162,8.066618,2740.0,125.0,25867.0,1352416.0,409710.0,6619297.0
