executor_p,solver_p,preconditioner_p,executor_U,solver_U,preconditioner_U,resolution,omp_threads,mpi_ranks,node,log_id,setup_time,run_time,number_of_iterations_p,number_of_iterations_U,init_linear_solve_p,linear_solve_p,init_linear_solve_U,linear_solve_U
#{'node_data': {'host': 'uc2n412.localdomain\n', 'top': ['top - 13:04:26 up 2 days, 21:15,  0 users,  load average: 11.22, 13.47, 14.10', 'Tasks: 1068 total,   3 running, 1065 sleeping,   0 stopped,   0 zombie', '%Cpu(s):  2.5 us,  0.2 sy,  0.0 ni, 97.1 id,  0.0 wa,  0.1 hi,  0.1 si,  0.0 st', 'MiB Mem :  96318.7 total,  87067.1 free,   5703.4 used,   3548.2 buff/cache', 'MiB Swap:      0.0 total,      0.0 free,      0.0 used.  89815.9 avail Mem ', '', '    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND', ' 273319 xj1272    20   0  709464 104740  31068 R 118.8   0.1   3930:58 python3', ' 272683 xj1272    20   0  654808 157652  40676 R  87.5   0.2   2084:19 c_parba+', ' 272685 xj1272    20   0  383160  82524  39352 S   6.2   0.1  11:37.63 c_parba+', ' 272687 xj1272    20   0  374816  74368  39412 S   6.2   0.1  11:31.30 c_parba+', ' 272688 xj1272    20   0  378988  78400  39348 S   6.2   0.1  10:01.70 c_parba+', ' 272690 xj1272    20   0  378988  78524  39460 S   6.2   0.1  11:38.58 c_parba+', ' 272693 xj1272    20   0  370716  70096  39240 S   6.2   0.1  11:00.79 c_parba+', ' 272702 xj1272    20   0  370716  70092  39264 S   6.2   0.1  10:40.61 c_parba+'], 'uptime': ' 13:04:26 up 2 days, 21:15,  0 users,  load average: 11.22, 13.47, 14.10\n', 'date': 'Mon Aug  2 13:04:26 CEST 2021\n', 'libOGL.so': '0b4a86185d759ebe2d90ced5681e4036  /home/kit/scc/nq7776/OpenFOAM/nq7776-8/platforms/linux64GccDPInt32Opt/lib/libOGL.so\n'}, 'OBR_REPORT_VERSION': '0.3.0', 'OBR_VERSION': '0.2.0'}
omp,GKOCG,none,Serial,PBiCGStab,DILU,5,20,0,uc2n412.localdomain,f9b2b21063823ad163b06d487973a49d,0.087823,0.116392,281.0,125.0,131.0,11078.0,1206.0,32100.0
omp,GKOCG,BJ,Serial,PBiCGStab,DILU,5,20,0,uc2n412.localdomain,ac5fc862e0362ee87a7e36cddc7b76e7,0.097957,0.119204,205.0,125.0,130.0,16798.0,1199.0,33576.0
omp,GKOBiCGStab,none,Serial,PBiCGStab,DILU,5,20,0,uc2n412.localdomain,d07ef64cac6e01c8d0143ede38192d84,0.100775,0.125031,154.0,125.0,128.0,15842.0,1360.0,39958.0
omp,GKOBiCGStab,BJ,Serial,PBiCGStab,DILU,5,20,0,uc2n412.localdomain,ba58658672210db33b15498fc21fd443,0.092084,0.11368,96.0,125.0,130.0,13083.0,1218.0,30226.0
omp,GKOIR,none,Serial,PBiCGStab,DILU,5,20,0,uc2n412.localdomain,0914bb238d9c9a7c207b051fbc3bc1c2,0.090495,0.132542,25.0,125.0,130.0,15932.0,1190.0,47661.0
omp,GKOCG,none,Serial,PBiCGStab,DILU,15,20,0,uc2n412.localdomain,7f42c3b1b301674d42ad4c381c51e9ef,0.145933,0.351202,1296.0,125.0,1232.0,55722.0,20036.0,209998.0
omp,GKOCG,BJ,Serial,PBiCGStab,DILU,15,20,0,uc2n412.localdomain,441241c76c0cd254acb802018a6a64a6,0.149588,0.363258,1037.0,125.0,1180.0,55901.0,23521.0,211193.0
omp,GKOBiCGStab,none,Serial,PBiCGStab,DILU,15,20,0,uc2n412.localdomain,cb9dd538a09063cb9eaf294306f33043,0.159271,0.444015,939.0,125.0,1242.0,78334.0,23643.0,289055.0
omp,GKOBiCGStab,BJ,Serial,PBiCGStab,DILU,15,20,0,uc2n412.localdomain,2da6e835e090ba222986a72778b45eaa,0.161266,0.421095,789.0,125.0,1224.0,64713.0,23656.0,270081.0
