executor_p,solver_p,preconditioner_p,executor_U,solver_U,preconditioner_U,resolution,omp_threads,mpi_ranks,node,log_id,setup_time,run_time,number_of_iterations_p,number_of_iterations_U,init_linear_solve_p,linear_solve_p,init_linear_solve_U,linear_solve_U
#{'node_data': {'host': 'uc2n531.localdomain\n', 'top': ['top - 22:00:33 up 12:25,  0 users,  load average: 18.02, 20.60, 22.40', 'Tasks: 1025 total,  17 running, 1008 sleeping,   0 stopped,   0 zombie', '%Cpu(s): 19.9 us,  0.1 sy,  0.0 ni, 79.8 id,  0.0 wa,  0.1 hi,  0.1 si,  0.0 st', 'MiB Mem : 193086.6 total, 172515.4 free,  11786.1 used,   8785.1 buff/cache', 'MiB Swap:      0.0 total,      0.0 free,      0.0 used. 180071.4 avail Mem ', '', '    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND', '1025708 ca9551    20   0 3989252 543076  52300 R 100.0   0.3  78:42.23 python3', '1025712 ca9551    20   0 3930424 484444  52532 R 100.0   0.2  78:42.33 python3', '1025716 ca9551    20   0 3991300 545576  52632 R 100.0   0.3  78:40.72 python3', '1025717 ca9551    20   0 3991048 545088  52556 R 100.0   0.3  78:39.94 python3', '1025706 ca9551    20   0 3991048 545236  52524 R  94.1   0.3  78:39.87 python3', '1025707 ca9551    20   0 3889972 444244  52552 R  94.1   0.2  78:37.65 python3', '1025709 ca9551    20   0 3991052 545300  52564 R  94.1   0.3  78:42.74 python3', '1025710 ca9551    20   0 3991240 545064  52276 R  94.1   0.3  78:41.11 python3'], 'uptime': ' 22:00:33 up 12:25,  0 users,  load average: 18.02, 20.60, 22.40\n', 'date': 'Sun Aug  1 22:00:33 CEST 2021\n', 'libOGL.so': '0b4a86185d759ebe2d90ced5681e4036  /home/kit/scc/nq7776/OpenFOAM/nq7776-8/platforms/linux64GccDPInt32Opt/lib/libOGL.so\n'}, 'OBR_REPORT_VERSION': '0.3.0', 'OBR_VERSION': '0.2.0'}
reference,PCG,DIC,Serial,PBiCGStab,DILU,5,1,16,uc2n531.localdomain,0,0.758675,0.739992,0,0,0,0,0,0
reference,PBiCGStab,DIC,Serial,PBiCGStab,DILU,5,1,16,uc2n531.localdomain,60a1f381a6ed9e50cce8311ee8e2c797,0.729084,0.757342,115.0,125.0,1081.0,2913.0,9639.0,9187.0
reference,PBiCGStab,none,Serial,PBiCGStab,DILU,5,1,16,uc2n531.localdomain,8ca50e6773ec33dbc9399fc04e6d83ca,0.743553,0.764726,173.0,125.0,1208.0,3211.0,8521.0,11993.0
reference,PCG,none,Serial,PBiCGStab,DILU,5,1,16,uc2n531.localdomain,7d266a5f598d6cfc46aa13cc155f78aa,0.790179,0.754364,282.0,125.0,1011.0,2325.0,8971.0,9923.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,15,1,16,uc2n531.localdomain,be1e8e23a3511f1d7a3ef7103d6dadda,0.746511,0.778512,634.0,125.0,1187.0,5136.0,9169.0,19403.0
reference,PBiCGStab,DIC,Serial,PBiCGStab,DILU,15,1,16,uc2n531.localdomain,32aaf73377afbbf5772c4b872f04d7b2,0.740423,0.823555,422.0,125.0,1225.0,6931.0,8888.0,24807.0
reference,PBiCGStab,none,Serial,PBiCGStab,DILU,15,1,16,uc2n531.localdomain,a9722bdf90a1ffaa652e4817fd84517d,0.745925,0.794488,860.0,125.0,1231.0,13099.0,7867.0,36932.0
reference,PCG,none,Serial,PBiCGStab,DILU,15,1,16,uc2n531.localdomain,6dc9c60f0110e6f706e29ce76dc07919,0.746711,0.78761,1351.0,125.0,1222.0,9902.0,8256.0,30877.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,90,1,16,uc2n531.localdomain,9719ea4a8e59b702c309c86468ba9348,2.479251,13.527593,4517.0,125.0,56886.0,1266458.0,940586.0,9830331.0
reference,PBiCGStab,DIC,Serial,PBiCGStab,DILU,90,1,16,uc2n531.localdomain,cc3b7093853f1fde3756d994bfa03f6d,3.310316,19.959314,3024.0,125.0,56796.0,2113551.0,923805.0,15330033.0
reference,PBiCGStab,none,Serial,PBiCGStab,DILU,90,1,16,uc2n531.localdomain,99e2c5c670af1f9ffc4b524af5fee81c,4.264849,31.631746,8233.0,125.0,56349.0,3036052.0,929246.0,25985047.0
