executor_p,solver_p,preconditioner_p,executor_U,solver_U,preconditioner_U,resolution,omp_threads,mpi_ranks,node,log_id,setup_time,run_time,number_of_iterations_p,number_of_iterations_U,init_linear_solve_p,linear_solve_p,init_linear_solve_U,linear_solve_U
#{'node_data': {'host': 'uc2n531.localdomain\n', 'top': ['top - 21:17:32 up 11:42,  0 users,  load average: 18.58, 19.21, 19.14', 'Tasks: 1027 total,  17 running, 1010 sleeping,   0 stopped,   0 zombie', '%Cpu(s): 19.9 us,  0.1 sy,  0.0 ni, 79.7 id,  0.0 wa,  0.1 hi,  0.1 si,  0.0 st', 'MiB Mem : 193086.6 total, 172196.1 free,  11762.3 used,   9128.2 buff/cache', 'MiB Swap:      0.0 total,      0.0 free,      0.0 used. 180102.2 avail Mem ', '', '    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND', '1025708 ca9551    20   0 3988996 599028 108780 R 100.0   0.3  36:04.72 python3', '1025710 ca9551    20   0 3990728 600152 108756 R 100.0   0.3  36:03.15 python3', '1025712 ca9551    20   0 3930168 539884 109008 R 100.0   0.3  36:04.47 python3', '1025706 ca9551    20   0 3990536 600304 109000 R  94.1   0.3  36:02.94 python3', '1025707 ca9551    20   0 3889204 499508 109036 R  94.1   0.3  36:01.18 python3', '1025709 ca9551    20   0 3990540 600356 109044 R  94.1   0.3  36:04.63 python3', '1025711 ca9551    20   0 3990792 600816 109048 R  94.1   0.3  36:03.67 python3', '1025713 ca9551    20   0 3891776 501248 108848 R  94.1   0.3  36:03.84 python3'], 'uptime': ' 21:17:32 up 11:42,  0 users,  load average: 18.58, 19.21, 19.14\n', 'date': 'Sun Aug  1 21:17:32 CEST 2021\n', 'libOGL.so': '0b4a86185d759ebe2d90ced5681e4036  /home/kit/scc/nq7776/OpenFOAM/nq7776-8/platforms/linux64GccDPInt32Opt/lib/libOGL.so\n'}, 'OBR_REPORT_VERSION': '0.3.0', 'OBR_VERSION': '0.2.0'}
reference,PCG,DIC,Serial,PBiCGStab,DILU,5,1,8,uc2n531.localdomain,0,0.591658,0.634425,0,0,0,0,0,0
reference,PBiCGStab,DIC,Serial,PBiCGStab,DILU,5,1,8,uc2n531.localdomain,1b0563b3e6f37cdfc4628b58ac4c516e,0.583138,0.627532,90.0,125.0,814.0,1843.0,7723.0,6411.0
reference,PBiCGStab,none,Serial,PBiCGStab,DILU,5,1,8,uc2n531.localdomain,0411dd7332d0613d6ef196f7cc0085c2,0.601625,0.60803,178.0,125.0,818.0,3100.0,6276.0,10283.0
reference,PCG,none,Serial,PBiCGStab,DILU,5,1,8,uc2n531.localdomain,8ead0a488da6ec67af4ded52ba8e44ca,0.592183,0.616082,272.0,125.0,836.0,2167.0,7065.0,8527.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,15,1,8,uc2n531.localdomain,467a3edf734ae462edd7b2ea51598c05,0.595883,0.663548,574.0,125.0,954.0,3938.0,9077.0,17710.0
reference,PBiCGStab,DIC,Serial,PBiCGStab,DILU,15,1,8,uc2n531.localdomain,e71964a803086ef306774954b08a6c49,0.593364,0.647433,361.0,125.0,1097.0,6182.0,10830.0,25147.0
reference,PBiCGStab,none,Serial,PBiCGStab,DILU,15,1,8,uc2n531.localdomain,19f2346c4d4591ae4bab330473cf4aca,0.596506,0.677338,891.0,125.0,924.0,11542.0,7262.0,33830.0
reference,PCG,none,Serial,PBiCGStab,DILU,15,1,8,uc2n531.localdomain,de035537011bfd124bfa8aa239543b43,0.61965,0.641783,1324.0,125.0,961.0,7226.0,7944.0,28107.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,90,1,8,uc2n531.localdomain,0b91a0bb5c70ba812dca6e42679722a6,2.841618,13.445334,3188.0,125.0,66108.0,1617830.0,1081981.0,9409588.0
reference,PBiCGStab,DIC,Serial,PBiCGStab,DILU,90,1,8,uc2n531.localdomain,cdc511ad08a57eb526b29a55f71698a6,3.803761,23.935765,2820.0,125.0,66170.0,2542652.0,1101005.0,18401839.0
reference,PBiCGStab,none,Serial,PBiCGStab,DILU,90,1,8,uc2n531.localdomain,66e932368ee5040f3ad8de22670dc784,5.385488,41.832691,9122.0,125.0,65711.0,4105947.0,1075901.0,34642576.0
reference,PCG,none,Serial,PBiCGStab,DILU,90,1,8,uc2n531.localdomain,aed6c11e54dedd00e3ddde4cf8fd811b,3.415197,19.459164,9107.0,125.0,63804.0,2219008.0,1086473.0,14197008.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,75,1,8,uc2n531.localdomain,561b0545f51f5e4a212e91bf6e9ff7c4,1.72557,7.573005,3345.0,125.0,52971.0,853197.0,601931.0,5171258.0
reference,PBiCGStab,DIC,Serial,PBiCGStab,DILU,75,1,8,uc2n531.localdomain,8756762f91a6ac4d5354f8fc22531b35,2.160636,10.649344,2322.0,125.0,36490.0,1151500.0,578984.0,7846310.0
reference,PBiCGStab,none,Serial,PBiCGStab,DILU,75,1,8,uc2n531.localdomain,654fc278d363dee411fce95a23d89b44,2.610103,15.599245,6388.0,125.0,36889.0,1630441.0,581139.0,12252854.0
reference,PCG,none,Serial,PBiCGStab,DILU,75,1,8,uc2n531.localdomain,3cd03e1eea6fd834bf8d7647c093d578,1.784275,8.759245,7400.0,125.0,36558.0,843822.0,578719.0,5905390.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,40,1,8,uc2n531.localdomain,530c26fbf6e61adfb3894227cbafe215,0.713174,1.072005,1444.0,125.0,4790.0,51732.0,62182.0,265363.0
reference,PBiCGStab,DIC,Serial,PBiCGStab,DILU,40,1,8,uc2n531.localdomain,33e943cd439baa4cdfb8f9f4685aadaf,0.708785,1.153158,1027.0,125.0,4757.0,63295.0,62803.0,376805.0
reference,PBiCGStab,none,Serial,PBiCGStab,DILU,40,1,8,uc2n531.localdomain,7db74289536a87247ec4c57a7d69fbee,0.782537,1.481931,3019.0,125.0,4941.0,104294.0,61431.0,651486.0
reference,PCG,none,Serial,PBiCGStab,DILU,40,1,8,uc2n531.localdomain,40441968df331ac26767fd90398c0882,0.7964,1.247459,4404.0,125.0,4814.0,70724.0,63316.0,479946.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,25,1,8,uc2n531.localdomain,05ca3d9996555c907590e7658c75b85f,0.612176,0.687639,605.0,125.0,1687.0,8299.0,19288.0,40151.0
reference,PBiCGStab,DIC,Serial,PBiCGStab,DILU,25,1,8,uc2n531.localdomain,39e346c12b5f3d73feedfc1e8be9b8a9,0.636784,0.714685,415.0,125.0,1695.0,9735.0,19037.0,49164.0
reference,PBiCGStab,none,Serial,PBiCGStab,DILU,25,1,8,uc2n531.localdomain,ae2d6f74b069fb6fe0460f37b69a3cd0,0.599788,0.726845,1023.0,125.0,1762.0,15328.0,18665.0,78292.0
reference,PCG,none,Serial,PBiCGStab,DILU,25,1,8,uc2n531.localdomain,36d2e4b70f3339b04d5eda7a59e00584,0.602305,0.690001,1718.0,125.0,1715.0,10920.0,18548.0,66841.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,65,1,8,uc2n531.localdomain,eaf8dac62c8b4297f936228ceb30a888,1.210252,3.814531,2563.0,125.0,22182.0,337134.0,342974.0,2169769.0
reference,PBiCGStab,DIC,Serial,PBiCGStab,DILU,65,1,8,uc2n531.localdomain,023b9720d4d94605308e142a2c80e904,1.403877,4.640076,1447.0,125.0,22522.0,545120.0,343112.0,2775466.0
reference,PBiCGStab,none,Serial,PBiCGStab,DILU,65,1,8,uc2n531.localdomain,8b42301c93842b2ad9c84820df3e6d29,1.643739,8.997564,6183.0,125.0,22070.0,814365.0,344007.0,6806587.0
reference,PCG,none,Serial,PBiCGStab,DILU,65,1,8,uc2n531.localdomain,8980baf1f2a611865c09907bcc95cca6,1.257746,5.384141,7210.0,125.0,33579.0,485426.0,355895.0,3356833.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,95,1,8,uc2n531.localdomain,bf8d3e1af41e812b6dfc5c15fd9775b1,3.760638,20.477307,4434.0,125.0,79805.0,2265796.0,1298890.0,15634833.0
reference,PBiCGStab,DIC,Serial,PBiCGStab,DILU,95,1,8,uc2n531.localdomain,1b05b55e95abceec6cf59e47c2ee6b92,4.076184,34.580887,3536.0,125.0,80642.0,2601993.0,1295458.0,27464156.0
reference,PBiCGStab,none,Serial,PBiCGStab,DILU,95,1,8,uc2n531.localdomain,bc8245e5d053424bb900d3f3c7f34c36,4.826704,47.302656,9557.0,125.0,72157.0,3421341.0,1165662.0,38923795.0
reference,PCG,none,Serial,PBiCGStab,DILU,95,1,8,uc2n531.localdomain,6b6967d27bac7eda033ce3f0ada567dd,3.957629,27.599092,10925.0,125.0,80658.0,2814938.0,1296885.0,21138455.0
reference,PCG,DIC,Serial,PBiCGStab,DILU,30,1,8,uc2n531.localdomain,71c3643912abd222a3b268ecd26ca385,0.611672,0.781435,848.0,125.0,2414.0,18633.0,28345.0,79078.0
reference,PBiCGStab,DIC,Serial,PBiCGStab,DILU,30,1,8,uc2n531.localdomain,3ed79800acf305d63f18357d4597b367,0.813805,0.775144,698.0,125.0,2323.0,26535.0,27325.0,119771.0
