executor_p,solver_p,preconditioner_p,executor_U,solver_U,preconditioner_U,resolution,processes,node,log_id,setup_time,run_time,number_of_iterations,linear_solve_p,linear_solve_U
#{'node_data': {'host': 'uc2n462.localdomain\n', 'top': ['top - 01:36:57 up 270 days, 11:46,  0 users,  load average: 7.54, 16.48, 18.99', 'Tasks: 1113 total,   2 running, 1111 sleeping,   0 stopped,   0 zombie', '%Cpu(s):  0.6 us,  0.8 sy,  0.0 ni, 98.6 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st', 'MiB Mem : 193086.6 total, 164442.6 free,  21469.9 used,   7174.1 buff/cache', 'MiB Swap:      0.0 total,      0.0 free,      0.0 used. 170143.8 avail Mem ', '', '    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND', '3349841 ul_iik20  20   0   18.6g   9.3g   4708 R 100.0   5.0   1505:13 python3', '   1746 root      20   0  408316  12540   9536 S   6.2   0.0 403:06.99 Network+', '3666669 nq7776    20   0   56772   5348   3632 R   6.2   0.0   0:00.03 top', '      1 root      20   0  243180  11628   8284 S   0.0   0.0   5:58.25 systemd', '      2 root      20   0       0      0      0 S   0.0   0.0   1:23.27 kthreadd', '      3 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_gp', '      4 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_par+', '      6 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+'], 'uptime': ' 01:36:57 up 270 days, 11:46,  0 users,  load average: 7.54, 16.48, 18.99\n', 'libOGL.so': '0b4a86185d759ebe2d90ced5681e4036  /home/kit/scc/nq7776/OpenFOAM/nq7776-8/platforms/linux64GccDPInt32Opt/lib/libOGL.so\n'}, 'OBR_REPORT_VERSION': '0.2.0', 'OBR_VERSION': '0.2.0'}
omp,none,GKOCG,cuda,none,PBiCGStab,5,20,uc2n462.localdomain,9eb3796f9e561b264544bfeb329ec73a,0.21916,0.272894,239,0.0,2.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,20,uc2n462.localdomain,9eb3796f9e561b264544bfeb329ec73a,0.21916,0.346514,239,0.0,2.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,20,uc2n462.localdomain,9eb3796f9e561b264544bfeb329ec73a,0.21916,0.313976,239,0.0,2.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,20,uc2n462.localdomain,9eb3796f9e561b264544bfeb329ec73a,0.21916,0.270409,239,0.0,3.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,20,uc2n462.localdomain,9eb3796f9e561b264544bfeb329ec73a,0.21916,0.273708,239,0.0,2.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,20,uc2n462.localdomain,9eb3796f9e561b264544bfeb329ec73a,0.21916,0.309108,239,0.0,2.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,20,uc2n462.localdomain,9eb3796f9e561b264544bfeb329ec73a,0.21916,0.253639,239,0.0,3.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,20,uc2n462.localdomain,9eb3796f9e561b264544bfeb329ec73a,0.21916,0.274628,239,0.0,2.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,20,uc2n462.localdomain,9eb3796f9e561b264544bfeb329ec73a,0.21916,0.271093,239,0.0,3.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,20,uc2n462.localdomain,9eb3796f9e561b264544bfeb329ec73a,0.21916,0.329923,239,0.0,2.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,20,uc2n462.localdomain,9eb3796f9e561b264544bfeb329ec73a,0.21916,0.344868,239,0.0,3.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,20,uc2n462.localdomain,9eb3796f9e561b264544bfeb329ec73a,0.21916,0.23703,239,0.0,2.0
