executor_p,solver_p,preconditioner_p,executor_U,solver_U,preconditioner_U,resolution,processes,node,log_id,setup_time,run_time,number_of_iterations,linear_solve_p,linear_solve_U
#{'node_data': {'host': 'uc2n479.localdomain\n', 'top': ['top - 01:27:13 up 271 days, 11:48,  0 users,  load average: 3.52, 14.03, 18.17', 'Tasks: 1109 total,   2 running, 1107 sleeping,   0 stopped,   0 zombie', '%Cpu(s):  1.2 us,  0.1 sy,  0.0 ni, 98.6 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st', 'MiB Mem : 193086.6 total, 178195.2 free,   8884.3 used,   6007.1 buff/cache', 'MiB Swap:      0.0 total,      0.0 free,      0.0 used. 182763.2 avail Mem ', '', '    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND', '2294024 uglkv     20   0  908924 420448  12176 R 100.0   0.2 234:56.99 KiT-RT', '2393540 nq7776    20   0   56768   5264   3548 R   6.2   0.0   0:00.02 top', '      1 root      20   0  243208  11884   8528 S   0.0   0.0   2:48.50 systemd', '      2 root      20   0       0      0      0 S   0.0   0.0   1:16.58 kthreadd', '      3 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_gp', '      4 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_par+', '      6 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+', '      9 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 mm_perc+'], 'uptime': ' 01:27:13 up 271 days, 11:48,  0 users,  load average: 3.52, 14.03, 18.17\n', 'libOGL.so': '0b4a86185d759ebe2d90ced5681e4036  /home/kit/scc/nq7776/OpenFOAM/nq7776-8/platforms/linux64GccDPInt32Opt/lib/libOGL.so\n'}, 'OBR_REPORT_VERSION': '0.2.0', 'OBR_VERSION': '0.2.0'}
omp,none,GKOCG,cuda,none,PBiCGStab,5,5,uc2n479.localdomain,a733943a4e7cce7962405e59ba3e1d06,0.197495,0.205608,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,5,uc2n479.localdomain,a733943a4e7cce7962405e59ba3e1d06,0.197495,0.208994,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,5,uc2n479.localdomain,a733943a4e7cce7962405e59ba3e1d06,0.197495,0.205988,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,5,uc2n479.localdomain,a733943a4e7cce7962405e59ba3e1d06,0.197495,0.206918,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,5,uc2n479.localdomain,a733943a4e7cce7962405e59ba3e1d06,0.197495,0.208848,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,5,uc2n479.localdomain,a733943a4e7cce7962405e59ba3e1d06,0.197495,0.205917,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,5,uc2n479.localdomain,a733943a4e7cce7962405e59ba3e1d06,0.197495,0.206025,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,5,uc2n479.localdomain,a733943a4e7cce7962405e59ba3e1d06,0.197495,0.208369,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,5,uc2n479.localdomain,a733943a4e7cce7962405e59ba3e1d06,0.197495,0.210656,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,5,uc2n479.localdomain,a733943a4e7cce7962405e59ba3e1d06,0.197495,0.206182,239,0.0,1.0
