executor_p,solver_p,preconditioner_p,executor_U,solver_U,preconditioner_U,resolution,processes,node,log_id,setup_time,run_time,number_of_iterations,linear_solve_p,linear_solve_U
#{'node_data': {'host': 'uc2n471.localdomain\n', 'top': ['top - 01:01:39 up 271 days, 14:31,  0 users,  load average: 4.22, 14.72, 18.38', 'Tasks: 1074 total,   2 running, 1072 sleeping,   0 stopped,   0 zombie', '%Cpu(s):  1.2 us,  0.2 sy,  0.0 ni, 98.5 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st', 'MiB Mem : 193086.6 total, 174892.7 free,  11526.7 used,   6667.2 buff/cache', 'MiB Swap:      0.0 total,      0.0 free,      0.0 used. 179999.9 avail Mem ', '', '    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND', '2139335 ul_ynt07  20   0 7420596   6.6g  24228 R 100.0   3.5   1447:01 R', '2448783 nq7776    20   0   56636   5324   3608 R  12.5   0.0   0:00.03 top', '      1 root      20   0  243196  11852   8496 S   0.0   0.0   3:11.29 systemd', '      2 root      20   0       0      0      0 S   0.0   0.0   1:39.12 kthreadd', '      3 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_gp', '      4 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_par+', '      6 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+', '      9 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 mm_perc+'], 'uptime': ' 01:01:39 up 271 days, 14:31,  0 users,  load average: 4.22, 14.72, 18.38\n', 'libOGL.so': '0b4a86185d759ebe2d90ced5681e4036  /home/kit/scc/nq7776/OpenFOAM/nq7776-8/platforms/linux64GccDPInt32Opt/lib/libOGL.so\n'}, 'OBR_REPORT_VERSION': '0.2.0', 'OBR_VERSION': '0.2.0'}
omp,none,GKOCG,cuda,none,PBiCGStab,5,1,uc2n471.localdomain,bc73d3328259be9f9a95bd9e3939de15,0.198854,0.207302,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,1,uc2n471.localdomain,bc73d3328259be9f9a95bd9e3939de15,0.198854,0.210785,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,1,uc2n471.localdomain,bc73d3328259be9f9a95bd9e3939de15,0.198854,0.206758,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,1,uc2n471.localdomain,bc73d3328259be9f9a95bd9e3939de15,0.198854,0.208987,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,1,uc2n471.localdomain,bc73d3328259be9f9a95bd9e3939de15,0.198854,0.209087,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,1,uc2n471.localdomain,bc73d3328259be9f9a95bd9e3939de15,0.198854,0.210738,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,1,uc2n471.localdomain,bc73d3328259be9f9a95bd9e3939de15,0.198854,0.210235,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,1,uc2n471.localdomain,bc73d3328259be9f9a95bd9e3939de15,0.198854,0.206394,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,1,uc2n471.localdomain,bc73d3328259be9f9a95bd9e3939de15,0.198854,0.208547,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,1,uc2n471.localdomain,bc73d3328259be9f9a95bd9e3939de15,0.198854,0.209555,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,1,uc2n471.localdomain,bc73d3328259be9f9a95bd9e3939de15,0.198854,0.208911,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,1,uc2n471.localdomain,bc73d3328259be9f9a95bd9e3939de15,0.198854,0.208955,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,1,uc2n471.localdomain,bc73d3328259be9f9a95bd9e3939de15,0.198854,0.208415,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,1,uc2n471.localdomain,bc73d3328259be9f9a95bd9e3939de15,0.198854,0.209174,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,1,uc2n471.localdomain,bc73d3328259be9f9a95bd9e3939de15,0.198854,0.208326,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,1,uc2n471.localdomain,bc73d3328259be9f9a95bd9e3939de15,0.198854,0.20876,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,1,uc2n471.localdomain,bc73d3328259be9f9a95bd9e3939de15,0.198854,0.209432,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,1,uc2n471.localdomain,bc73d3328259be9f9a95bd9e3939de15,0.198854,0.209181,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,1,uc2n471.localdomain,bc73d3328259be9f9a95bd9e3939de15,0.198854,0.220171,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,1,uc2n471.localdomain,bc73d3328259be9f9a95bd9e3939de15,0.198854,0.209621,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,1,uc2n471.localdomain,bc73d3328259be9f9a95bd9e3939de15,0.198854,0.208772,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,1,uc2n471.localdomain,bc73d3328259be9f9a95bd9e3939de15,0.198854,0.209139,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,1,uc2n471.localdomain,bc73d3328259be9f9a95bd9e3939de15,0.198854,0.207223,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,1,uc2n471.localdomain,bc73d3328259be9f9a95bd9e3939de15,0.198854,0.20918,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,1,uc2n471.localdomain,bc73d3328259be9f9a95bd9e3939de15,0.198854,0.212021,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,1,uc2n471.localdomain,bc73d3328259be9f9a95bd9e3939de15,0.198854,0.21072,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,1,uc2n471.localdomain,bc73d3328259be9f9a95bd9e3939de15,0.198854,0.209833,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,1,uc2n471.localdomain,bc73d3328259be9f9a95bd9e3939de15,0.198854,0.210156,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,1,uc2n471.localdomain,bc73d3328259be9f9a95bd9e3939de15,0.198854,0.20677,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,1,uc2n471.localdomain,bc73d3328259be9f9a95bd9e3939de15,0.198854,0.209302,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,1,uc2n471.localdomain,bc73d3328259be9f9a95bd9e3939de15,0.198854,0.209189,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,1,uc2n471.localdomain,bc73d3328259be9f9a95bd9e3939de15,0.198854,0.209448,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,1,uc2n471.localdomain,bc73d3328259be9f9a95bd9e3939de15,0.198854,0.208573,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,1,uc2n471.localdomain,bc73d3328259be9f9a95bd9e3939de15,0.198854,0.210985,239,0.0,1.0
