executor_p,solver_p,preconditioner_p,executor_U,solver_U,preconditioner_U,resolution,processes,node,log_id,setup_time,run_time,number_of_iterations,linear_solve_p,linear_solve_U
#{'node_data': {'host': 'uc2n450.localdomain\n', 'top': ['top - 01:36:57 up 271 days, 14:21,  0 users,  load average: 4.70, 15.19, 18.74', 'Tasks: 1087 total,   3 running, 1084 sleeping,   0 stopped,   0 zombie', '%Cpu(s):  1.3 us,  0.1 sy,  0.0 ni, 98.5 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st', 'MiB Mem :  96318.7 total,  75210.6 free,  14594.0 used,   6514.2 buff/cache', 'MiB Swap:      0.0 total,      0.0 free,      0.0 used.  79112.0 avail Mem ', '', '    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND', '3905182 st_st14+  20   0 6121692   4.8g   4240 R 100.0   5.1   3157:07 ed', '      1 root      20   0  243200  11680   8316 S   0.0   0.0   3:23.98 systemd', '      2 root      20   0       0      0      0 S   0.0   0.0   1:00.83 kthreadd', '      3 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_gp', '      4 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_par+', '      6 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+', '      9 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 mm_perc+', '     10 root      20   0       0      0      0 S   0.0   0.0  30:44.43 ksoftir+'], 'uptime': ' 01:36:57 up 271 days, 14:21,  0 users,  load average: 4.70, 15.19, 18.74\n', 'libOGL.so': '0b4a86185d759ebe2d90ced5681e4036  /home/kit/scc/nq7776/OpenFOAM/nq7776-8/platforms/linux64GccDPInt32Opt/lib/libOGL.so\n'}, 'OBR_REPORT_VERSION': '0.2.0', 'OBR_VERSION': '0.2.0'}
omp,none,GKOCG,cuda,none,PBiCGStab,5,16,uc2n450.localdomain,575f49ff54a5e0011331b1224a672b12,0.201309,0.214496,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,16,uc2n450.localdomain,575f49ff54a5e0011331b1224a672b12,0.201309,0.223159,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,16,uc2n450.localdomain,575f49ff54a5e0011331b1224a672b12,0.201309,0.233176,239,0.0,2.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,16,uc2n450.localdomain,575f49ff54a5e0011331b1224a672b12,0.201309,0.227467,239,0.0,2.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,16,uc2n450.localdomain,575f49ff54a5e0011331b1224a672b12,0.201309,0.227866,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,16,uc2n450.localdomain,575f49ff54a5e0011331b1224a672b12,0.201309,0.221178,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,16,uc2n450.localdomain,575f49ff54a5e0011331b1224a672b12,0.201309,0.22298,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,16,uc2n450.localdomain,575f49ff54a5e0011331b1224a672b12,0.201309,0.2273,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,16,uc2n450.localdomain,575f49ff54a5e0011331b1224a672b12,0.201309,0.229932,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,16,uc2n450.localdomain,575f49ff54a5e0011331b1224a672b12,0.201309,0.232109,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,16,uc2n450.localdomain,575f49ff54a5e0011331b1224a672b12,0.201309,0.226971,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,16,uc2n450.localdomain,575f49ff54a5e0011331b1224a672b12,0.201309,0.221915,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,16,uc2n450.localdomain,575f49ff54a5e0011331b1224a672b12,0.201309,0.230565,239,0.0,2.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,16,uc2n450.localdomain,575f49ff54a5e0011331b1224a672b12,0.201309,0.221631,239,0.0,1.0
