executor_p,solver_p,preconditioner_p,executor_U,solver_U,preconditioner_U,resolution,processes,node,log_id,setup_time,run_time,number_of_iterations,linear_solve_p,linear_solve_U
#{'node_data': {'host': 'uc2n544.localdomain\n', 'top': ['top - 01:29:49 up 267 days, 20:23,  0 users,  load average: 6.46, 16.93, 20.39', 'Tasks: 1092 total,   4 running, 1088 sleeping,   0 stopped,   0 zombie', '%Cpu(s):  2.9 us,  1.0 sy,  0.0 ni, 96.0 id,  0.0 wa,  0.1 hi,  0.0 si,  0.0 st', 'MiB Mem : 193086.6 total, 149246.4 free,  28414.8 used,  15425.4 buff/cache', 'MiB Swap:      0.0 total,      0.0 free,      0.0 used. 163281.7 avail Mem ', '', '    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND', ' 346098 ul_iik20  20   0   22.3g  10.4g   4756 R 100.0   5.5   1499:08 python3', ' 786607 ul_ynt07  20   0 6780860   6.1g  25224 R 100.0   3.2  33:32.75 R', ' 789502 ul_ynt07  20   0 6780856   6.1g  25956 R 100.0   3.2  33:12.63 R', ' 811773 nq7776    20   0   56784   5272   3548 R  12.5   0.0   0:00.03 top', '      1 root      20   0   95592  11736   8484 S   0.0   0.0   2:29.21 systemd', '      2 root      20   0       0      0      0 S   0.0   0.0   1:50.56 kthreadd', '      3 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_gp', '      4 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_par+'], 'uptime': ' 01:29:49 up 267 days, 20:23,  0 users,  load average: 6.46, 16.93, 20.39\n', 'libOGL.so': '0b4a86185d759ebe2d90ced5681e4036  /home/kit/scc/nq7776/OpenFOAM/nq7776-8/platforms/linux64GccDPInt32Opt/lib/libOGL.so\n'}, 'OBR_REPORT_VERSION': '0.2.0', 'OBR_VERSION': '0.2.0'}
omp,none,GKOCG,cuda,none,PBiCGStab,5,8,uc2n544.localdomain,f6d7d9881b92acfe86ad5ad3da61a4a9,0.204849,0.223543,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,8,uc2n544.localdomain,f6d7d9881b92acfe86ad5ad3da61a4a9,0.204849,0.229922,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,8,uc2n544.localdomain,f6d7d9881b92acfe86ad5ad3da61a4a9,0.204849,0.223094,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,8,uc2n544.localdomain,f6d7d9881b92acfe86ad5ad3da61a4a9,0.204849,0.226835,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,8,uc2n544.localdomain,f6d7d9881b92acfe86ad5ad3da61a4a9,0.204849,0.228508,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,8,uc2n544.localdomain,f6d7d9881b92acfe86ad5ad3da61a4a9,0.204849,0.221311,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,8,uc2n544.localdomain,f6d7d9881b92acfe86ad5ad3da61a4a9,0.204849,0.218359,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,8,uc2n544.localdomain,f6d7d9881b92acfe86ad5ad3da61a4a9,0.204849,0.219494,239,0.0,2.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,8,uc2n544.localdomain,f6d7d9881b92acfe86ad5ad3da61a4a9,0.204849,0.217818,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,8,uc2n544.localdomain,f6d7d9881b92acfe86ad5ad3da61a4a9,0.204849,0.217869,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,8,uc2n544.localdomain,f6d7d9881b92acfe86ad5ad3da61a4a9,0.204849,0.218174,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,8,uc2n544.localdomain,f6d7d9881b92acfe86ad5ad3da61a4a9,0.204849,0.219053,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,8,uc2n544.localdomain,f6d7d9881b92acfe86ad5ad3da61a4a9,0.204849,0.217962,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,8,uc2n544.localdomain,f6d7d9881b92acfe86ad5ad3da61a4a9,0.204849,0.222114,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,8,uc2n544.localdomain,f6d7d9881b92acfe86ad5ad3da61a4a9,0.204849,0.225852,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,8,uc2n544.localdomain,f6d7d9881b92acfe86ad5ad3da61a4a9,0.204849,0.227325,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,8,uc2n544.localdomain,f6d7d9881b92acfe86ad5ad3da61a4a9,0.204849,0.225841,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,8,uc2n544.localdomain,f6d7d9881b92acfe86ad5ad3da61a4a9,0.204849,0.222288,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,8,uc2n544.localdomain,f6d7d9881b92acfe86ad5ad3da61a4a9,0.204849,0.228038,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,8,uc2n544.localdomain,f6d7d9881b92acfe86ad5ad3da61a4a9,0.204849,0.221918,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,8,uc2n544.localdomain,f6d7d9881b92acfe86ad5ad3da61a4a9,0.204849,0.215438,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,8,uc2n544.localdomain,f6d7d9881b92acfe86ad5ad3da61a4a9,0.204849,0.215828,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,8,uc2n544.localdomain,f6d7d9881b92acfe86ad5ad3da61a4a9,0.204849,0.216663,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,8,uc2n544.localdomain,f6d7d9881b92acfe86ad5ad3da61a4a9,0.204849,0.220029,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,8,uc2n544.localdomain,f6d7d9881b92acfe86ad5ad3da61a4a9,0.204849,0.216275,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,8,uc2n544.localdomain,f6d7d9881b92acfe86ad5ad3da61a4a9,0.204849,0.216533,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,8,uc2n544.localdomain,f6d7d9881b92acfe86ad5ad3da61a4a9,0.204849,0.216529,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,8,uc2n544.localdomain,f6d7d9881b92acfe86ad5ad3da61a4a9,0.204849,0.217961,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,8,uc2n544.localdomain,f6d7d9881b92acfe86ad5ad3da61a4a9,0.204849,0.216324,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,8,uc2n544.localdomain,f6d7d9881b92acfe86ad5ad3da61a4a9,0.204849,0.214498,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,8,uc2n544.localdomain,f6d7d9881b92acfe86ad5ad3da61a4a9,0.204849,0.216964,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,8,uc2n544.localdomain,f6d7d9881b92acfe86ad5ad3da61a4a9,0.204849,0.221986,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,8,uc2n544.localdomain,f6d7d9881b92acfe86ad5ad3da61a4a9,0.204849,0.228086,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,8,uc2n544.localdomain,f6d7d9881b92acfe86ad5ad3da61a4a9,0.204849,0.219579,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,8,uc2n544.localdomain,f6d7d9881b92acfe86ad5ad3da61a4a9,0.204849,0.225196,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,8,uc2n544.localdomain,f6d7d9881b92acfe86ad5ad3da61a4a9,0.204849,0.224617,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,8,uc2n544.localdomain,f6d7d9881b92acfe86ad5ad3da61a4a9,0.204849,0.218436,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,8,uc2n544.localdomain,f6d7d9881b92acfe86ad5ad3da61a4a9,0.204849,0.216613,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,8,uc2n544.localdomain,f6d7d9881b92acfe86ad5ad3da61a4a9,0.204849,0.215858,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,8,uc2n544.localdomain,f6d7d9881b92acfe86ad5ad3da61a4a9,0.204849,0.215324,239,0.0,1.0
