executor_p,solver_p,preconditioner_p,executor_U,solver_U,preconditioner_U,resolution,processes,node,log_id,setup_time,run_time,number_of_iterations,linear_solve_p,linear_solve_U
#{'node_data': {'host': 'uc2n426.localdomain\n', 'top': ['top - 01:41:37 up 267 days,  7:27,  0 users,  load average: 1.53, 4.60, 7.13', 'Tasks: 1118 total,   2 running, 1116 sleeping,   0 stopped,   0 zombie', '%Cpu(s):  1.3 us,  0.1 sy,  0.0 ni, 98.6 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st', 'MiB Mem :  96318.7 total,  32959.6 free,   8930.9 used,  54428.2 buff/cache', 'MiB Swap:      0.0 total,      0.0 free,      0.0 used.  38347.2 avail Mem ', '', '    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND', '3525541 st_st14+  20   0 6121692   4.8g   4080 R 100.0   5.1   3275:31 ed', ' 381194 nq7776    20   0   56764   5488   3636 R  12.5   0.0   0:00.03 top', '      1 root      20   0  243200  11876   8516 S   0.0   0.0   4:36.54 systemd', '      2 root      20   0       0      0      0 S   0.0   0.0   1:12.61 kthreadd', '      3 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_gp', '      4 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_par+', '      6 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+', '      9 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 mm_perc+'], 'uptime': ' 01:41:37 up 267 days,  7:27,  0 users,  load average: 1.53, 4.60, 7.13\n', 'libOGL.so': '0b4a86185d759ebe2d90ced5681e4036  /home/kit/scc/nq7776/OpenFOAM/nq7776-8/platforms/linux64GccDPInt32Opt/lib/libOGL.so\n'}, 'OBR_REPORT_VERSION': '0.2.0', 'OBR_VERSION': '0.2.0'}
omp,none,GKOCG,cuda,none,PBiCGStab,5,40,uc2n426.localdomain,dc70fcbcd4257986b89a9241c6f0e8c2,0.692623,0.444032,239,0.0,4.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,40,uc2n426.localdomain,dc70fcbcd4257986b89a9241c6f0e8c2,0.692623,19.255378,239,0.0,2298.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,40,uc2n426.localdomain,dc70fcbcd4257986b89a9241c6f0e8c2,0.692623,0.411129,239,0.0,5.0
omp,BJ,GKOCG,cuda,none,PBiCGStab,5,40,uc2n426.localdomain,093c8067e8532b8b4a9fd891100a1e98,0.336631,4.60335,0,0,0
omp,BJ,GKOCG,cuda,none,PBiCGStab,5,40,uc2n426.localdomain,093c8067e8532b8b4a9fd891100a1e98,0.336631,0.328765,0,0,0
omp,BJ,GKOCG,cuda,none,PBiCGStab,5,40,uc2n426.localdomain,093c8067e8532b8b4a9fd891100a1e98,0.336631,4.667724,0,0,0
omp,BJ,GKOCG,cuda,none,PBiCGStab,5,40,uc2n426.localdomain,093c8067e8532b8b4a9fd891100a1e98,0.336631,4.63149,0,0,0
omp,BJ,GKOCG,cuda,none,PBiCGStab,5,40,uc2n426.localdomain,093c8067e8532b8b4a9fd891100a1e98,0.336631,0.374155,0,0,0
omp,BJ,GKOCG,cuda,none,PBiCGStab,5,40,uc2n426.localdomain,093c8067e8532b8b4a9fd891100a1e98,0.336631,0.317836,0,0,0
omp,BJ,GKOCG,cuda,none,PBiCGStab,5,40,uc2n426.localdomain,093c8067e8532b8b4a9fd891100a1e98,0.336631,4.610319,0,0,0
omp,BJ,GKOCG,cuda,none,PBiCGStab,5,40,uc2n426.localdomain,093c8067e8532b8b4a9fd891100a1e98,0.336631,4.633088,0,0,0
