executor_p,solver_p,preconditioner_p,executor_U,solver_U,preconditioner_U,resolution,processes,node,log_id,setup_time,run_time,number_of_iterations,linear_solve_p,linear_solve_U
#{'node_data': {'host': 'uc2n530.localdomain\n', 'top': ['top - 01:21:42 up 270 days, 14:09,  0 users,  load average: 3.68, 3.92, 4.33', 'Tasks: 1128 total,   4 running, 1124 sleeping,   0 stopped,   0 zombie', '%Cpu(s):  3.7 us,  0.2 sy,  0.0 ni, 96.0 id,  0.0 wa,  0.0 hi,  0.1 si,  0.0 st', 'MiB Mem : 193086.6 total, 167903.7 free,  15665.4 used,   9517.6 buff/cache', 'MiB Swap:      0.0 total,      0.0 free,      0.0 used. 176031.2 avail Mem ', '', '    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND', '2325057 ca9551    20   0 6610148   3.0g  19364 R 106.2   1.6 514:40.11 python3', '2325058 ca9551    20   0 7583944   3.8g  19236 R 106.2   2.0 514:40.58 python3', '2325059 ca9551    20   0 6752036   3.1g  19540 R 100.0   1.6 514:45.42 python3', '2377241 nq7776    20   0   56768   5316   3596 R  12.5   0.0   0:00.03 top', '      1 root      20   0   95692  11744   8492 S   0.0   0.0   3:34.99 systemd', '      2 root      20   0       0      0      0 S   0.0   0.0   1:51.76 kthreadd', '      3 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_gp', '      4 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_par+'], 'uptime': ' 01:21:42 up 270 days, 14:09,  0 users,  load average: 3.68, 3.92, 4.33\n', 'libOGL.so': '0b4a86185d759ebe2d90ced5681e4036  /home/kit/scc/nq7776/OpenFOAM/nq7776-8/platforms/linux64GccDPInt32Opt/lib/libOGL.so\n'}, 'OBR_REPORT_VERSION': '0.2.0', 'OBR_VERSION': '0.2.0'}
omp,none,GKOCG,cuda,none,PBiCGStab,5,2,uc2n530.localdomain,a5ee04d90a7ce831b3fdf68ddb76d4be,0.212683,0.221306,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,2,uc2n530.localdomain,a5ee04d90a7ce831b3fdf68ddb76d4be,0.212683,0.221624,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,2,uc2n530.localdomain,a5ee04d90a7ce831b3fdf68ddb76d4be,0.212683,0.212873,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,2,uc2n530.localdomain,a5ee04d90a7ce831b3fdf68ddb76d4be,0.212683,0.21079,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,2,uc2n530.localdomain,a5ee04d90a7ce831b3fdf68ddb76d4be,0.212683,0.217701,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,2,uc2n530.localdomain,a5ee04d90a7ce831b3fdf68ddb76d4be,0.212683,0.221643,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,2,uc2n530.localdomain,a5ee04d90a7ce831b3fdf68ddb76d4be,0.212683,0.222425,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,2,uc2n530.localdomain,a5ee04d90a7ce831b3fdf68ddb76d4be,0.212683,0.219256,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,2,uc2n530.localdomain,a5ee04d90a7ce831b3fdf68ddb76d4be,0.212683,0.21802,239,0.0,1.0
