executor_p,solver_p,preconditioner_p,executor_U,solver_U,preconditioner_U,resolution,processes,node,log_id,setup_time,run_time,number_of_iterations,linear_solve_p,linear_solve_U
#{'node_data': {'host': 'uc2n473.localdomain\n', 'top': ['top - 01:31:21 up 267 days, 20:24,  0 users,  load average: 3.46, 3.82, 4.07', 'Tasks: 1093 total,   4 running, 1089 sleeping,   0 stopped,   0 zombie', '%Cpu(s):  3.3 us,  0.6 sy,  0.0 ni, 96.0 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st', 'MiB Mem : 193086.6 total, 156807.8 free,  17157.8 used,  19121.0 buff/cache', 'MiB Swap:      0.0 total,      0.0 free,      0.0 used. 174530.5 avail Mem ', '', '    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND', ' 929821 ca9551    20   0 6782320   3.1g  19144 R 100.0   1.7 508:42.77 python3', ' 929823 ca9551    20   0 7612912   3.9g  19280 R 100.0   2.1 508:44.38 python3', ' 929826 ca9551    20   0 6997396   3.3g  19156 R 100.0   1.8 508:51.52 python3', ' 985790 nq7776    20   0   56784   5296   3580 R   5.9   0.0   0:00.03 top', '      1 root      20   0   95688  11540   8288 S   0.0   0.0   4:58.81 systemd', '      2 root      20   0       0      0      0 S   0.0   0.0   1:15.21 kthreadd', '      3 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_gp', '      4 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_par+'], 'uptime': ' 01:31:21 up 267 days, 20:24,  0 users,  load average: 3.46, 3.82, 4.07\n', 'libOGL.so': '0b4a86185d759ebe2d90ced5681e4036  /home/kit/scc/nq7776/OpenFOAM/nq7776-8/platforms/linux64GccDPInt32Opt/lib/libOGL.so\n'}, 'OBR_REPORT_VERSION': '0.2.0', 'OBR_VERSION': '0.2.0'}
omp,none,GKOCG,cuda,none,PBiCGStab,5,10,uc2n473.localdomain,3164d382d5210819b4c6904345cbb7d8,0.215581,0.231294,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,10,uc2n473.localdomain,3164d382d5210819b4c6904345cbb7d8,0.215581,0.232385,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,10,uc2n473.localdomain,3164d382d5210819b4c6904345cbb7d8,0.215581,0.271354,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,10,uc2n473.localdomain,3164d382d5210819b4c6904345cbb7d8,0.215581,0.230627,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,10,uc2n473.localdomain,3164d382d5210819b4c6904345cbb7d8,0.215581,0.26909,239,0.0,2.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,10,uc2n473.localdomain,3164d382d5210819b4c6904345cbb7d8,0.215581,0.229533,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,10,uc2n473.localdomain,3164d382d5210819b4c6904345cbb7d8,0.215581,0.258959,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,10,uc2n473.localdomain,3164d382d5210819b4c6904345cbb7d8,0.215581,0.256757,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,10,uc2n473.localdomain,3164d382d5210819b4c6904345cbb7d8,0.215581,0.267858,239,0.0,2.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,10,uc2n473.localdomain,3164d382d5210819b4c6904345cbb7d8,0.215581,0.233689,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,10,uc2n473.localdomain,3164d382d5210819b4c6904345cbb7d8,0.215581,0.228962,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,10,uc2n473.localdomain,3164d382d5210819b4c6904345cbb7d8,0.215581,0.258799,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,10,uc2n473.localdomain,3164d382d5210819b4c6904345cbb7d8,0.215581,0.232952,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,10,uc2n473.localdomain,3164d382d5210819b4c6904345cbb7d8,0.215581,0.229203,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,10,uc2n473.localdomain,3164d382d5210819b4c6904345cbb7d8,0.215581,0.228027,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,10,uc2n473.localdomain,3164d382d5210819b4c6904345cbb7d8,0.215581,0.276543,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,10,uc2n473.localdomain,3164d382d5210819b4c6904345cbb7d8,0.215581,0.234804,239,0.0,2.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,10,uc2n473.localdomain,3164d382d5210819b4c6904345cbb7d8,0.215581,0.273623,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,10,uc2n473.localdomain,3164d382d5210819b4c6904345cbb7d8,0.215581,0.266328,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,10,uc2n473.localdomain,3164d382d5210819b4c6904345cbb7d8,0.215581,0.271102,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,10,uc2n473.localdomain,3164d382d5210819b4c6904345cbb7d8,0.215581,0.226929,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,10,uc2n473.localdomain,3164d382d5210819b4c6904345cbb7d8,0.215581,0.228873,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,10,uc2n473.localdomain,3164d382d5210819b4c6904345cbb7d8,0.215581,0.264486,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,10,uc2n473.localdomain,3164d382d5210819b4c6904345cbb7d8,0.215581,0.304988,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,10,uc2n473.localdomain,3164d382d5210819b4c6904345cbb7d8,0.215581,0.237179,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,10,uc2n473.localdomain,3164d382d5210819b4c6904345cbb7d8,0.215581,0.230337,239,0.0,1.0
omp,none,GKOCG,cuda,none,PBiCGStab,5,10,uc2n473.localdomain,3164d382d5210819b4c6904345cbb7d8,0.215581,0.302964,239,0.0,2.0
