backend,executor,solver-p,preconditioner,resolution,processes,run_time,success,number_of_iterations
GKO,cuda,BiCGStab,none,32,1,3.16443,1,2100
GKO,cuda,BiCGStab,none,32,1,3.16862,1,2100
GKO,cuda,BiCGStab,none,32,1,3.172801,1,2100
GKO,cuda,BiCGStab,none,32,1,3.149572,1,2100
GKO,cuda,BiCGStab,none,32,1,3.163197,1,2100
GKO,cuda,BiCGStab,none,32,1,3.171912,1,2100
GKO,cuda,BiCGStab,none,32,1,3.163501,1,2100
GKO,cuda,BiCGStab,none,32,1,3.162183,1,2100
GKO,cuda,BiCGStab,none,32,1,3.194574,1,2100
GKO,cuda,BiCGStab,none,32,1,3.172722,1,2100
GKO,cuda,BiCGStab,none,32,1,3.183163,1,2100
GKO,cuda,BiCGStab,none,32,1,3.186819,1,2100
GKO,cuda,BiCGStab,none,32,1,3.192725,1,2100
GKO,cuda,BiCGStab,none,32,1,3.167941,1,2100
GKO,cuda,BiCGStab,none,32,1,3.16274,1,2100
GKO,cuda,BiCGStab,none,32,1,3.142336,1,2100
GKO,cuda,BiCGStab,none,32,1,3.163784,1,2100
GKO,cuda,BiCGStab,none,32,1,3.116086,1,2100
GKO,cuda,CG,none,64,1,22.964966,1,5980
GKO,cuda,CG,none,64,1,23.072929,1,5980
GKO,cuda,CG,none,64,1,23.415582,1,5980
GKO,cuda,CG,none,64,1,23.394927,1,5980
GKO,cuda,CG,none,64,1,23.364222,1,5980
GKO,cuda,BiCGStab,none,64,1,25.806701,1,4210
GKO,cuda,BiCGStab,none,64,1,25.426987,1,4210
GKO,cuda,BiCGStab,none,64,1,25.258435,1,4210
GKO,cuda,BiCGStab,none,64,1,25.532738,1,4210
GKO,cuda,BiCGStab,none,64,1,25.291578,1,4210
