backend,executor,solver-p,preconditioner,resolution,processes,run_time,success,number_of_iterations
GKO,cuda,CG,BiCGStab,none,32,1,3.073261,1,2926
GKO,cuda,CG,BiCGStab,none,32,1,3.074712,1,2926
GKO,cuda,CG,BiCGStab,none,32,1,3.074633,1,2926
GKO,cuda,CG,BiCGStab,none,32,1,3.069464,1,2926
GKO,cuda,CG,BiCGStab,none,32,1,3.05264,1,2926
GKO,cuda,CG,BiCGStab,none,32,1,3.061793,1,2926
GKO,cuda,CG,BiCGStab,none,32,1,3.067789,1,2926
GKO,cuda,CG,BiCGStab,none,32,1,3.077527,1,2926
GKO,cuda,CG,BiCGStab,none,32,1,3.092542,1,2926
GKO,cuda,BiCGStab,BiCGStab,none,32,1,3.330311,1,2100
GKO,cuda,BiCGStab,BiCGStab,none,32,1,3.282831,1,2100
GKO,cuda,BiCGStab,BiCGStab,none,32,1,3.338053,1,2100
GKO,cuda,BiCGStab,BiCGStab,none,32,1,3.311488,1,2100
GKO,cuda,BiCGStab,BiCGStab,none,32,1,3.337752,1,2100
GKO,cuda,BiCGStab,BiCGStab,none,32,1,3.334322,1,2100
GKO,cuda,BiCGStab,BiCGStab,none,32,1,3.316452,1,2100
GKO,cuda,BiCGStab,BiCGStab,none,32,1,3.325957,1,2100
GKO,cuda,BiCGStab,BiCGStab,none,32,1,3.294317,1,2100
GKO,cuda,BiCGStab,BiCGStab,none,32,1,3.276688,1,2100
GKO,cuda,BiCGStab,BiCGStab,none,32,1,3.25323,1,2100
GKO,cuda,BiCGStab,BiCGStab,none,32,1,3.2901,1,2100
GKO,cuda,BiCGStab,BiCGStab,none,32,1,3.28577,1,2100
GKO,cuda,BiCGStab,BiCGStab,none,32,1,3.273998,1,2100
GKO,cuda,BiCGStab,BiCGStab,none,32,1,3.292027,1,2100
GKO,cuda,BiCGStab,BiCGStab,none,32,1,3.277185,1,2100
GKO,cuda,BiCGStab,BiCGStab,none,32,1,3.290517,1,2100
GKO,cuda,BiCGStab,BiCGStab,none,32,1,3.260484,1,2100
GKO,cuda,BiCGStab,BiCGStab,none,32,1,3.294219,1,2100
GKO,cuda,CG,BiCGStab,none,64,1,24.864647,1,5980
GKO,cuda,CG,BiCGStab,none,64,1,24.163328,1,5980
GKO,cuda,CG,BiCGStab,none,64,1,24.642657,1,5980
GKO,cuda,CG,BiCGStab,none,64,1,24.251316,1,5980
GKO,cuda,CG,BiCGStab,none,64,1,24.178939,1,5980
GKO,cuda,BiCGStab,BiCGStab,none,64,1,26.421538,1,4210
GKO,cuda,BiCGStab,BiCGStab,none,64,1,26.617795,1,4210
GKO,cuda,BiCGStab,BiCGStab,none,64,1,26.879354,1,4210
GKO,cuda,BiCGStab,BiCGStab,none,64,1,26.761087,1,4210
GKO,cuda,BiCGStab,BiCGStab,none,64,1,26.404133,1,4210
