backend,executor,solver_p,solver_U,preconditioner,resolution,processes,log_id,setup_time,run_time,number_of_iterations
#{'OBR_VERSION': '0.0.2', 'case': {'renumbered': True}, 'node_data': {'host': 'uc2n485.localdomain\n', 'uptime': ' 22:53:09 up 226 days, 10:54,  0 users,  load average: 1.87, 2.16, 2.30\n'}}
GKO,cuda,CG,BiCGStab,BJ,25,1,68d883dd4412c07bf665cf507d34d469,1.290224,1.920871,1865
GKO,cuda,CG,BiCGStab,BJ,25,1,68d883dd4412c07bf665cf507d34d469,1.290224,1.956268,1865
GKO,cuda,CG,BiCGStab,BJ,25,1,68d883dd4412c07bf665cf507d34d469,1.290224,1.92442,1865
GKO,cuda,CG,BiCGStab,BJ,25,1,68d883dd4412c07bf665cf507d34d469,1.290224,1.765242,1865
GKO,cuda,CG,BiCGStab,BJ,25,1,68d883dd4412c07bf665cf507d34d469,1.290224,1.921879,1865
GKO,cuda,CG,BiCGStab,BJ,25,1,68d883dd4412c07bf665cf507d34d469,1.290224,1.931765,1865
GKO,cuda,CG,BiCGStab,BJ,25,1,68d883dd4412c07bf665cf507d34d469,1.290224,1.923135,1865
GKO,cuda,CG,BiCGStab,BJ,25,1,68d883dd4412c07bf665cf507d34d469,1.290224,1.918571,1865
GKO,cuda,CG,BiCGStab,BJ,25,1,68d883dd4412c07bf665cf507d34d469,1.290224,1.916864,1865
GKO,cuda,CG,BiCGStab,BJ,25,1,68d883dd4412c07bf665cf507d34d469,1.290224,1.95313,1865
GKO,cuda,CG,BiCGStab,BJ,25,1,68d883dd4412c07bf665cf507d34d469,1.290224,1.917119,1865
GKO,cuda,CG,BiCGStab,BJ,25,1,68d883dd4412c07bf665cf507d34d469,1.290224,1.906333,1865
GKO,cuda,CG,BiCGStab,BJ,25,1,68d883dd4412c07bf665cf507d34d469,1.290224,1.919463,1865
GKO,cuda,CG,BiCGStab,BJ,25,1,68d883dd4412c07bf665cf507d34d469,1.290224,1.953448,1865
GKO,cuda,CG,BiCGStab,BJ,25,1,68d883dd4412c07bf665cf507d34d469,1.290224,1.914262,1865
GKO,cuda,CG,BiCGStab,BJ,25,1,68d883dd4412c07bf665cf507d34d469,1.290224,1.914881,1865
GKO,cuda,CG,BiCGStab,BJ,25,1,68d883dd4412c07bf665cf507d34d469,1.290224,2.694462,1865
GKO,cuda,CG,BiCGStab,BJ,25,1,68d883dd4412c07bf665cf507d34d469,1.290224,1.918126,1865
GKO,cuda,CG,BiCGStab,BJ,25,1,68d883dd4412c07bf665cf507d34d469,1.290224,1.79174,1865
GKO,cuda,CG,BiCGStab,BJ,25,1,68d883dd4412c07bf665cf507d34d469,1.290224,1.920754,1865
GKO,cuda,CG,BiCGStab,BJ,25,1,68d883dd4412c07bf665cf507d34d469,1.290224,1.923923,1865
GKO,cuda,CG,BiCGStab,BJ,25,1,68d883dd4412c07bf665cf507d34d469,1.290224,1.931288,1865
GKO,cuda,CG,BiCGStab,BJ,25,1,68d883dd4412c07bf665cf507d34d469,1.290224,1.919221,1865
GKO,cuda,CG,BiCGStab,BJ,25,1,68d883dd4412c07bf665cf507d34d469,1.290224,1.922894,1865
